Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nSXL_mean,nSXL_var,nSXL_stdev,nSXL_max,nSXL_min,nSXL_median,nSXL_muc,nSXL_notempty,cSXL_mean,cSXL_var,cSXL_stdev,cSXL_max,cSXL_min,cSXL_median,cSXL_muc,cSXL_notempty
1065,4908.000000,4993288.000000,5410352.000000,7362.000000,1017.377343,1102.353708,1.500000,6135.000000,357081.962510,711145.160554,9648.932355,0.000000,0.000000,0.073554,4.281163,8.526134,0.115683,0.000000,0.000000,12.880852,37.430428,2.683881,12.880852,6.118041,1.389700,25.000000,19.000000,2.000000,1102,1017,2,1083,992,0,1118,1042,3,0.311735,    79.411665,     8.911322,   255.000000,     0.000000,     0.000000,  1530.000000,6,3.337408,   112.218310,    10.593314,   116.000000,     0.000000,     0.000000, 16380.000000,1296
1066,4060.000000,4117444.000000,3858080.000000,6090.000000,1014.148768,950.266009,1.500000,5075.000000,451360.709359,342058.143842,-86984.669950,0.000000,0.000000,0.078355,6.968763,5.281191,-1.342995,0.000000,0.000000,12.328309,35.959580,2.742412,12.328309,5.996630,1.399729,21.000000,26.000000,2.000000,950,1014,2,930,993,0,976,1033,3,10.237684,  2506.416761,    50.064126,   255.000000,     0.000000,     0.000000, 41565.000000,163,3.624384,   111.646756,    10.566302,   104.000000,     0.000000,     0.000000, 14715.000000,1201
1067,3056.000000,3079556.000000,1444264.000000,4584.000000,1007.708115,472.599476,1.500000,3820.000000,285765.759162,184631.638743,113482.732984,0.000000,-0.000000,0.086137,6.443755,4.163273,2.558931,0.000000,-0.000000,10.693167,21.192652,1.746781,10.693167,4.603547,1.204331,19.000000,21.000000,2.000000,473,1008,2,452,994,0,492,1027,3,6.007853,  1496.397974,    38.683303,   255.000000,     0.000000,     0.000000, 18360.000000,72,2.548429,    48.357064,     6.953924,    67.000000,     0.000000,     0.000000,  7788.000000,848
1068,2672.000000,2686672.000000,1942992.000000,4008.000000,1005.491017,727.167664,1.500000,3340.000000,325476.886227,67835.784431,732.023952,0.000000,0.000000,0.090080,8.778188,1.829547,0.019742,0.000000,0.000000,10.697815,17.015269,1.446668,10.697815,4.124956,1.130983,11.000000,24.000000,2.000000,727,1005,2,703,994,0,748,1016,3,4.676272,  1171.020208,    34.220172,   255.000000,     0.000000,     0.000000, 12495.000000,49,2.426272,    38.631027,     6.215386,    66.000000,     0.000000,     0.000000,  6483.000000,748
1069,3224.000000,3254152.000000,1331196.000000,4836.000000,1009.352357,412.901985,1.500000,4030.000000,289253.027295,160743.722084,-17100.655086,0.000000,0.000000,0.084614,6.073203,3.375001,-0.359048,0.000000,0.000000,9.532820,21.167612,1.723442,9.532820,4.600827,1.198944,14.000000,23.000000,2.000000,413,1009,2,390,995,0,431,1023,3,12.180521,  2958.585459,    54.392880,   255.000000,     0.000000,     0.000000, 39270.000000,154,2.711228,    59.039451,     7.683713,    74.000000,     0.000000,     0.000000,  8741.000000,930
1070,916.000000,919276.000000,780912.000000,1374.000000,1003.576419,852.524017,1.500000,1145.000000,17980.471615,20999.650655,-8984.681222,0.000000,0.000000,0.128709,2.021189,2.360576,-1.009970,0.000000,0.000000,4.510476,4.315109,0.482807,4.510476,2.077284,0.784497,10.000000,10.000000,2.000000,853,1004,2,844,995,0,863,1014,3,11.413755,  2783.272335,    52.756727,   255.000000,     0.000000,     0.000000, 10455.000000,41,3.752183,   109.275131,    10.453474,    90.000000,     0.000000,     0.000000,  3437.000000,298
1071,500.000000,502220.000000,519028.000000,750.000000,1004.439999,1038.055999,1.500000,625.000000,3994.431999,8267.199999,-2244.319999,0.000000,0.000000,0.157490,1.006533,2.083203,-0.565533,0.000000,0.000000,3.247227,2.263590,0.279857,3.247227,1.504523,0.654102,8.000000,6.000000,2.000000,1038,1004,2,1032,996,0,1044,1012,3,9.689999,  2381.817535,    48.803868,   255.000000,     0.000000,     0.000000,  4845.000000,19,8.213999,   934.244693,    30.565416,   232.000000,     0.000000,     0.000000,  4107.000000,165
1072,2660.000000,2696440.000000,1806116.000000,3990.000000,1013.699248,678.990977,1.500000,3325.000000,212575.783458,115767.398496,49524.781954,0.000000,0.000000,0.090215,5.767730,3.141068,1.343735,0.000000,0.000000,8.999014,17.114926,1.471529,8.999014,4.137019,1.137425,17.000000,20.000000,2.000000,679,1014,2,660,997,0,699,1027,3,5.943609,  1480.850523,    38.481820,   255.000000,     0.000000,     0.000000, 15810.000000,62,2.611278,    66.529545,     8.156564,   104.000000,     0.000000,     0.000000,  6946.000000,705
1073,1128.000000,1137844.000000,496220.000000,1692.000000,1008.726950,439.911347,1.500000,1410.000000,28339.134751,41159.900709,-19667.304964,0.000000,0.000000,0.120080,2.413465,3.505329,-1.674940,0.000000,0.000000,6.038875,6.365300,0.679005,6.038875,2.522954,0.878936,15.000000,11.000000,2.000000,440,1009,2,429,998,0,450,1024,3,9.720744,  2386.412630,    48.850922,   255.000000,     0.000000,     0.000000, 10965.000000,43,3.961879,   126.194641,    11.233638,   100.000000,     0.000000,     0.000000,  4469.000000,345
1074,1616.000000,1639016.000000,1397496.000000,2424.000000,1014.242574,864.787128,1.500000,2020.000000,79398.772277,59216.910891,-39172.554455,0.000000,0.000000,0.106519,4.186894,3.122654,-2.065665,0.000000,0.000000,7.416068,9.585858,0.938144,7.416068,3.096103,0.978941,14.000000,16.000000,2.000000,865,1014,2,849,1000,0,877,1026,3,16.095297,  3847.623110,    62.029211,   255.000000,     0.000000,     0.000000, 26010.000000,102,3.024752,    62.608674,     7.912564,    74.000000,     0.000000,     0.000000,  4888.000000,528
1075,1576.000000,1598800.000000,899016.000000,2364.000000,1014.467005,570.441624,1.500000,1970.000000,65700.629441,50248.284263,4394.964467,0.000000,0.000000,0.107413,3.582294,2.739762,0.239633,0.000000,0.000000,6.429470,10.436284,1.048054,6.429470,3.230523,1.015768,14.000000,17.000000,2.000000,570,1014,2,560,1001,0,587,1028,3,5.339467,  1333.900562,    36.522603,   255.000000,     0.000000,     0.000000,  8415.000000,33,1.986040,    41.537582,     6.444965,    72.000000,     0.000000,     0.000000,  3130.000000,378
1076,3112.000000,3162668.000000,2004976.000000,4668.000000,1016.281491,644.272493,1.500000,3890.000000,417280.925449,137565.413881,105553.295629,0.000000,0.000000,0.085617,9.184222,3.027771,2.323195,0.000000,0.000000,12.297612,23.456058,1.918734,12.297612,4.843145,1.242619,15.000000,25.000000,2.000000,644,1016,2,621,1001,0,669,1031,3,8.767673,  2159.578601,    46.471266,   255.000000,     0.000000,     0.000000, 27285.000000,107,3.077763,    61.049560,     7.813421,    88.000000,     0.000000,     0.000000,  9578.000000,1029
1077,1428.000000,1445324.000000,417708.000000,2142.000000,1012.131652,292.512605,1.500000,1785.000000,70876.773109,39907.249299,-28312.369747,0.000000,0.000000,0.111002,4.407574,2.481689,-1.760645,0.000000,0.000000,7.000267,8.603087,0.870079,7.000267,2.933102,0.954669,15.000000,14.000000,2.000000,293,1012,2,280,1003,0,307,1027,3,7.142857,  1771.648813,    42.090958,   255.000000,     0.000000,     0.000000, 10200.000000,40,3.199579,    94.839607,     9.738562,    94.000000,     0.000000,     0.000000,  4569.000000,371
1078,1784.000000,1813740.000000,1818540.000000,2676.000000,1016.670403,1019.360986,1.500000,2230.000000,65611.524663,63674.197309,-2775.739910,0.000000,0.000000,0.103065,3.032403,2.942865,-0.128287,0.000000,0.000000,6.078333,9.523338,0.918052,6.078333,3.085990,0.971901,14.000000,13.000000,2.000000,1019,1017,2,1006,1005,0,1032,1031,3,4.145179,  1040.421423,    32.255564,   255.000000,     0.000000,     0.000000,  7395.000000,29,1.548766,    20.366661,     4.512943,    44.000000,     0.000000,     0.000000,  2763.000000,456
1079,1708.000000,1742420.000000,626744.000000,2562.000000,1020.152224,366.946135,1.500000,2135.000000,64583.044496,65924.421545,-22897.995316,0.000000,0.000000,0.104571,3.163258,3.228958,-1.121537,0.000000,0.000000,6.496789,9.624631,0.936563,6.496789,3.102358,0.978390,14.000000,14.000000,2.000000,367,1020,2,354,1007,0,381,1034,3,9.107142,  2240.693258,    47.335961,   255.000000,     0.000000,     0.000000, 15555.000000,61,3.225995,   107.153348,    10.351490,   108.000000,     0.000000,     0.000000,  5510.000000,541
1080,464.000000,470228.000000,430508.000000,696.000000,1013.422413,927.818965,1.500000,580.000000,4316.793103,4737.206896,395.482758,0.000000,0.000000,0.161462,1.201721,1.318757,0.110095,0.000000,0.000000,2.681941,1.979620,0.253924,2.681941,1.406990,0.633240,8.000000,7.000000,2.000000,928,1013,2,921,1007,0,934,1021,3,5.495689,  1374.159808,    37.069661,   255.000000,     0.000000,     0.000000,  2550.000000,10,2.422413,    30.637595,     5.535123,    36.000000,     0.000000,     0.000000,  1124.000000,176
1081,1704.000000,1737356.000000,859452.000000,2556.000000,1019.575117,504.373239,1.500000,2130.000000,72270.619718,48272.384976,2682.225352,0.000000,0.000000,0.104653,3.550877,2.371770,0.131785,0.000000,0.000000,6.027301,9.024323,0.879559,6.027301,3.004051,0.958124,12.000000,14.000000,2.000000,504,1020,2,490,1008,0,516,1030,3,9.727112,  2387.197949,    48.858959,   255.000000,     0.000000,     0.000000, 16575.000000,65,4.563380,   114.624283,    10.706273,    74.000000,     0.000000,     0.000000,  7776.000000,547
1082,3220.000000,3295800.000000,1715824.000000,4830.000000,1023.540372,532.864596,1.500000,4025.000000,252072.963975,213567.751552,-9552.397515,0.000000,0.000000,0.084649,5.301333,4.491532,-0.200895,0.000000,0.000000,9.877514,24.599711,2.012183,9.877514,4.959809,1.262474,18.000000,24.000000,2.000000,533,1024,2,517,1008,0,557,1042,3,7.206521,  1786.283834,    42.264451,   255.000000,     0.000000,     0.000000, 23205.000000,91,2.580745,    49.024543,     7.001752,    63.000000,     0.000000,     0.000000,  8310.000000,872
1083,1020.000000,1042488.000000,918452.000000,1530.000000,1022.047058,900.443137,1.500000,1275.000000,21347.701960,33445.741176,-13021.270588,0.000000,0.000000,0.124177,2.079142,3.257421,-1.268196,0.000000,0.000000,5.460741,5.827002,0.641293,5.460741,2.413918,0.862353,12.000000,10.000000,2.000000,900,1022,2,890,1010,0,910,1033,3,10.750000,  2628.264229,    51.266599,   255.000000,     0.000000,     0.000000, 10965.000000,43,5.895098,   213.216658,    14.601940,   149.000000,     0.000000,     0.000000,  6013.000000,433
1084,2424.000000,2485304.000000,1098956.000000,3636.000000,1025.290429,453.364686,1.500000,3030.000000,181945.617161,81059.537953,-4752.739273,0.000000,0.000000,0.093053,5.587678,2.489395,-0.145959,0.000000,0.000000,8.170128,14.640240,1.292385,8.170128,3.826256,1.089257,13.000000,20.000000,2.000000,453,1025,2,433,1012,0,470,1037,3,5.575495,  1391.239036,    37.299316,   255.000000,     0.000000,     0.000000, 13515.000000,53,1.795379,    32.856173,     5.732030,    69.000000,     0.000000,     0.000000,  4352.000000,523
1085,2060.000000,2111992.000000,1464484.000000,3090.000000,1025.238834,710.914563,1.500000,2575.000000,147448.963106,60590.493203,13590.034951,0.000000,0.000000,0.098239,5.625382,2.311611,0.518478,0.000000,0.000000,8.035234,13.514609,1.251072,8.035234,3.676222,1.077525,13.000000,18.000000,2.000000,711,1025,2,693,1012,0,727,1037,3,4.332524,  1086.550374,    32.962863,   255.000000,     0.000000,     0.000000,  8925.000000,35,1.727669,    24.715018,     4.971420,    45.000000,     0.000000,     0.000000,  3559.000000,515
1086,908.000000,928660.000000,247464.000000,1362.000000,1022.753303,272.537444,1.500000,1135.000000,14377.726872,24448.740088,7524.387665,0.000000,0.000000,0.129086,1.635218,2.780622,0.855769,0.000000,0.000000,4.544927,4.384610,0.492411,4.544927,2.093946,0.789664,11.000000,8.000000,2.000000,273,1023,2,265,1013,0,280,1034,3,3.089207,   779.062595,    27.911692,   255.000000,     0.000000,     0.000000,  2805.000000,11,1.471365,    28.683853,     5.355730,    68.000000,     0.000000,     0.000000,  1336.000000,247
1087,876.000000,896960.000000,803700.000000,1314.000000,1023.926940,917.465753,1.500000,1095.000000,17113.972602,15907.324200,3297.808219,0.000000,0.000000,0.130639,2.041794,1.897834,0.393447,0.000000,0.000000,4.070268,4.234859,0.486004,4.070268,2.057877,0.786224,11.000000,10.000000,2.000000,917,1024,2,909,1013,0,927,1032,3,6.113013,  1523.188356,    39.028045,   255.000000,     0.000000,     0.000000,  5355.000000,21,2.510273,    72.791894,     8.531816,    77.000000,     0.000000,     0.000000,  2199.000000,264
1088,2268.000000,2336904.000000,2217852.000000,3402.000000,1030.380952,977.888888,1.500000,2835.000000,87175.999999,137614.857142,-26147.999999,0.000000,0.000000,0.095139,2.925541,4.618219,-0.877501,0.000000,0.000000,7.638900,13.458495,1.212155,7.638900,3.668582,1.066234,16.000000,13.000000,2.000000,978,1030,2,965,1014,0,991,1045,3,5.171957,  1292.670020,    35.953720,   255.000000,     0.000000,     0.000000, 11730.000000,46,2.835097,    66.435079,     8.150771,    88.000000,     0.000000,     0.000000,  6430.000000,656
1089,844.000000,864960.000000,291976.000000,1266.000000,1024.834123,345.943127,1.500000,1055.000000,14365.270142,20876.777251,9648.037914,0.000000,0.000000,0.132270,1.801042,2.617420,1.209620,0.000000,0.000000,4.550733,3.835335,0.429998,4.550733,1.958401,0.754783,10.000000,8.000000,2.000000,346,1025,2,338,1015,0,353,1035,3,12.387440,  3008.913768,    54.853566,   255.000000,     0.000000,     0.000000, 10455.000000,41,2.726303,    43.976009,     6.631440,    54.000000,     0.000000,     0.000000,  2301.000000,292
1090,2100.000000,2159412.000000,1634992.000000,3150.000000,1028.291428,778.567619,1.500000,2625.000000,118723.398095,79897.645714,-31699.382857,0.000000,0.000000,0.097612,4.414795,2.971038,-1.178759,0.000000,0.000000,7.483445,12.448000,1.144702,7.483445,3.528172,1.046078,15.000000,17.000000,2.000000,779,1028,2,762,1015,0,795,1043,3,8.014285,  1980.357108,    44.501203,   255.000000,     0.000000,     0.000000, 16830.000000,66,2.875714,    62.310891,     7.893724,    77.000000,     0.000000,     0.000000,  6039.000000,668
1091,4440.000000,4603924.000000,3578236.000000,6660.000000,1036.919819,805.909009,1.500000,5550.000000,524327.239639,405847.455855,-140340.392792,0.000000,0.000000,0.076052,7.184972,5.561417,-1.923115,0.000000,0.000000,12.822443,37.229662,2.757697,12.822443,6.101611,1.402325,22.000000,24.000000,2.000000,806,1037,2,784,1015,0,830,1055,3,6.030405,  1501.725815,    38.752107,   255.000000,     0.000000,     0.000000, 26775.000000,105,3.565315,    91.527158,     9.566982,   118.000000,     0.000000,     0.000000, 15830.000000,1342
1092,2096.000000,2158948.000000,2187976.000000,3144.000000,1030.032442,1043.881679,1.500000,2620.000000,68018.656488,147729.793893,34548.045801,0.000000,0.000000,0.097674,2.535749,5.507397,1.287958,0.000000,0.000000,8.140820,13.092150,1.202030,8.140820,3.618307,1.063257,19.000000,16.000000,2.000000,1044,1030,2,1028,1015,0,1054,1049,3,0.486641,   123.915811,    11.131747,   255.000000,     0.000000,     0.000000,  1020.000000,4,1.105438,    20.345440,     4.510592,    67.000000,     0.000000,     0.000000,  2317.000000,463
1093,2152.000000,2219008.000000,1265320.000000,3228.000000,1031.137546,587.973977,1.500000,2690.000000,164782.542750,69239.286245,5435.702602,0.000000,0.000000,0.096819,5.930912,2.492085,0.195643,0.000000,0.000000,8.519817,15.557572,1.427318,8.519817,3.944308,1.125918,15.000000,20.000000,2.000000,588,1031,2,571,1016,0,608,1042,3,3.791821,   952.979421,    30.870364,   255.000000,     0.000000,     0.000000,  8160.000000,32,2.522769,    63.056664,     7.940822,    87.000000,     0.000000,     0.000000,  5429.000000,618
1094,180.000000,184032.000000,201928.000000,270.000000,1022.399999,1121.822222,1.500000,225.000000,554.311111,2003.199999,708.799999,0.000000,0.000000,0.221387,0.545410,1.971034,0.697418,0.000000,0.000000,2.737832,1.145739,0.130315,2.737832,1.070391,0.506988,6.000000,4.000000,2.000000,1122,1022,2,1118,1016,0,1126,1027,3,4.250000,  1071.641061,    32.735929,   255.000000,     0.000000,     0.000000,   765.000000,3,0.883333,    11.455586,     3.384610,    25.000000,     0.000000,     0.000000,   159.000000,26
1095,2292.000000,2357576.000000,1703700.000000,3438.000000,1028.610820,743.324607,1.500000,2865.000000,141014.492146,82104.851657,9657.549738,0.000000,0.000000,0.094806,4.666353,2.716956,0.319580,0.000000,0.000000,7.478116,13.276132,1.192301,7.478116,3.643642,1.060381,12.000000,15.000000,2.000000,743,1029,2,728,1017,0,758,1040,3,7.565445,  1872.769612,    43.275508,   255.000000,     0.000000,     0.000000, 17340.000000,68,3.268760,    70.979678,     8.424943,    79.000000,     0.000000,     0.000000,  7492.000000,750
1096,2304.000000,2376708.000000,693572.000000,3456.000000,1031.557291,301.029513,1.500000,2880.000000,127697.993055,91568.437499,-8957.895833,0.000000,0.000000,0.094641,4.196373,3.009094,-0.294371,0.000000,0.000000,7.300109,13.222566,1.186866,7.300109,3.636284,1.058767,13.000000,17.000000,2.000000,301,1032,2,284,1019,0,316,1044,3,5.091145,  1272.874884,    35.677372,   255.000000,     0.000000,     0.000000, 11730.000000,46,2.915364,    61.116151,     7.817681,    76.000000,     0.000000,     0.000000,  6717.000000,667
1097,804.000000,826152.000000,318964.000000,1206.000000,1027.552238,396.721393,1.500000,1005.000000,16121.592039,15846.805970,9055.701492,0.000000,0.000000,0.134428,2.156419,2.119663,1.211287,0.000000,0.000000,4.410511,3.678493,0.417221,4.410511,1.917939,0.747231,9.000000,9.000000,2.000000,397,1028,2,388,1019,0,405,1036,3,5.391791,  1347.511314,    36.708463,   255.000000,     0.000000,     0.000000,  4335.000000,17,1.027363,    12.253297,     3.500471,    27.000000,     0.000000,     0.000000,   826.000000,180
1098,896.000000,920040.000000,747228.000000,1344.000000,1026.830357,833.959821,1.500000,1120.000000,18562.553571,15910.214285,2169.892857,0.000000,0.000000,0.129660,2.148953,1.841897,0.251204,0.000000,0.000000,4.120511,4.412502,0.505033,4.120511,2.100595,0.796354,10.000000,10.000000,2.000000,834,1027,2,824,1019,0,844,1037,3,9.107142,  2241.883479,    47.348531,   255.000000,     0.000000,     0.000000,  8160.000000,32,3.642857,    92.721468,     9.629198,    73.000000,     0.000000,     0.000000,  3264.000000,275
1099,1492.000000,1549672.000000,562244.000000,2238.000000,1038.654155,376.839142,1.500000,1865.000000,33537.394101,94833.544235,-16067.002680,0.000000,0.000000,0.109392,1.967150,5.562502,-0.942416,0.000000,0.000000,7.639045,10.877815,1.099845,7.639045,3.298153,1.032231,18.000000,14.000000,2.000000,377,1039,2,363,1021,0,386,1056,3,6.152815,  1532.137597,    39.142529,   255.000000,     0.000000,     0.000000,  9180.000000,36,3.308981,    79.039946,     8.890441,    80.000000,     0.000000,     0.000000,  4937.000000,463
1100,1676.000000,1731936.000000,1443536.000000,2514.000000,1033.374701,861.298329,1.500000,2095.000000,125950.835322,47328.687350,-36087.350835,0.000000,0.000000,0.105233,6.326580,2.377346,-1.812687,0.000000,0.000000,8.809159,12.670576,1.236975,8.809159,3.559575,1.073462,11.000000,19.000000,2.000000,861,1033,2,843,1022,0,880,1044,3,12.780429,  3097.518327,    55.655353,   255.000000,     0.000000,     0.000000, 21420.000000,84,4.406324,   177.946443,    13.339656,   139.000000,     0.000000,     0.000000,  7385.000000,681
1101,2212.000000,2294420.000000,2210852.000000,3318.000000,1037.260397,999.481012,1.500000,2765.000000,92328.202531,154386.010849,-46517.063291,0.000000,0.000000,0.095936,3.203471,5.356664,-1.613982,0.000000,0.000000,8.656072,15.376209,1.396347,8.656072,3.921250,1.117715,20.000000,17.000000,2.000000,999,1037,2,984,1022,0,1016,1057,3,5.648734,  1409.156068,    37.538727,   255.000000,     0.000000,     0.000000, 12495.000000,49,2.423146,    69.099020,     8.312582,   116.000000,     0.000000,     0.000000,  5360.000000,631
1102,2300.000000,2392532.000000,1268716.000000,3450.000000,1040.231304,551.615652,1.500000,2875.000000,162336.236521,117160.946086,-73603.526956,0.000000,0.000000,0.094696,5.347018,3.859038,-2.424347,0.000000,0.000000,9.300753,15.628670,1.397426,9.300753,3.953311,1.118002,20.000000,19.000000,2.000000,552,1040,2,533,1024,0,570,1060,3,6.984782,  1733.085892,    41.630348,   255.000000,     0.000000,     0.000000, 16065.000000,63,2.829999,    57.002405,     7.549993,    71.000000,     0.000000,     0.000000,  6509.000000,611
1103,3344.000000,3481588.000000,2101452.000000,5016.000000,1041.144736,628.424641,1.500000,4180.000000,244433.009569,247029.947368,-57621.526315,0.000000,0.000000,0.083590,4.888078,4.940010,-1.152293,0.000000,0.000000,9.911679,23.640911,1.907473,9.911679,4.862192,1.240184,17.000000,20.000000,2.000000,628,1041,2,608,1025,0,648,1058,3,5.642942,  1407.528469,    37.517042,   255.000000,     0.000000,     0.000000, 18870.000000,74,2.842404,    71.960498,     8.482953,    71.000000,     0.000000,     0.000000,  9505.000000,911
1104,3368.000000,3524124.000000,3592004.000000,5052.000000,1046.355106,1066.509501,1.500000,4210.000000,113089.695961,512587.292161,-37749.363420,0.000000,0.000000,0.083391,2.240063,10.153249,-0.747733,0.000000,0.000000,12.476703,23.218305,1.850014,12.476703,4.818537,1.227604,24.000000,14.000000,2.000000,1067,1046,2,1056,1025,0,1081,1070,3,1.514251,   383.955246,    19.594776,   255.000000,     0.000000,     0.000000,  5100.000000,20,1.750890,    32.029105,     5.659426,    58.000000,     0.000000,     0.000000,  5897.000000,898
1105,36.000000,37008.000000,9380.000000,54.000000,1028.000000,260.555555,1.500000,45.000000,40.888888,48.000000,-32.000000,0.000000,0.000000,0.378566,0.343981,0.403804,-0.269203,0.000000,0.000000,1.126353,0.349518,0.025148,1.126353,0.591200,0.292979,2.000000,2.000000,2.000000,261,1028,2,259,1026,0,262,1030,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.055555,     5.653968,     2.377807,     9.000000,     0.000000,     0.000000,    38.000000,8
1106,2492.000000,2591260.000000,1051012.000000,3738.000000,1039.831460,421.754414,1.500000,3115.000000,128237.701444,137309.213483,22660.853932,0.000000,0.000000,0.092199,3.795639,4.064142,0.670726,0.000000,0.000000,7.951982,15.700814,1.380789,7.951982,3.962425,1.113548,14.000000,15.000000,2.000000,422,1040,2,408,1026,0,437,1054,3,6.037319,  1503.670625,    38.777192,   255.000000,     0.000000,     0.000000, 15045.000000,59,2.618378,    82.957076,     9.108077,   123.000000,     0.000000,     0.000000,  6525.000000,666
1107,4.000000,4104.000000,1716.000000,6.000000,1026.000000,429.000000,1.500000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.787450,0.000000,0.000000,0.000000,0.000000,0.000000,0.787450,0.000000,0.000000,0.787450,0.000000,-0.000000,0.000000,0.000000,2.000000,429,1026,2,429,1026,0,429,1026,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,4.500000,    69.666666,     8.346656,    17.000000,     0.000000,     0.000000,    18.000000,2
1108,1128.000000,1170324.000000,995408.000000,1692.000000,1037.521276,882.453900,1.500000,1410.000000,28991.602836,27089.489361,-10578.893617,0.000000,0.000000,0.120080,2.469032,2.307041,-0.900937,0.000000,0.000000,4.896154,5.457985,0.586531,4.896154,2.336233,0.837073,11.000000,11.000000,2.000000,882,1038,2,872,1027,0,893,1048,3,8.590425,  2118.641327,    46.028701,   255.000000,     0.000000,     0.000000,  9690.000000,38,4.742907,   188.643694,    13.734762,   133.000000,     0.000000,     0.000000,  5350.000000,459
1109,1732.000000,1799760.000000,826332.000000,2598.000000,1039.122401,477.096997,1.500000,2165.000000,88671.704387,61138.050808,-40448.563510,0.000000,0.000000,0.104086,4.263057,2.939325,-1.944640,0.000000,0.000000,7.306469,9.498560,0.910640,7.306469,3.081973,0.969279,12.000000,17.000000,2.000000,477,1039,2,464,1028,0,494,1051,3,3.827944,   962.028149,    31.016578,   255.000000,     0.000000,     0.000000,  6630.000000,26,3.852771,   133.428917,    11.551143,   123.000000,     0.000000,     0.000000,  6673.000000,589
1110,3964.000000,4143660.000000,2637700.000000,5946.000000,1045.322906,665.413723,1.500000,4955.000000,468897.493440,295514.680121,-109981.566094,0.000000,0.000000,0.078982,7.474228,4.710505,-1.753106,0.000000,0.000000,12.263717,33.096397,2.538032,12.263717,5.752946,1.364056,21.000000,25.000000,2.000000,665,1045,2,642,1028,0,690,1066,3,6.754540,  1677.207208,    40.953720,   255.000000,     0.000000,     0.000000, 26775.000000,105,3.134964,    59.912388,     7.740309,    76.000000,     0.000000,     0.000000, 12427.000000,1312
1111,1072.000000,1111660.000000,1021796.000000,1608.000000,1036.996268,953.167910,1.500000,1340.000000,45629.776119,16923.985074,-63.328358,0.000000,0.000000,0.122136,4.158997,1.542563,-0.005772,0.000000,0.000000,5.823696,7.111849,0.783563,5.823696,2.666805,0.921916,8.000000,18.000000,2.000000,953,1037,2,935,1029,0,964,1044,3,5.708955,  1424.520255,    37.742817,   255.000000,     0.000000,     0.000000,  6120.000000,24,2.244402,    77.938343,     8.828269,   105.000000,     0.000000,     0.000000,  2406.000000,254
1112,2692.000000,2835452.000000,2927128.000000,4038.000000,1053.288261,1087.343239,1.500000,3365.000000,75550.846953,324488.309063,-28938.353640,0.000000,0.000000,0.089856,2.017464,8.664941,-0.772752,0.000000,0.000000,10.772263,17.843955,1.517150,10.772263,4.224210,1.149060,22.000000,13.000000,2.000000,1087,1053,2,1077,1031,0,1100,1074,3,1.136701,   288.673985,    16.990408,   255.000000,     0.000000,     0.000000,  3060.000000,12,0.904903,     7.592588,     2.755465,    28.000000,     0.000000,     0.000000,  2436.000000,662
1113,2456.000000,2579928.000000,2762920.000000,3684.000000,1050.459283,1124.967426,1.500000,3070.000000,91581.394136,212777.928338,45012.742671,0.000000,0.000000,0.092647,2.763775,6.421287,1.358410,0.000000,0.000000,9.277710,16.752691,1.473255,9.277710,4.093005,1.137869,20.000000,16.000000,2.000000,1125,1050,2,1109,1031,0,1137,1070,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.914087,    11.537626,     3.396708,    27.000000,     0.000000,     0.000000,  2245.000000,380
1114,2420.000000,2529340.000000,1218092.000000,3630.000000,1045.181818,503.343801,1.500000,3025.000000,129457.957024,116991.999999,-18867.272727,0.000000,0.000000,0.093104,3.984510,3.600827,-0.580704,0.000000,0.000000,7.678442,14.716546,1.304426,7.678442,3.836215,1.092630,15.000000,18.000000,2.000000,503,1045,2,488,1032,0,521,1060,3,4.741735,  1187.149063,    34.455029,   255.000000,     0.000000,     0.000000, 11475.000000,45,2.581818,    61.040429,     7.812837,    93.000000,     0.000000,     0.000000,  6248.000000,662
1115,768.000000,798208.000000,203648.000000,1152.000000,1039.333333,265.166666,1.500000,960.000000,18794.666666,9770.666666,-4510.666666,0.000000,0.000000,0.136496,2.672306,1.389235,-0.641346,0.000000,0.000000,4.198039,3.855527,0.450595,4.198039,1.963549,0.766647,9.000000,12.000000,2.000000,265,1039,2,257,1033,0,277,1048,3,2.656250,   671.161994,    25.906794,   255.000000,     0.000000,     0.000000,  2040.000000,8,1.076822,     8.728119,     2.954339,    34.000000,     0.000000,     0.000000,   827.000000,166
