Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,SXLmol_mean,SXLmol_var,SXLmol_stdev,SXLmol_max,SXLmol_min,SXLmol_median,SXLmol_muc,SXLmol_notempty,celnumber
662,5.000000,1699.000000,3773.000000,0.000000,339.800000,754.600000,0.000000,0.000000,1.200000,2.800000,0.600000,0.000000,0.000000,0.000000,0.140353,0.327490,0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,755,340,0,754,339,0,755,341,0,4.200000,     1.700000,     1.303840,     6.000000,     3.000000,     4.000000,    21.000000,5,286
663,9.000000,3068.000000,1670.000000,0.000000,340.888889,185.555556,0.000000,0.000000,10.222222,4.888889,3.555556,0.000000,0.000000,0.000000,0.546037,0.261148,0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,1.000000,2.000000,0.000000,186,341,0,184,340,0,187,342,0,1.777778,     0.444444,     0.666667,     2.000000,     0.000000,     2.000000,    16.000000,8,298
664,4.000000,1362.000000,3106.000000,0.000000,340.500000,776.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,777,341,0,776,340,0,777,341,0,1.000000,     0.666667,     0.816497,     2.000000,     0.000000,     1.000000,     4.000000,3,299
665,4.000000,1366.000000,10.000000,0.000000,341.500000,2.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,3,342,0,2,341,0,3,342,0,3.750000,     1.583333,     1.258306,     5.000000,     2.000000,     4.000000,    15.000000,4,0
666,9.000000,3082.000000,289.000000,0.000000,342.444444,32.111111,0.000000,0.000000,4.888889,10.222222,3.555556,0.000000,0.000000,0.000000,0.261148,0.546037,0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,2.000000,1.000000,0.000000,32,342,0,31,341,0,33,344,0,3.000000,     1.250000,     1.118034,     4.000000,     1.000000,     3.000000,    27.000000,9,288
667,4.000000,1366.000000,3286.000000,0.000000,341.500000,821.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,822,342,0,821,341,0,822,342,0,2.500000,     3.666667,     1.914854,     4.000000,     0.000000,     2.000000,    10.000000,3,279
668,19.000000,6520.000000,15842.000000,0.000000,343.157895,833.789474,0.000000,0.000000,61.157895,44.526316,33.631579,0.000000,0.000000,0.000000,1.206279,0.878237,0.663350,0.000000,0.000000,2.084516,0.619367,0.000000,2.084516,0.786999,-0.000000,2.000000,3.000000,0.000000,834,343,0,831,341,0,837,345,0,0.947368,     0.274854,     0.524265,     2.000000,     0.000000,     1.000000,    18.000000,16,0
669,4.000000,1370.000000,3302.000000,0.000000,342.500000,825.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,826,343,0,825,342,0,826,343,0,6.250000,     4.250000,     2.061553,     8.000000,     4.000000,     5.000000,    25.000000,4,0
670,4.000000,1374.000000,2330.000000,0.000000,343.500000,582.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,583,344,0,582,343,0,583,344,0,4.750000,     2.250000,     1.500000,     6.000000,     3.000000,     4.000000,    19.000000,4,295
671,13.000000,4483.000000,8274.000000,0.000000,344.846154,636.461538,0.000000,0.000000,11.230769,21.692308,3.923077,0.000000,0.000000,0.000000,0.367411,0.709656,0.128342,0.000000,0.000000,1.077067,0.244264,0.000000,1.077067,0.494230,-0.000000,2.000000,2.000000,0.000000,636,345,0,635,343,0,638,347,0,1.538462,     0.602564,     0.776250,     3.000000,     1.000000,     1.000000,    20.000000,13,290
672,6.000000,2073.000000,1102.000000,0.000000,345.500000,183.666667,0.000000,0.000000,1.333333,5.500000,0.000000,0.000000,0.000000,0.000000,0.122294,0.504461,0.000000,0.000000,0.000000,0.626755,0.061692,0.000000,0.626755,0.248379,-0.000000,2.000000,1.000000,0.000000,184,346,0,183,344,0,184,347,0,0.666667,     0.266667,     0.516398,     1.000000,     0.000000,     1.000000,     4.000000,4,298
673,8.000000,2761.000000,5369.000000,0.000000,345.125000,671.125000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,671,345,0,670,344,0,672,346,0,1.500000,     0.571429,     0.755929,     2.000000,     0.000000,     2.000000,    12.000000,7,282
674,4.000000,1382.000000,2626.000000,0.000000,345.500000,656.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,657,346,0,656,345,0,657,346,0,2.000000,     0.666667,     0.816497,     3.000000,     1.000000,     2.000000,     8.000000,4,297
675,4.000000,1382.000000,2838.000000,0.000000,345.500000,709.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,710,346,0,709,345,0,710,346,0,7.000000,     2.000000,     1.414214,     8.000000,     5.000000,     7.000000,    28.000000,4,292
676,4.000000,1382.000000,3022.000000,0.000000,345.500000,755.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,756,346,0,755,345,0,756,346,0,1.750000,     0.250000,     0.500000,     2.000000,     1.000000,     2.000000,     7.000000,4,286
677,7.000000,2422.000000,5446.000000,0.000000,346.000000,778.000000,0.000000,0.000000,4.000000,4.000000,2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,778,346,0,777,345,0,779,347,0,4.857143,     7.476190,     2.734262,     9.000000,     1.000000,     5.000000,    34.000000,7,299
678,12.000000,4177.000000,539.000000,0.000000,348.083333,44.916667,0.000000,0.000000,6.916667,20.916667,5.083333,0.000000,0.000000,0.000000,0.251761,0.761350,0.185029,0.000000,0.000000,1.013111,0.157442,0.000000,1.013111,0.396790,-0.000000,2.000000,1.000000,0.000000,45,348,0,44,346,0,46,350,0,1.666667,     0.606061,     0.778499,     2.000000,     0.000000,     2.000000,    20.000000,10,0
679,4.000000,1386.000000,2506.000000,0.000000,346.500000,626.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,627,347,0,626,346,0,627,347,0,1.500000,     0.333333,     0.577350,     2.000000,     1.000000,     1.000000,     6.000000,4,290
680,1.000000,347.000000,14.000000,0.000000,347.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,14,347,0,14,347,0,14,347,0,2.500000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     2.000000,1,0
681,4.000000,1390.000000,302.000000,0.000000,347.500000,75.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,76,348,0,75,347,0,76,348,0,6.500000,     4.333333,     2.081666,     9.000000,     4.000000,     6.000000,    26.000000,4,0
682,4.000000,1390.000000,3346.000000,0.000000,347.500000,836.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,837,348,0,836,347,0,837,348,0,1.500000,     1.000000,     1.000000,     2.000000,     0.000000,     2.000000,     6.000000,3,0
683,16.000000,5603.000000,13091.000000,0.000000,350.187500,818.187500,0.000000,0.000000,16.437500,26.437500,3.437500,0.000000,0.000000,0.000000,0.407702,0.655733,0.085261,0.000000,0.000000,1.063435,0.260074,0.000000,1.063435,0.509975,-0.000000,2.000000,2.000000,0.000000,818,350,0,817,348,0,820,352,0,1.250000,     0.466667,     0.683130,     3.000000,     0.000000,     1.000000,    20.000000,15,279
684,3.000000,1049.000000,2188.000000,0.000000,349.666667,729.333333,0.000000,0.000000,0.666667,0.666667,0.333333,0.000000,0.000000,0.000000,0.154080,0.154080,0.077040,0.000000,0.000000,0.308161,0.017806,0.000000,0.308161,0.133437,-0.000000,1.000000,1.000000,0.000000,729,350,0,729,349,0,730,350,0,1.333333,     0.333333,     0.577350,     2.000000,     1.000000,     1.000000,     4.000000,3,293
685,20.000000,7041.000000,625.000000,0.000000,352.050000,31.250000,0.000000,0.000000,41.750000,32.950000,12.750000,0.000000,0.000000,0.000000,0.769042,0.606944,0.234857,0.000000,0.000000,1.375986,0.411608,0.000000,1.375986,0.641566,-0.000000,2.000000,3.000000,0.000000,31,352,0,29,350,0,34,354,0,5.050000,     4.681579,     2.163696,     9.000000,     1.000000,     5.000000,   101.000000,20,0
686,4.000000,1406.000000,50.000000,0.000000,351.500000,12.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,13,352,0,12,351,0,13,352,0,2.000000,     1.333333,     1.154701,     3.000000,     1.000000,     1.000000,     8.000000,4,309
687,4.000000,1410.000000,318.000000,0.000000,352.500000,79.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,80,353,0,79,352,0,80,353,0,15.750000,    22.916667,     4.787136,    20.000000,     9.000000,    16.000000,    63.000000,4,0
688,2.000000,705.000000,314.000000,0.000000,352.500000,157.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,157,353,0,157,352,0,157,353,0,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,300
689,8.000000,2823.000000,1401.000000,0.000000,352.875000,175.125000,0.000000,0.000000,4.875000,4.875000,1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,175,353,0,174,352,0,176,354,0,2.125000,     0.982143,     0.991031,     4.000000,     1.000000,     2.000000,    17.000000,8,298
690,6.000000,2121.000000,120.000000,0.000000,353.500000,20.000000,0.000000,0.000000,4.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.366881,0.137580,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,20,354,0,19,353,0,21,354,0,2.333333,     0.666667,     0.816497,     3.000000,     1.000000,     2.000000,    14.000000,6,309
691,7.000000,2479.000000,4349.000000,0.000000,354.142857,621.285714,0.000000,0.000000,3.428571,4.857143,-1.285714,0.000000,0.000000,0.000000,0.256045,0.362730,-0.096017,0.000000,0.000000,0.618775,0.083656,0.000000,0.618775,0.289233,-0.000000,1.000000,1.000000,0.000000,621,354,0,620,353,0,622,355,0,10.285714,    21.904762,     4.680252,    16.000000,     3.000000,    10.000000,    72.000000,7,301
692,9.000000,3198.000000,144.000000,0.000000,355.333333,16.000000,0.000000,0.000000,6.000000,8.000000,3.000000,0.000000,0.000000,0.000000,0.320500,0.427333,0.160250,0.000000,0.000000,0.747833,0.111280,0.000000,0.747833,0.333587,-0.000000,2.000000,1.000000,0.000000,16,355,0,15,354,0,17,357,0,1.333333,     0.250000,     0.500000,     2.000000,     1.000000,     1.000000,    12.000000,9,309
693,11.000000,3906.000000,7289.000000,0.000000,355.090909,662.636364,0.000000,0.000000,12.545455,6.909091,-1.636364,0.000000,0.000000,0.000000,0.512817,0.282421,-0.066889,0.000000,0.000000,0.795239,0.140356,0.000000,0.795239,0.374642,-0.000000,1.000000,2.000000,0.000000,663,355,0,661,354,0,664,356,0,3.090909,     2.090909,     1.445998,     5.000000,     1.000000,     4.000000,    34.000000,11,0
694,4.000000,1422.000000,910.000000,0.000000,355.500000,227.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,228,356,0,227,355,0,228,356,0,2.000000,     2.000000,     1.414214,     3.000000,     0.000000,     2.000000,     8.000000,3,285
695,2.000000,712.000000,309.000000,0.000000,356.000000,154.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,155,356,0,154,356,0,155,356,0,4.000000,     0.000000,     0.000000,     4.000000,     4.000000,     4.000000,     8.000000,2,300
696,4.000000,1426.000000,3342.000000,0.000000,356.500000,835.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,836,357,0,835,356,0,836,357,0,2.500000,     0.333333,     0.577350,     3.000000,     2.000000,     2.000000,    10.000000,4,0
697,6.000000,2145.000000,414.000000,0.000000,357.500000,69.000000,0.000000,0.000000,4.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.366881,0.137580,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,69,358,0,68,357,0,70,358,0,1.500000,     0.700000,     0.836660,     2.000000,     0.000000,     2.000000,     9.000000,5,305
698,6.000000,2148.000000,483.000000,0.000000,358.000000,80.500000,0.000000,0.000000,1.500000,4.000000,0.000000,0.000000,0.000000,0.000000,0.137580,0.366881,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,81,358,0,80,357,0,81,359,0,1.666667,     0.666667,     0.816497,     2.000000,     0.000000,     2.000000,    10.000000,5,319
699,7.000000,2507.000000,5315.000000,0.000000,358.142857,759.285714,0.000000,0.000000,3.428571,4.857143,-1.285714,0.000000,0.000000,0.000000,0.256045,0.362730,-0.096017,0.000000,0.000000,0.618775,0.083656,0.000000,0.618775,0.289233,-0.000000,1.000000,1.000000,0.000000,759,358,0,758,357,0,760,359,0,1.714286,     0.238095,     0.487950,     2.000000,     1.000000,     2.000000,    12.000000,7,316
700,4.000000,1430.000000,3290.000000,0.000000,357.500000,822.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,823,358,0,822,357,0,823,358,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     8.000000,4,279
701,2.000000,717.000000,40.000000,0.000000,358.500000,20.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,20,359,0,20,358,0,20,359,0,3.000000,     0.000000,     0.000000,     3.000000,     3.000000,     3.000000,     6.000000,2,309
702,4.000000,1434.000000,98.000000,0.000000,358.500000,24.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,25,359,0,24,358,0,25,359,0,3.250000,     0.916667,     0.957427,     4.000000,     2.000000,     3.000000,    13.000000,4,309
703,4.000000,1434.000000,2918.000000,0.000000,358.500000,729.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,730,359,0,729,358,0,730,359,0,4.750000,     0.916667,     0.957427,     6.000000,     4.000000,     4.000000,    19.000000,4,293
704,4.000000,1434.000000,3210.000000,0.000000,358.500000,802.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,803,359,0,802,358,0,803,359,0,3.500000,     3.000000,     1.732051,     5.000000,     2.000000,     2.000000,    14.000000,4,279
705,4.000000,1438.000000,3178.000000,0.000000,359.500000,794.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,795,360,0,794,359,0,795,360,0,3.500000,     0.333333,     0.577350,     4.000000,     3.000000,     3.000000,    14.000000,4,279
706,4.000000,1442.000000,150.000000,0.000000,360.500000,37.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,38,361,0,37,360,0,38,361,0,1.750000,     0.250000,     0.500000,     2.000000,     1.000000,     2.000000,     7.000000,4,0
707,3.000000,1082.000000,2504.000000,0.000000,360.666667,834.666667,0.000000,0.000000,0.666667,0.666667,-0.333333,0.000000,0.000000,0.000000,0.154080,0.154080,-0.077040,0.000000,0.000000,0.308161,0.017806,0.000000,0.308161,0.133437,-0.000000,1.000000,1.000000,0.000000,835,361,0,834,360,0,835,361,0,5.666667,     2.333333,     1.527525,     7.000000,     4.000000,     6.000000,    17.000000,3,0
708,4.000000,1446.000000,362.000000,0.000000,361.500000,90.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,91,362,0,90,361,0,91,362,0,1.500000,     1.000000,     1.000000,     3.000000,     1.000000,     1.000000,     6.000000,4,0
709,8.000000,2895.000000,5319.000000,0.000000,361.875000,664.875000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,665,362,0,664,361,0,666,363,0,11.125000,    36.410714,     6.034129,    19.000000,     3.000000,    10.000000,    89.000000,8,0
710,3.000000,1084.000000,2474.000000,0.000000,361.333333,824.666667,0.000000,0.000000,0.666667,0.666667,0.333333,0.000000,0.000000,0.000000,0.154080,0.154080,0.077040,0.000000,0.000000,0.308161,0.017806,0.000000,0.308161,0.133437,-0.000000,1.000000,1.000000,0.000000,825,361,0,824,361,0,825,362,0,3.666667,     0.333333,     0.577350,     4.000000,     3.000000,     4.000000,    11.000000,3,0
711,7.000000,2541.000000,161.000000,0.000000,363.000000,23.000000,0.000000,0.000000,4.000000,4.000000,2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,23,363,0,22,362,0,24,364,0,9.714286,    11.238095,     3.352327,    14.000000,     5.000000,    10.000000,    68.000000,7,309
712,18.000000,6570.000000,903.000000,0.000000,365.000000,50.166667,0.000000,0.000000,20.500000,66.000000,-15.000000,0.000000,0.000000,0.000000,0.434567,1.399095,-0.317976,0.000000,0.000000,1.833663,0.506892,0.000000,1.833663,0.711964,-0.000000,3.000000,2.000000,0.000000,50,365,0,48,362,0,52,368,0,1.888889,     1.163399,     1.078610,     4.000000,     0.000000,     2.000000,    34.000000,16,305
713,7.000000,2541.000000,1106.000000,0.000000,363.000000,158.000000,0.000000,0.000000,4.000000,4.000000,2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,158,363,0,157,362,0,159,364,0,17.857143,    20.809524,     4.561746,    23.000000,    10.000000,    17.000000,   125.000000,7,300
714,4.000000,1450.000000,854.000000,0.000000,362.500000,213.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,214,363,0,213,362,0,214,363,0,2.750000,     2.250000,     1.500000,     4.000000,     1.000000,     2.000000,    11.000000,4,285
715,4.000000,1454.000000,114.000000,0.000000,363.500000,28.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,29,364,0,28,363,0,29,364,0,23.500000,    43.666667,     6.608076,    30.000000,    16.000000,    20.000000,    94.000000,4,309
716,1.000000,363.000000,678.000000,0.000000,363.000000,678.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,678,363,0,678,363,0,678,363,0,9.714286,     0.000000,     0.000000,     9.000000,     9.000000,     9.000000,     9.000000,1,313
717,4.000000,1458.000000,330.000000,0.000000,364.500000,82.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,83,365,0,82,364,0,83,365,0,2.000000,     0.666667,     0.816497,     3.000000,     1.000000,     2.000000,     8.000000,4,319
718,3.000000,1093.000000,2243.000000,0.000000,364.333333,747.666667,0.000000,0.000000,0.666667,0.666667,0.333333,0.000000,0.000000,0.000000,0.154080,0.154080,0.077040,0.000000,0.000000,0.308161,0.017806,0.000000,0.308161,0.133437,-0.000000,1.000000,1.000000,0.000000,748,364,0,747,364,0,748,365,0,3.000000,     3.000000,     1.732051,     4.000000,     1.000000,     4.000000,     9.000000,3,324
719,4.000000,1462.000000,2474.000000,0.000000,365.500000,618.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,619,366,0,618,365,0,619,366,0,22.500000,    72.333333,     8.504901,    31.000000,    11.000000,    22.000000,    90.000000,4,0
720,4.000000,1462.000000,2802.000000,0.000000,365.500000,700.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,701,366,0,700,365,0,701,366,0,23.000000,    30.000000,     5.477226,    30.000000,    17.000000,    21.000000,    92.000000,4,0
721,2.000000,733.000000,1686.000000,0.000000,366.500000,843.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,843,367,0,843,366,0,843,367,0,3.000000,     0.000000,     0.000000,     3.000000,     3.000000,     3.000000,     6.000000,2,0
722,4.000000,1470.000000,642.000000,0.000000,367.500000,160.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,161,368,0,160,367,0,161,368,0,6.250000,     2.250000,     1.500000,     7.000000,     4.000000,     7.000000,    25.000000,4,300
723,3.000000,1105.000000,2228.000000,0.000000,368.333333,742.666667,0.000000,0.000000,0.666667,0.666667,0.333333,0.000000,0.000000,0.000000,0.154080,0.154080,0.077040,0.000000,0.000000,0.308161,0.017806,0.000000,0.308161,0.133437,-0.000000,1.000000,1.000000,0.000000,743,368,0,742,368,0,743,369,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     6.000000,3,324
724,11.000000,4074.000000,159.000000,0.000000,370.363636,14.454545,0.000000,0.000000,10.727273,12.545455,-6.818182,0.000000,0.000000,0.000000,0.438496,0.512817,-0.278705,0.000000,0.000000,0.951314,0.147192,0.000000,0.951314,0.383656,-0.000000,2.000000,2.000000,0.000000,14,370,0,13,369,0,16,372,0,4.000000,     6.600000,     2.569047,    10.000000,     1.000000,     4.000000,    44.000000,11,309
725,6.000000,2217.000000,132.000000,0.000000,369.500000,22.000000,0.000000,0.000000,4.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.366881,0.137580,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,22,370,0,21,369,0,23,370,0,1.166667,     0.966667,     0.983192,     2.000000,     0.000000,     1.000000,     7.000000,4,309
726,7.000000,2590.000000,1379.000000,0.000000,370.000000,197.000000,0.000000,0.000000,4.000000,4.000000,2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,197,370,0,196,369,0,198,371,0,11.714286,    12.238095,     3.498299,    16.000000,     7.000000,    12.000000,    82.000000,7,323
727,6.000000,2228.000000,896.000000,0.000000,371.333333,149.333333,0.000000,0.000000,3.333333,3.333333,-1.666667,0.000000,0.000000,0.000000,0.305734,0.305734,-0.152867,0.000000,0.000000,0.611468,0.070105,0.000000,0.611468,0.264773,-0.000000,1.000000,1.000000,0.000000,149,371,0,148,370,0,150,372,0,1.500000,     0.700000,     0.836660,     2.000000,     0.000000,     2.000000,     9.000000,5,0
