Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,SXLmol_mean,SXLmol_var,SXLmol_stdev,SXLmol_max,SXLmol_min,SXLmol_median,SXLmol_muc,SXLmol_notempty,celnumber
728,12.000000,4456.000000,2903.000000,0.000000,371.333333,241.916667,0.000000,0.000000,20.916667,12.666667,-11.666667,0.000000,0.000000,0.000000,0.761350,0.461056,-0.424657,0.000000,0.000000,1.222406,0.170691,0.000000,1.222406,0.413148,-0.000000,2.000000,2.000000,0.000000,242,371,0,240,370,0,244,373,0,1.833333,     1.060606,     1.029857,     4.000000,     0.000000,     2.000000,    22.000000,11,329
729,6.000000,2226.000000,3717.000000,0.000000,371.000000,619.500000,0.000000,0.000000,1.500000,4.000000,0.000000,0.000000,0.000000,0.000000,0.137580,0.366881,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,620,371,0,619,370,0,620,372,0,6.500000,    13.900000,     3.728270,    11.000000,     1.000000,     8.000000,    39.000000,6,314
730,4.000000,1486.000000,286.000000,0.000000,371.500000,71.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,72,372,0,71,371,0,72,372,0,4.500000,     5.666667,     2.380476,     7.000000,     2.000000,     3.000000,    18.000000,4,319
731,10.000000,3720.000000,1065.000000,0.000000,372.000000,106.500000,0.000000,0.000000,10.500000,6.000000,3.000000,0.000000,0.000000,0.000000,0.487367,0.278495,0.139248,0.000000,0.000000,0.765862,0.116339,0.000000,0.765862,0.341086,-0.000000,1.000000,2.000000,0.000000,107,372,0,105,371,0,108,373,0,3.500000,     7.611111,     2.758824,     8.000000,     0.000000,     3.000000,    35.000000,9,0
732,4.000000,1486.000000,3290.000000,0.000000,371.500000,822.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,823,372,0,822,371,0,823,372,0,2.500000,     0.333333,     0.577350,     3.000000,     2.000000,     2.000000,    10.000000,4,326
733,2.000000,745.000000,74.000000,0.000000,372.500000,37.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,37,373,0,37,372,0,37,373,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,309
734,7.000000,2616.000000,5513.000000,0.000000,373.714286,787.571429,0.000000,0.000000,1.714286,7.428571,-0.857143,0.000000,0.000000,0.000000,0.128022,0.554764,-0.064011,0.000000,0.000000,0.682786,0.066925,0.000000,0.682786,0.258698,-0.000000,2.000000,1.000000,0.000000,788,374,0,787,372,0,788,375,0,2.571429,     1.285714,     1.133893,     3.000000,     0.000000,     3.000000,    18.000000,6,0
735,7.000000,2618.000000,539.000000,0.000000,374.000000,77.000000,0.000000,0.000000,4.000000,4.000000,-2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,-0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,77,374,0,76,373,0,78,375,0,3.714286,     0.904762,     0.951190,     5.000000,     2.000000,     4.000000,    26.000000,7,319
736,8.000000,3012.000000,5488.000000,0.000000,376.500000,686.000000,0.000000,0.000000,4.000000,10.000000,-4.000000,0.000000,0.000000,0.000000,0.250000,0.625000,-0.250000,0.000000,0.000000,0.875000,0.093750,0.000000,0.875000,0.306186,-0.000000,2.000000,1.000000,0.000000,686,377,0,685,375,0,687,378,0,2.500000,     2.571429,     1.603567,     5.000000,     0.000000,     2.000000,    20.000000,7,313
737,2.000000,751.000000,1698.000000,0.000000,375.500000,849.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,849,376,0,849,375,0,849,376,0,4.000000,     0.000000,     0.000000,     4.000000,     4.000000,     4.000000,     8.000000,2,0
738,2.000000,753.000000,1580.000000,0.000000,376.500000,790.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,790,377,0,790,376,0,790,377,0,3.000000,     0.000000,     0.000000,     3.000000,     3.000000,     3.000000,     6.000000,2,332
739,4.000000,1510.000000,2674.000000,0.000000,377.500000,668.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,669,378,0,668,377,0,669,378,0,3.000000,     2.000000,     1.414214,     4.000000,     1.000000,     3.000000,    12.000000,4,0
740,4.000000,1518.000000,486.000000,0.000000,379.500000,121.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,122,380,0,121,379,0,122,380,0,1.500000,     0.333333,     0.577350,     2.000000,     1.000000,     1.000000,     6.000000,4,317
741,4.000000,1522.000000,242.000000,0.000000,380.500000,60.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,61,381,0,60,380,0,61,381,0,2.000000,     1.333333,     1.154701,     3.000000,     1.000000,     1.000000,     8.000000,4,342
742,4.000000,1526.000000,162.000000,0.000000,381.500000,40.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,41,382,0,40,381,0,41,382,0,4.500000,     3.666667,     1.914854,     6.000000,     2.000000,     4.000000,    18.000000,4,309
743,4.000000,1526.000000,442.000000,0.000000,381.500000,110.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,111,382,0,110,381,0,111,382,0,7.000000,     2.000000,     1.414214,     8.000000,     5.000000,     7.000000,    28.000000,4,338
744,9.000000,3444.000000,1580.000000,0.000000,382.666667,175.555556,0.000000,0.000000,6.222222,12.000000,-5.333333,0.000000,0.000000,0.000000,0.332370,0.641000,-0.284889,0.000000,0.000000,0.973370,0.131888,0.000000,0.973370,0.363163,-0.000000,2.000000,2.000000,0.000000,176,383,0,174,381,0,177,384,0,1.333333,     0.500000,     0.707107,     2.000000,     0.000000,     1.000000,    12.000000,8,0
745,4.000000,1530.000000,82.000000,0.000000,382.500000,20.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,21,383,0,20,382,0,21,383,0,8.750000,     6.916667,     2.629956,    11.000000,     6.000000,     7.000000,    35.000000,4,345
746,1.000000,382.000000,731.000000,0.000000,382.000000,731.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,731,382,0,731,382,0,731,382,0,1.833333,     0.000000,     0.000000,     4.000000,     4.000000,     4.000000,     4.000000,1,324
747,8.000000,3073.000000,6281.000000,0.000000,384.125000,785.125000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,785,384,0,784,383,0,786,385,0,1.375000,     0.553571,     0.744024,     2.000000,     0.000000,     1.000000,    11.000000,7,0
748,12.000000,4626.000000,1245.000000,0.000000,385.500000,103.750000,0.000000,0.000000,10.250000,15.000000,-1.500000,0.000000,0.000000,0.000000,0.373092,0.545988,-0.054599,0.000000,0.000000,0.919079,0.200722,0.000000,0.919079,0.448021,-0.000000,2.000000,2.000000,0.000000,104,386,0,102,384,0,105,387,0,5.000000,    10.909091,     3.302891,    11.000000,     0.000000,     3.000000,    60.000000,11,338
749,3.000000,1153.000000,545.000000,0.000000,384.333333,181.666667,0.000000,0.000000,0.666667,0.666667,0.333333,0.000000,0.000000,0.000000,0.154080,0.154080,0.077040,0.000000,0.000000,0.308161,0.017806,0.000000,0.308161,0.133437,-0.000000,1.000000,1.000000,0.000000,182,384,0,181,384,0,182,385,0,1.666667,     0.333333,     0.577350,     2.000000,     1.000000,     2.000000,     5.000000,3,0
750,5.000000,1923.000000,4134.000000,0.000000,384.600000,826.800000,0.000000,0.000000,2.800000,1.200000,0.600000,0.000000,0.000000,0.000000,0.327490,0.140353,0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,827,385,0,826,384,0,828,385,0,0.800000,     0.200000,     0.447214,     1.000000,     0.000000,     1.000000,     4.000000,4,326
751,2.000000,768.000000,1681.000000,0.000000,384.000000,840.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,841,384,0,840,384,0,841,384,0,4.000000,     0.000000,     0.000000,     4.000000,     4.000000,     4.000000,     8.000000,2,348
752,4.000000,1542.000000,762.000000,0.000000,385.500000,190.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,191,386,0,190,385,0,191,386,0,4.000000,     6.000000,     2.449490,     6.000000,     1.000000,     3.000000,    16.000000,4,346
753,8.000000,3099.000000,426.000000,0.000000,387.375000,53.250000,0.000000,0.000000,3.500000,7.875000,-1.750000,0.000000,0.000000,0.000000,0.218750,0.492188,-0.109375,0.000000,0.000000,0.710938,0.095703,0.000000,0.710938,0.309359,-0.000000,2.000000,1.000000,0.000000,53,387,0,52,386,0,54,389,0,7.250000,    13.642857,     3.693624,    11.000000,     1.000000,     8.000000,    58.000000,8,0
754,4.000000,1546.000000,626.000000,0.000000,386.500000,156.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,157,387,0,156,386,0,157,387,0,2.000000,     0.666667,     0.816497,     3.000000,     1.000000,     2.000000,     8.000000,4,0
755,2.000000,772.000000,341.000000,0.000000,386.000000,170.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,171,386,0,170,386,0,171,386,0,5.500000,     0.500000,     0.707107,     6.000000,     5.000000,     5.000000,    11.000000,2,0
756,8.000000,3095.000000,5369.000000,0.000000,386.875000,671.125000,0.000000,0.000000,4.875000,4.875000,1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,671,387,0,670,386,0,672,388,0,0.875000,     0.410714,     0.640870,     2.000000,     0.000000,     1.000000,     7.000000,6,340
757,2.000000,773.000000,1518.000000,0.000000,386.500000,759.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,759,387,0,759,386,0,759,387,0,1.000000,     0.000000,     0.000000,     1.000000,     1.000000,     1.000000,     2.000000,2,347
758,4.000000,1550.000000,466.000000,0.000000,387.500000,116.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,117,388,0,116,387,0,117,388,0,3.000000,     5.333333,     2.309401,     5.000000,     1.000000,     1.000000,    12.000000,4,338
759,4.000000,1550.000000,774.000000,0.000000,387.500000,193.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,194,388,0,193,387,0,194,388,0,9.250000,     6.916667,     2.629956,    12.000000,     7.000000,     7.000000,    37.000000,4,346
760,4.000000,1554.000000,270.000000,0.000000,388.500000,67.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,68,389,0,67,388,0,68,389,0,2.750000,     0.250000,     0.500000,     3.000000,     2.000000,     3.000000,    11.000000,4,342
761,23.000000,8990.000000,2087.000000,0.000000,390.869565,90.739130,0.000000,0.000000,46.434783,54.608696,-18.782609,0.000000,0.000000,0.000000,0.709915,0.834881,-0.287157,0.000000,0.000000,1.544796,0.510236,0.000000,1.544796,0.714308,-0.000000,3.000000,3.000000,0.000000,91,391,0,88,388,0,93,393,0,5.739130,     8.565217,     2.926639,    11.000000,     1.000000,     5.000000,   132.000000,23,0
762,4.000000,1554.000000,386.000000,0.000000,388.500000,96.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,97,389,0,96,388,0,97,389,0,2.000000,     1.333333,     1.154701,     3.000000,     1.000000,     1.000000,     8.000000,4,338
763,20.000000,7814.000000,4095.000000,0.000000,390.700000,204.750000,0.000000,0.000000,21.750000,48.200000,-4.500000,0.000000,0.000000,0.000000,0.400638,0.887852,-0.082891,0.000000,0.000000,1.288490,0.348837,0.000000,1.288490,0.590624,-0.000000,3.000000,2.000000,0.000000,205,391,0,203,388,0,206,393,0,2.800000,     3.010526,     1.735087,     7.000000,     1.000000,     3.000000,    56.000000,20,334
764,2.000000,778.000000,1553.000000,0.000000,389.000000,776.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,777,389,0,776,389,0,777,389,0,8.000000,     0.000000,     0.000000,     8.000000,     8.000000,     8.000000,    16.000000,2,350
765,8.000000,3129.000000,329.000000,0.000000,391.125000,41.125000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,41,391,0,40,390,0,42,392,0,4.250000,     5.357143,     2.314550,     7.000000,     0.000000,     4.000000,    34.000000,7,354
766,4.000000,1562.000000,438.000000,0.000000,390.500000,109.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,110,391,0,109,390,0,110,391,0,1.500000,     1.000000,     1.000000,     2.000000,     0.000000,     2.000000,     6.000000,3,338
767,19.000000,7467.000000,2559.000000,0.000000,393.000000,134.684211,0.000000,0.000000,16.105263,66.000000,-15.000000,0.000000,0.000000,0.000000,0.317660,1.301785,-0.295860,0.000000,0.000000,1.619445,0.325992,0.000000,1.619445,0.570957,-0.000000,3.000000,2.000000,0.000000,135,393,0,133,390,0,136,396,0,2.368421,     1.023392,     1.011628,     3.000000,     0.000000,     3.000000,    45.000000,17,0
768,16.000000,6272.000000,12296.000000,0.000000,392.000000,768.500000,0.000000,0.000000,16.000000,24.000000,0.000000,0.000000,0.000000,0.000000,0.396850,0.595275,0.000000,0.000000,0.000000,0.992126,0.236235,0.000000,0.992126,0.486040,-0.000000,2.000000,2.000000,0.000000,769,392,0,767,390,0,770,394,0,10.375000,    19.183333,     4.379878,    18.000000,     5.000000,     9.000000,   166.000000,16,0
769,7.000000,2744.000000,742.000000,0.000000,392.000000,106.000000,0.000000,0.000000,4.000000,4.000000,-2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,-0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,106,392,0,105,391,0,107,393,0,1.285714,     0.904762,     0.951190,     2.000000,     0.000000,     2.000000,     9.000000,5,338
770,2.000000,785.000000,1670.000000,0.000000,392.500000,835.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,835,393,0,835,392,0,835,393,0,19.500000,     0.500000,     0.707107,    20.000000,    19.000000,    19.000000,    39.000000,2,348
771,4.000000,1574.000000,594.000000,0.000000,393.500000,148.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,149,394,0,148,393,0,149,394,0,11.750000,    15.583333,     3.947573,    15.000000,     7.000000,    10.000000,    47.000000,4,355
772,4.000000,1574.000000,2638.000000,0.000000,393.500000,659.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,660,394,0,659,393,0,660,394,0,4.500000,     0.333333,     0.577350,     5.000000,     4.000000,     4.000000,    18.000000,4,340
773,8.000000,3156.000000,5924.000000,0.000000,394.500000,740.500000,0.000000,0.000000,2.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.125000,0.625000,0.000000,0.000000,0.000000,0.750000,0.078125,0.000000,0.750000,0.279508,-0.000000,2.000000,1.000000,0.000000,741,395,0,740,393,0,741,396,0,2.750000,     2.785714,     1.669046,     5.000000,     1.000000,     2.000000,    22.000000,8,347
774,4.000000,1574.000000,3134.000000,0.000000,393.500000,783.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,784,394,0,783,393,0,784,394,0,3.250000,     0.916667,     0.957427,     4.000000,     2.000000,     3.000000,    13.000000,4,350
775,9.000000,3560.000000,1126.000000,0.000000,395.555556,125.111111,0.000000,0.000000,4.888889,10.222222,-3.555556,0.000000,0.000000,0.000000,0.261148,0.546037,-0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,2.000000,1.000000,0.000000,125,396,0,124,394,0,126,397,0,3.333333,     1.750000,     1.322876,     4.000000,     0.000000,     4.000000,    30.000000,8,355
776,9.000000,3556.000000,1283.000000,0.000000,395.111111,142.555556,0.000000,0.000000,10.222222,4.888889,-3.555556,0.000000,0.000000,0.000000,0.546037,0.261148,-0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,1.000000,2.000000,0.000000,143,395,0,141,394,0,144,396,0,9.000000,     4.000000,     2.000000,    12.000000,     6.000000,     8.000000,    81.000000,9,355
