Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nDSX_mean,nDSX_var,nDSX_stdev,nDSX_max,nDSX_min,nDSX_median,nDSX_muc,nDSX_notempty,cDSX_mean,cDSX_var,cDSX_stdev,cDSX_max,cDSX_min,cDSX_median,cDSX_muc,cDSX_notempty
1035,3176.000000,3106056.000000,2719756.000000,4764.000000,977.977329,856.346347,1.500000,3970.000000,278991.017632,197038.367758,87996.937027,0.000000,0.000000,0.085038,5.976077,4.220625,1.884922,0.000000,0.000000,10.281741,22.536965,1.842775,10.281741,4.747311,1.226000,19.000000,24.000000,2.000000,856,978,2,832,963,0,872,997,3,10.517947,  2572.259205,    50.717444,   255.000000,     0.000000,     0.000000, 33405.000000,131,4.016057,   114.270923,    10.689757,   129.000000,     0.000000,     0.000000, 12755.000000,1003
1036,1540.000000,1508640.000000,743396.000000,2310.000000,979.636363,482.724675,1.500000,1925.000000,63283.262337,73508.363636,-47382.181818,0.000000,0.000000,0.108243,3.558452,4.133416,-2.664326,0.000000,0.000000,7.800112,8.442529,0.823728,7.800112,2.905603,0.937406,16.000000,15.000000,2.000000,483,980,2,468,964,0,494,992,3,6.788961,  1686.190001,    41.063243,   255.000000,     0.000000,     0.000000, 10455.000000,41,2.676623,    77.310564,     8.792642,    93.000000,     0.000000,     0.000000,  4122.000000,361
1037,6412.000000,6348500.000000,3441780.000000,9618.000000,990.096693,536.771678,1.500000,8015.000000,1113201.736743,794784.049906,330749.559575,0.000000,0.000000,0.067284,9.345069,6.672026,2.776565,0.000000,0.000000,16.084380,55.718933,3.676484,16.084380,7.464511,1.543396,26.000000,29.000000,2.000000,537,990,2,509,964,0,566,1014,3,5.806300,  1447.119236,    38.041020,   255.000000,     0.000000,     0.000000, 37230.000000,146,2.598877,    51.107208,     7.148930,    81.000000,     0.000000,     0.000000, 16664.000000,1876
1038,900.000000,875096.000000,701752.000000,1350.000000,972.328888,779.724444,1.500000,1125.000000,20803.662222,14646.648888,3489.564444,0.000000,0.000000,0.129468,2.394141,1.685575,0.401588,0.000000,0.000000,4.209185,4.402425,0.501589,4.209185,2.098195,0.794540,9.000000,11.000000,2.000000,780,972,2,769,964,0,790,981,3,5.949999,  1483.495828,    38.516176,   255.000000,     0.000000,     0.000000,  5355.000000,21,8.934444,   652.468445,    25.543461,   196.000000,     0.000000,     0.000000,  8041.000000,380
1039,3760.000000,3710280.000000,3826036.000000,5640.000000,986.776595,1017.562765,1.500000,4700.000000,275453.187234,320508.340425,-3635.276595,0.000000,0.000000,0.080386,4.711190,5.481787,-0.062175,0.000000,0.000000,10.273364,26.641254,2.075719,10.273364,5.161516,1.275624,21.000000,19.000000,2.000000,1018,987,2,999,966,0,1036,1006,3,4.476063,  1121.659442,    33.491184,   255.000000,     0.000000,     0.000000, 16830.000000,66,2.272872,    49.271623,     7.019374,    80.000000,     0.000000,     0.000000,  8546.000000,1001
1040,2444.000000,2399892.000000,1803396.000000,3666.000000,981.952536,737.887070,1.500000,3055.000000,168476.831423,99958.494271,-46545.099836,0.000000,0.000000,0.092798,5.117665,3.036347,-1.413857,0.000000,0.000000,8.246811,14.296700,1.256498,8.246811,3.781097,1.079081,14.000000,18.000000,2.000000,738,982,2,720,968,0,755,995,3,9.390343,  2307.303156,    48.034395,   255.000000,     0.000000,     0.000000, 22950.000000,90,4.382978,   125.225350,    11.190413,   103.000000,     0.000000,     0.000000, 10712.000000,827
1041,3232.000000,3189772.000000,3130584.000000,4848.000000,986.934405,968.621287,1.500000,4040.000000,202168.455445,236798.094059,46003.712871,0.000000,0.000000,0.084544,4.230758,4.955449,0.962715,0.000000,0.000000,9.270753,20.815136,1.694147,9.270753,4.562360,1.192112,19.000000,17.000000,2.000000,969,987,2,953,969,0,986,1006,3,7.653155,  1893.569850,    43.515168,   255.000000,     0.000000,     0.000000, 24735.000000,97,3.584158,   122.984558,    11.089840,   154.000000,     0.000000,     0.000000, 11584.000000,931
1042,36.000000,34996.000000,39816.000000,54.000000,972.111111,1106.000000,1.500000,45.000000,40.000000,211.555555,84.000000,0.000000,0.000000,0.378566,0.336503,1.779731,0.706658,0.000000,0.000000,2.494801,0.900657,0.037675,2.494801,0.949029,0.335237,4.000000,2.000000,2.000000,1106,972,2,1104,969,0,1107,976,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.972222,    18.827777,     4.339098,    15.000000,     0.000000,     0.000000,    71.000000,9
1043,568.000000,554856.000000,623080.000000,852.000000,976.859154,1096.971830,1.500000,710.000000,7591.549295,7644.732394,1869.746478,0.000000,0.000000,0.150936,1.613860,1.625166,0.397482,0.000000,0.000000,3.389963,2.953686,0.372027,3.389963,1.718629,0.719214,9.000000,9.000000,2.000000,1097,977,2,1088,970,0,1103,986,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.885563,    75.307868,     8.678010,    60.000000,     0.000000,     0.000000,  1639.000000,137
1044,1532.000000,1503704.000000,1440208.000000,2298.000000,981.530026,940.083550,1.500000,1915.000000,48885.305483,50917.618798,2396.156657,0.000000,0.000000,0.108431,2.768003,2.883078,0.135676,0.000000,0.000000,5.759513,8.574719,0.863330,5.759513,2.928262,0.952194,15.000000,12.000000,2.000000,940,982,2,928,972,0,952,997,3,7.656657,  1895.060354,    43.532290,   255.000000,     0.000000,     0.000000, 11730.000000,46,3.917101,   145.553541,    12.064557,   168.000000,     0.000000,     0.000000,  6001.000000,460
1045,1108.000000,1091188.000000,1003800.000000,1662.000000,984.826714,905.956678,1.500000,1385.000000,31405.920577,49390.729241,-20648.317689,0.000000,0.000000,0.120799,2.739209,4.307835,-1.800936,0.000000,0.000000,7.167843,9.407966,1.033639,7.167843,3.067240,1.011089,14.000000,14.000000,2.000000,906,985,2,894,973,0,920,999,3,7.364620,  1825.388160,    42.724561,   255.000000,     0.000000,     0.000000,  8160.000000,32,2.321299,    44.695227,     6.685448,    62.000000,     0.000000,     0.000000,  2572.000000,300
1046,1936.000000,1925004.000000,1782568.000000,2904.000000,994.320247,920.747933,1.500000,2420.000000,59684.991735,127509.446280,-20547.719008,0.000000,0.000000,0.100293,2.473572,5.284475,-0.851575,0.000000,0.000000,7.858342,13.124438,1.238264,7.858342,3.622766,1.073835,21.000000,13.000000,2.000000,921,994,2,909,973,0,934,1009,3,8.693181,  2142.296511,    46.284949,   255.000000,     0.000000,     0.000000, 16830.000000,66,4.384814,   120.180006,    10.962664,    71.000000,     0.000000,     0.000000,  8489.000000,738
1047,920.000000,902700.000000,734116.000000,1380.000000,981.195652,797.952173,1.500000,1150.000000,23713.895652,14088.782608,-6523.391304,0.000000,0.000000,0.128522,2.650243,1.574549,-0.729048,0.000000,0.000000,4.353316,4.184411,0.468007,4.353316,2.045583,0.776397,8.000000,10.000000,2.000000,798,981,2,788,974,0,808,989,3,2.494565,   630.576684,    25.111285,   255.000000,     0.000000,     0.000000,  2295.000000,9,4.231521,    90.846230,     9.531328,    61.000000,     0.000000,     0.000000,  3893.000000,316
1048,3424.000000,3417016.000000,2750080.000000,5136.000000,997.960280,803.177570,1.500000,4280.000000,401964.037383,280850.598130,-211067.850467,0.000000,0.000000,0.082933,7.788889,5.442064,-4.089878,0.000000,0.000000,13.313887,26.757824,2.128127,13.313887,5.172796,1.286271,22.000000,24.000000,2.000000,803,998,2,782,976,0,827,1016,3,8.936915,  2199.687517,    46.900826,   255.000000,     0.000000,     0.000000, 30600.000000,120,3.438668,    94.736523,     9.733268,   111.000000,     0.000000,     0.000000, 11774.000000,1113
1049,2088.000000,2067896.000000,2261148.000000,3132.000000,990.371647,1082.925287,1.500000,2610.000000,88664.344827,103439.601532,9021.977011,0.000000,0.000000,0.097798,3.322321,3.875962,0.338060,0.000000,0.000000,7.296082,13.466890,1.248196,7.296082,3.669726,1.076698,19.000000,15.000000,2.000000,1083,990,2,1068,977,0,1098,1009,3,1.465517,   371.737190,    19.280487,   255.000000,     0.000000,     0.000000,  3060.000000,12,3.279693,    84.012773,     9.165848,    75.000000,     0.000000,     0.000000,  6848.000000,562
1050,2144.000000,2131824.000000,1070740.000000,3216.000000,994.320895,499.412313,1.500000,2680.000000,99615.514925,100619.223880,4692.328358,0.000000,0.000000,0.096939,3.603246,3.639551,0.169728,0.000000,0.000000,7.339737,13.787508,1.268494,7.339737,3.713153,1.082504,16.000000,16.000000,2.000000,499,994,2,483,978,0,513,1008,3,5.590018,  1394.857035,    37.347784,   255.000000,     0.000000,     0.000000, 11985.000000,47,1.862873,    30.037183,     5.480618,    57.000000,     0.000000,     0.000000,  3994.000000,544
1051,3276.000000,3281208.000000,2724340.000000,4914.000000,1001.589743,831.605616,1.500000,4095.000000,211198.456654,338944.615384,-100406.051282,0.000000,0.000000,0.084164,4.340757,6.966322,-2.063643,0.000000,0.000000,11.391244,26.932145,2.186633,11.391244,5.189619,1.297952,23.000000,19.000000,2.000000,832,1002,2,813,979,0,848,1020,3,9.574175,  2350.467473,    48.481619,   255.000000,     0.000000,     0.000000, 31365.000000,123,2.854700,    59.536744,     7.716005,    75.000000,     0.000000,     0.000000,  9352.000000,1011
1052,148.000000,145704.000000,163808.000000,222.000000,984.486486,1106.810810,1.500000,185.000000,342.702702,1092.972972,-258.378378,0.000000,0.000000,0.236313,0.437759,1.396134,-0.330045,0.000000,0.000000,2.070207,0.935615,0.118686,2.070207,0.967271,0.491436,6.000000,4.000000,2.000000,1107,984,2,1103,979,0,1109,990,3,6.891891,  1721.566464,    41.491763,   255.000000,     0.000000,     0.000000,  1020.000000,4,3.371621,    63.296332,     7.955899,    41.000000,     0.000000,     0.000000,   499.000000,41
1053,1336.000000,1320204.000000,1031320.000000,2004.000000,988.176646,771.946107,1.500000,1670.000000,60692.119760,25514.311377,12980.718562,0.000000,0.000000,0.113494,4.124680,1.733971,0.882179,0.000000,0.000000,5.972146,7.038762,0.723395,5.972146,2.653066,0.897687,12.000000,14.000000,2.000000,772,988,2,758,980,0,785,1000,3,8.589071,  2118.026517,    46.022022,   255.000000,     0.000000,     0.000000, 11475.000000,45,4.774700,   168.207629,    12.969488,   120.000000,     0.000000,     0.000000,  6379.000000,585
1054,2836.000000,2823092.000000,1094196.000000,4254.000000,995.448519,385.823695,1.500000,3545.000000,172699.847672,165109.483779,-29779.740479,0.000000,0.000000,0.088309,4.302131,4.113047,-0.741844,0.000000,0.000000,8.503488,17.887678,1.514027,8.503488,4.229382,1.148271,19.000000,19.000000,2.000000,386,995,2,371,981,0,405,1014,3,8.541960,  2105.977427,    45.890929,   255.000000,     0.000000,     0.000000, 24225.000000,95,2.706981,    45.188536,     6.722241,    51.000000,     0.000000,     0.000000,  7677.000000,899
1055,1020.000000,1012004.000000,297376.000000,1530.000000,992.160784,291.545098,1.500000,1275.000000,17812.925490,29345.631372,-2789.396078,0.000000,0.000000,0.124177,1.734875,2.858094,-0.271671,0.000000,0.000000,4.717147,5.454977,0.606562,4.717147,2.335589,0.846496,10.000000,9.000000,2.000000,292,992,2,283,982,0,301,1001,3,10.250000,  2511.149411,    50.111370,   255.000000,     0.000000,     0.000000, 10455.000000,41,2.735294,    44.605033,     6.678700,    54.000000,     0.000000,     0.000000,  2790.000000,351
1056,2808.000000,2804388.000000,992212.000000,4212.000000,998.713675,353.351851,1.500000,3510.000000,164264.370370,172453.794871,-51373.111111,0.000000,0.000000,0.088602,4.146489,4.353213,-1.296800,0.000000,0.000000,8.588304,17.121954,1.450316,8.588304,4.137868,1.131933,17.000000,16.000000,2.000000,353,999,2,337,982,0,368,1015,3,8.082264,  1996.365513,    44.680706,   255.000000,     0.000000,     0.000000, 22695.000000,89,2.600783,    39.379935,     6.275343,    47.000000,     0.000000,     0.000000,  7303.000000,815
1057,2536.000000,2521260.000000,1482268.000000,3804.000000,994.187697,584.490536,1.500000,3170.000000,162777.772870,124474.656151,-19749.495268,0.000000,0.000000,0.091662,4.706840,3.599276,-0.571071,0.000000,0.000000,8.397779,17.376461,1.522988,8.397779,4.168508,1.150532,16.000000,19.000000,2.000000,584,994,2,568,983,0,603,1010,3,3.318217,   835.464378,    28.904400,   255.000000,     0.000000,     0.000000,  8415.000000,33,3.721608,   109.060929,    10.443224,    97.000000,     0.000000,     0.000000,  9438.000000,715
1058,4364.000000,4389736.000000,2670288.000000,6546.000000,1005.897341,611.890009,1.500000,5455.000000,295875.204399,656410.009165,-155325.275893,0.000000,0.000000,0.076491,4.148861,9.204401,-2.178023,0.000000,0.000000,13.429754,34.465414,2.558192,13.429754,5.870725,1.367658,28.000000,21.000000,2.000000,612,1006,2,596,983,0,633,1034,3,8.005270,  1977.712784,    44.471482,   255.000000,     0.000000,     0.000000, 34935.000000,137,3.346012,    81.763814,     9.042334,    88.000000,     0.000000,     0.000000, 14602.000000,1150
1059,1012.000000,1007632.000000,695784.000000,1518.000000,995.683794,687.533596,1.500000,1265.000000,25091.857707,21730.814229,7526.750988,0.000000,0.000000,0.124503,2.469593,2.138792,0.740798,0.000000,0.000000,4.732889,5.306927,0.589297,4.732889,2.303676,0.838387,11.000000,11.000000,2.000000,688,996,2,677,986,0,697,1007,3,17.638339,  4190.806758,    64.736440,   255.000000,     0.000000,     0.000000, 17850.000000,70,3.473320,    76.554183,     8.749524,    58.000000,     0.000000,     0.000000,  3515.000000,298
1060,3168.000000,3192212.000000,3365852.000000,4752.000000,1007.642676,1062.453282,1.500000,3960.000000,215409.085858,225351.510100,45965.116161,0.000000,0.000000,0.085110,4.629674,4.843361,0.987904,0.000000,0.000000,9.558146,22.253485,1.825378,9.558146,4.717360,1.222130,21.000000,18.000000,2.000000,1062,1008,2,1045,987,0,1080,1023,3,4.588068,  1149.269791,    33.900881,   255.000000,     0.000000,     0.000000, 14535.000000,57,3.412247,   141.531292,    11.896692,   147.000000,     0.000000,     0.000000, 10810.000000,852
1061,5488.000000,5594816.000000,1786532.000000,8232.000000,1019.463556,325.534256,1.500000,6860.000000,291253.559766,1705780.711369,104732.851311,-0.000000,0.000000,0.070866,3.008747,17.621291,1.081925,-0.000000,0.000000,20.700905,53.309426,3.674227,20.700905,7.301330,1.543080,31.000000,19.000000,2.000000,326,1019,2,309,989,0,345,1050,3,5.947521,  1481.515014,    38.490453,   255.000000,     0.000000,     0.000000, 32640.000000,128,3.161078,    70.535011,     8.398512,    99.000000,     0.000000,     0.000000, 17348.000000,1822
1062,2596.000000,2613244.000000,1979316.000000,3894.000000,1006.642526,762.448382,1.500000,3245.000000,163914.083204,150228.265023,51032.098613,0.000000,0.000000,0.090951,4.594201,4.210613,1.430333,0.000000,0.000000,8.895766,18.099362,1.573324,8.895766,4.254334,1.163070,18.000000,19.000000,2.000000,762,1007,2,747,989,0,781,1024,3,7.661787,  1895.783063,    43.540590,   255.000000,     0.000000,     0.000000, 19890.000000,78,2.933359,    56.950855,     7.546579,    89.000000,     0.000000,     0.000000,  7615.000000,856
1063,2264.000000,2274192.000000,2012896.000000,3396.000000,1004.501766,889.088339,1.500000,2830.000000,98694.332155,127877.992932,23.646643,0.000000,0.000000,0.095195,3.319889,4.301572,0.000795,0.000000,0.000000,7.716657,15.006276,1.359467,7.716657,3.873793,1.107786,18.000000,16.000000,2.000000,889,1005,2,873,990,0,905,1023,3,13.515901,  3265.317466,    57.142956,   255.000000,     0.000000,     0.000000, 30600.000000,120,4.599823,   156.750083,    12.519987,   135.000000,     0.000000,     0.000000, 10414.000000,814
1064,1784.000000,1794020.000000,1772300.000000,2676.000000,1005.616591,993.441704,1.500000,2230.000000,63191.937219,72781.748878,13326.125560,0.000000,0.000000,0.103065,2.920576,3.363793,0.615900,0.000000,0.000000,6.387434,10.092581,0.973437,6.387434,3.176882,0.991066,14.000000,14.000000,2.000000,993,1006,2,979,992,0,1005,1019,3,6.718049,  1668.905877,    40.852244,   255.000000,     0.000000,     0.000000, 11985.000000,47,2.693946,    59.447501,     7.710220,    75.000000,     0.000000,     0.000000,  4806.000000,476
1065,4908.000000,4993288.000000,5410352.000000,7362.000000,1017.377343,1102.353708,1.500000,6135.000000,357081.962510,711145.160554,9648.932355,0.000000,0.000000,0.073554,4.281163,8.526134,0.115683,0.000000,0.000000,12.880852,37.430428,2.683881,12.880852,6.118041,1.389700,25.000000,19.000000,2.000000,1102,1017,2,1083,992,0,1118,1042,3,2.389975,   603.854816,    24.573457,   255.000000,     0.000000,     0.000000, 11730.000000,46,2.699877,    85.912149,     9.268880,   101.000000,     0.000000,     0.000000, 13251.000000,1163
1066,4060.000000,4117444.000000,3858080.000000,6090.000000,1014.148768,950.266009,1.500000,5075.000000,451360.709359,342058.143842,-86984.669950,0.000000,0.000000,0.078355,6.968763,5.281191,-1.342995,0.000000,0.000000,12.328309,35.959580,2.742412,12.328309,5.996630,1.399729,21.000000,26.000000,2.000000,950,1014,2,930,993,0,976,1033,3,7.662561,  1895.705274,    43.539697,   255.000000,     0.000000,     0.000000, 31110.000000,122,3.619458,   104.162370,    10.205996,    96.000000,     0.000000,     0.000000, 14695.000000,1330
1067,3056.000000,3079556.000000,1444264.000000,4584.000000,1007.708115,472.599476,1.500000,3820.000000,285765.759162,184631.638743,113482.732984,0.000000,-0.000000,0.086137,6.443755,4.163273,2.558931,0.000000,-0.000000,10.693167,21.192652,1.746781,10.693167,4.603547,1.204331,19.000000,21.000000,2.000000,473,1008,2,452,994,0,492,1027,3,9.595876,  2355.638595,    48.534921,   255.000000,     0.000000,     0.000000, 29325.000000,115,2.369109,    60.586462,     7.783730,   115.000000,     0.000000,     0.000000,  7240.000000,884
1068,2672.000000,2686672.000000,1942992.000000,4008.000000,1005.491017,727.167664,1.500000,3340.000000,325476.886227,67835.784431,732.023952,0.000000,0.000000,0.090080,8.778188,1.829547,0.019742,0.000000,0.000000,10.697815,17.015269,1.446668,10.697815,4.124956,1.130983,11.000000,24.000000,2.000000,727,1005,2,703,994,0,748,1016,3,8.302769,  2049.037087,    45.266290,   255.000000,     0.000000,     0.000000, 22185.000000,87,3.182634,   106.728144,    10.330931,   128.000000,     0.000000,     0.000000,  8504.000000,847
1069,3224.000000,3254152.000000,1331196.000000,4836.000000,1009.352357,412.901985,1.500000,4030.000000,289253.027295,160743.722084,-17100.655086,0.000000,0.000000,0.084614,6.073203,3.375001,-0.359048,0.000000,0.000000,9.532820,21.167612,1.723442,9.532820,4.600827,1.198944,14.000000,23.000000,2.000000,413,1009,2,390,995,0,431,1023,3,5.694789,  1420.181096,    37.685290,   255.000000,     0.000000,     0.000000, 18360.000000,72,2.533808,   104.325260,    10.213973,   219.000000,     0.000000,     0.000000,  8169.000000,806
1070,916.000000,919276.000000,780912.000000,1374.000000,1003.576419,852.524017,1.500000,1145.000000,17980.471615,20999.650655,-8984.681222,0.000000,0.000000,0.128709,2.021189,2.360576,-1.009970,0.000000,0.000000,4.510476,4.315109,0.482807,4.510476,2.077284,0.784497,10.000000,10.000000,2.000000,853,1004,2,844,995,0,863,1014,3,6.959606,  1728.150279,    41.571026,   255.000000,     0.000000,     0.000000,  6375.000000,25,2.850436,    45.858480,     6.771889,    44.000000,     0.000000,     0.000000,  2611.000000,296
1071,500.000000,502220.000000,519028.000000,750.000000,1004.439999,1038.055999,1.500000,625.000000,3994.431999,8267.199999,-2244.319999,0.000000,0.000000,0.157490,1.006533,2.083203,-0.565533,0.000000,0.000000,3.247227,2.263590,0.279857,3.247227,1.504523,0.654102,8.000000,6.000000,2.000000,1038,1004,2,1032,996,0,1044,1012,3,5.609999,  1401.881663,    37.441710,   255.000000,     0.000000,     0.000000,  2805.000000,11,4.697999,   303.874545,    17.431997,   162.000000,     0.000000,     0.000000,  2349.000000,136
1072,2660.000000,2696440.000000,1806116.000000,3990.000000,1013.699248,678.990977,1.500000,3325.000000,212575.783458,115767.398496,49524.781954,0.000000,0.000000,0.090215,5.767730,3.141068,1.343735,0.000000,0.000000,8.999014,17.114926,1.471529,8.999014,4.137019,1.137425,17.000000,20.000000,2.000000,679,1014,2,660,997,0,699,1027,3,2.492481,   629.606938,    25.091969,   255.000000,     0.000000,     0.000000,  6630.000000,26,2.027067,    36.448308,     6.037243,    72.000000,     0.000000,     0.000000,  5392.000000,773
1073,1128.000000,1137844.000000,496220.000000,1692.000000,1008.726950,439.911347,1.500000,1410.000000,28339.134751,41159.900709,-19667.304964,0.000000,0.000000,0.120080,2.413465,3.505329,-1.674940,0.000000,0.000000,6.038875,6.365300,0.679005,6.038875,2.522954,0.878936,15.000000,11.000000,2.000000,440,1009,2,429,998,0,450,1024,3,8.364361,  2064.780166,    45.439852,   255.000000,     0.000000,     0.000000,  9435.000000,37,6.848404,   322.969899,    17.971363,   129.000000,     0.000000,     0.000000,  7725.000000,320
1074,1616.000000,1639016.000000,1397496.000000,2424.000000,1014.242574,864.787128,1.500000,2020.000000,79398.772277,59216.910891,-39172.554455,0.000000,0.000000,0.106519,4.186894,3.122654,-2.065665,0.000000,0.000000,7.416068,9.585858,0.938144,7.416068,3.096103,0.978941,14.000000,16.000000,2.000000,865,1014,2,849,1000,0,877,1026,3,8.678836,  2139.104839,    46.250457,   255.000000,     0.000000,     0.000000, 14025.000000,55,4.049504,   110.370303,    10.505727,    72.000000,     0.000000,     0.000000,  6544.000000,500
1075,1576.000000,1598800.000000,899016.000000,2364.000000,1014.467005,570.441624,1.500000,1970.000000,65700.629441,50248.284263,4394.964467,0.000000,0.000000,0.107413,3.582294,2.739762,0.239633,0.000000,0.000000,6.429470,10.436284,1.048054,6.429470,3.230523,1.015768,14.000000,17.000000,2.000000,570,1014,2,560,1001,0,587,1028,3,6.795685,  1687.789340,    41.082713,   255.000000,     0.000000,     0.000000, 10710.000000,42,3.054568,    61.885274,     7.866719,    66.000000,     0.000000,     0.000000,  4814.000000,580
1076,3112.000000,3162668.000000,2004976.000000,4668.000000,1016.281491,644.272493,1.500000,3890.000000,417280.925449,137565.413881,105553.295629,0.000000,0.000000,0.085617,9.184222,3.027771,2.323195,0.000000,0.000000,12.297612,23.456058,1.918734,12.297612,4.843145,1.242619,15.000000,25.000000,2.000000,644,1016,2,621,1001,0,669,1031,3,7.702442,  1905.407412,    43.650972,   255.000000,     0.000000,     0.000000, 23970.000000,94,3.326478,    85.697942,     9.257318,   129.000000,     0.000000,     0.000000, 10352.000000,1118
1077,1428.000000,1445324.000000,417708.000000,2142.000000,1012.131652,292.512605,1.500000,1785.000000,70876.773109,39907.249299,-28312.369747,0.000000,0.000000,0.111002,4.407574,2.481689,-1.760645,0.000000,0.000000,7.000267,8.603087,0.870079,7.000267,2.933102,0.954669,15.000000,14.000000,2.000000,293,1012,2,280,1003,0,307,1027,3,9.107142,  2240.950670,    47.338680,   255.000000,     0.000000,     0.000000, 13005.000000,51,4.705182,   159.308256,    12.621737,   136.000000,     0.000000,     0.000000,  6719.000000,479
1078,1784.000000,1813740.000000,1818540.000000,2676.000000,1016.670403,1019.360986,1.500000,2230.000000,65611.524663,63674.197309,-2775.739910,0.000000,0.000000,0.103065,3.032403,2.942865,-0.128287,0.000000,0.000000,6.078333,9.523338,0.918052,6.078333,3.085990,0.971901,14.000000,13.000000,2.000000,1019,1017,2,1006,1005,0,1032,1031,3,9.147982,  2250.311235,    47.437445,   255.000000,     0.000000,     0.000000, 16320.000000,64,2.102017,    35.498279,     5.958043,    55.000000,     0.000000,     0.000000,  3750.000000,434
1079,1708.000000,1742420.000000,626744.000000,2562.000000,1020.152224,366.946135,1.500000,2135.000000,64583.044496,65924.421545,-22897.995316,0.000000,0.000000,0.104571,3.163258,3.228958,-1.121537,0.000000,0.000000,6.496789,9.624631,0.936563,6.496789,3.102358,0.978390,14.000000,14.000000,2.000000,367,1020,2,354,1007,0,381,1034,3,10.002927,  2452.123600,    49.518921,   255.000000,     0.000000,     0.000000, 17085.000000,67,3.969555,   189.968609,    13.782910,   165.000000,     0.000000,     0.000000,  6780.000000,507
1080,464.000000,470228.000000,430508.000000,696.000000,1013.422413,927.818965,1.500000,580.000000,4316.793103,4737.206896,395.482758,0.000000,0.000000,0.161462,1.201721,1.318757,0.110095,0.000000,0.000000,2.681941,1.979620,0.253924,2.681941,1.406990,0.633240,8.000000,7.000000,2.000000,928,1013,2,921,1007,0,934,1021,3,18.135775,  4304.994484,    65.612456,   255.000000,     0.000000,     0.000000,  8415.000000,33,2.536637,    39.946818,     6.320349,    33.000000,     0.000000,     0.000000,  1177.000000,143
1081,1704.000000,1737356.000000,859452.000000,2556.000000,1019.575117,504.373239,1.500000,2130.000000,72270.619718,48272.384976,2682.225352,0.000000,0.000000,0.104653,3.550877,2.371770,0.131785,0.000000,0.000000,6.027301,9.024323,0.879559,6.027301,3.004051,0.958124,12.000000,14.000000,2.000000,504,1020,2,490,1008,0,516,1030,3,9.427816,  2316.569067,    48.130749,   255.000000,     0.000000,     0.000000, 16065.000000,63,2.765845,    44.768979,     6.690962,    60.000000,     0.000000,     0.000000,  4713.000000,591
1082,3220.000000,3295800.000000,1715824.000000,4830.000000,1023.540372,532.864596,1.500000,4025.000000,252072.963975,213567.751552,-9552.397515,0.000000,0.000000,0.084649,5.301333,4.491532,-0.200895,0.000000,0.000000,9.877514,24.599711,2.012183,9.877514,4.959809,1.262474,18.000000,24.000000,2.000000,533,1024,2,517,1008,0,557,1042,3,6.572981,  1633.413435,    40.415509,   255.000000,     0.000000,     0.000000, 21165.000000,83,3.531987,   121.971949,    11.044091,   137.000000,     0.000000,     0.000000, 11373.000000,1053
1083,1020.000000,1042488.000000,918452.000000,1530.000000,1022.047058,900.443137,1.500000,1275.000000,21347.701960,33445.741176,-13021.270588,0.000000,0.000000,0.124177,2.079142,3.257421,-1.268196,0.000000,0.000000,5.460741,5.827002,0.641293,5.460741,2.413918,0.862353,12.000000,10.000000,2.000000,900,1022,2,890,1010,0,910,1033,3,17.000000,  4049.970559,    63.639378,   255.000000,     0.000000,     0.000000, 17340.000000,68,3.948039,    89.837336,     9.478255,    83.000000,     0.000000,     0.000000,  4027.000000,344
1084,2424.000000,2485304.000000,1098956.000000,3636.000000,1025.290429,453.364686,1.500000,3030.000000,181945.617161,81059.537953,-4752.739273,0.000000,0.000000,0.093053,5.587678,2.489395,-0.145959,0.000000,0.000000,8.170128,14.640240,1.292385,8.170128,3.826256,1.089257,13.000000,20.000000,2.000000,453,1025,2,433,1012,0,470,1037,3,6.206683,  1544.818593,    39.304180,   255.000000,     0.000000,     0.000000, 15045.000000,59,2.230610,    39.449479,     6.280882,    60.000000,     0.000000,     0.000000,  5407.000000,604
1085,2060.000000,2111992.000000,1464484.000000,3090.000000,1025.238834,710.914563,1.500000,2575.000000,147448.963106,60590.493203,13590.034951,0.000000,0.000000,0.098239,5.625382,2.311611,0.518478,0.000000,0.000000,8.035234,13.514609,1.251072,8.035234,3.676222,1.077525,13.000000,18.000000,2.000000,711,1025,2,693,1012,0,727,1037,3,2.847087,   718.250040,    26.800187,   255.000000,     0.000000,     0.000000,  5865.000000,23,1.755339,    26.627824,     5.160215,    61.000000,     0.000000,     0.000000,  3616.000000,514
1086,908.000000,928660.000000,247464.000000,1362.000000,1022.753303,272.537444,1.500000,1135.000000,14377.726872,24448.740088,7524.387665,0.000000,0.000000,0.129086,1.635218,2.780622,0.855769,0.000000,0.000000,4.544927,4.384610,0.492411,4.544927,2.093946,0.789664,11.000000,8.000000,2.000000,273,1023,2,265,1013,0,280,1034,3,4.212555,  1057.620702,    32.521080,   255.000000,     0.000000,     0.000000,  3825.000000,15,1.748898,    23.180539,     4.814617,    44.000000,     0.000000,     0.000000,  1588.000000,225
