Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,DSXmol_mean,DSXmol_var,DSXmol_stdev,DSXmol_max,DSXmol_min,DSXmol_median,DSXmol_muc,DSXmol_notempty,celnumber
867,4.000000,1522.000000,2762.000000,0.000000,380.500000,690.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,691,381,0,690,380,0,691,381,0,2.000000,     1.333333,     1.154701,     3.000000,     1.000000,     1.000000,     8.000000,4,341
868,9.000000,3434.000000,7255.000000,0.000000,381.555556,806.111111,0.000000,0.000000,4.888889,10.222222,-3.555556,0.000000,0.000000,0.000000,0.261148,0.546037,-0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,2.000000,1.000000,0.000000,806,382,0,805,380,0,807,383,0,11.777778,    24.444444,     4.944132,    18.000000,     6.000000,    12.000000,   106.000000,9,332
869,4.000000,1526.000000,414.000000,0.000000,381.500000,103.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,104,382,0,103,381,0,104,382,0,8.500000,    11.000000,     3.316625,    12.000000,     4.000000,     9.000000,    34.000000,4,338
870,12.000000,4609.000000,1160.000000,0.000000,384.083333,96.666667,0.000000,0.000000,12.666667,20.916667,-11.666667,0.000000,0.000000,0.000000,0.461056,0.761350,-0.424657,0.000000,0.000000,1.222406,0.170691,0.000000,1.222406,0.413148,-0.000000,2.000000,2.000000,0.000000,97,384,0,95,382,0,98,386,0,1.666667,     1.333333,     1.154701,     3.000000,     0.000000,     1.000000,    20.000000,10,0
871,4.000000,1538.000000,686.000000,0.000000,384.500000,171.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,172,385,0,171,384,0,172,385,0,1.500000,     0.333333,     0.577350,     2.000000,     1.000000,     1.000000,     6.000000,4,0
872,14.000000,5397.000000,9432.000000,0.000000,385.500000,673.714286,0.000000,0.000000,14.857143,15.500000,0.000000,0.000000,0.000000,0.000000,0.440316,0.459368,0.000000,0.000000,0.000000,0.899684,0.202267,0.000000,0.899684,0.449741,-0.000000,2.000000,2.000000,0.000000,674,386,0,672,384,0,675,387,0,2.642857,     0.401099,     0.633324,     3.000000,     1.000000,     3.000000,    37.000000,14,340
873,6.000000,2316.000000,195.000000,0.000000,386.000000,32.500000,0.000000,0.000000,1.500000,4.000000,0.000000,0.000000,0.000000,0.000000,0.137580,0.366881,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,33,386,0,32,385,0,33,387,0,1.666667,     1.066667,     1.032796,     3.000000,     0.000000,     2.000000,    10.000000,5,0
874,4.000000,1542.000000,2818.000000,0.000000,385.500000,704.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,705,386,0,704,385,0,705,386,0,1.750000,     2.250000,     1.500000,     3.000000,     0.000000,     1.000000,     7.000000,3,341
875,6.000000,2322.000000,93.000000,0.000000,387.000000,15.500000,0.000000,0.000000,1.500000,4.000000,0.000000,0.000000,0.000000,0.000000,0.137580,0.366881,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,16,387,0,15,386,0,16,388,0,2.000000,     0.400000,     0.632456,     3.000000,     1.000000,     2.000000,    12.000000,6,345
876,8.000000,3097.000000,313.000000,0.000000,387.125000,39.125000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,39,387,0,38,386,0,40,388,0,14.500000,    48.000000,     6.928203,    24.000000,     4.000000,    14.000000,   116.000000,8,354
877,4.000000,1546.000000,486.000000,0.000000,386.500000,121.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,122,387,0,121,386,0,122,387,0,4.250000,     0.916667,     0.957427,     5.000000,     3.000000,     4.000000,    17.000000,4,317
878,15.000000,5819.000000,1944.000000,0.000000,387.933333,129.600000,0.000000,0.000000,13.600000,22.933333,1.600000,0.000000,0.000000,0.000000,0.367635,0.619934,0.043251,0.000000,0.000000,0.987569,0.226039,0.000000,0.987569,0.475436,-0.000000,2.000000,2.000000,0.000000,130,388,0,128,386,0,131,390,0,4.066667,     3.352381,     1.830951,     6.000000,     1.000000,     5.000000,    61.000000,15,0
879,4.000000,1546.000000,2554.000000,0.000000,386.500000,638.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,639,387,0,638,386,0,639,387,0,2.250000,     2.250000,     1.500000,     3.000000,     0.000000,     3.000000,     9.000000,3,349
880,2.000000,772.000000,1495.000000,0.000000,386.000000,747.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,748,386,0,747,386,0,748,386,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,347
881,4.000000,1554.000000,46.000000,0.000000,388.500000,11.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,12,389,0,11,388,0,12,389,0,4.250000,     4.250000,     2.061553,     6.000000,     2.000000,     3.000000,    17.000000,4,345
882,2.000000,776.000000,445.000000,0.000000,388.000000,222.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,223,388,0,222,388,0,223,388,0,9.000000,     2.000000,     1.414214,    10.000000,     8.000000,     8.000000,    18.000000,2,329
883,4.000000,1554.000000,2710.000000,0.000000,388.500000,677.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,678,389,0,677,388,0,678,389,0,3.000000,     4.000000,     2.000000,     4.000000,     0.000000,     4.000000,    12.000000,3,0
884,9.000000,3506.000000,6571.000000,0.000000,389.555556,730.111111,0.000000,0.000000,4.888889,10.222222,-3.555556,0.000000,0.000000,0.000000,0.261148,0.546037,-0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,2.000000,1.000000,0.000000,730,390,0,729,388,0,731,391,0,3.333333,     1.750000,     1.322876,     5.000000,     1.000000,     3.000000,    30.000000,9,0
885,4.000000,1554.000000,3286.000000,0.000000,388.500000,821.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,822,389,0,821,388,0,822,389,0,2.250000,     2.250000,     1.500000,     3.000000,     0.000000,     3.000000,     9.000000,3,326
886,10.000000,3885.000000,8490.000000,0.000000,388.500000,849.000000,0.000000,0.000000,20.000000,2.500000,0.000000,0.000000,0.000000,0.000000,0.928318,0.116040,0.000000,0.000000,0.000000,1.044357,0.107722,0.000000,1.044357,0.328210,-0.000000,1.000000,2.000000,0.000000,849,389,0,847,388,0,851,389,0,2.500000,     0.944444,     0.971825,     3.000000,     0.000000,     3.000000,    25.000000,9,348
887,21.000000,8224.000000,4015.000000,0.000000,391.619048,191.190476,0.000000,0.000000,33.238095,50.952381,20.523810,0.000000,0.000000,0.000000,0.573690,0.879438,0.354241,0.000000,0.000000,1.453128,0.379038,0.000000,1.453128,0.615661,-0.000000,3.000000,2.000000,0.000000,191,392,0,189,389,0,193,394,0,5.428571,     5.057143,     2.248809,    11.000000,     2.000000,     5.000000,   114.000000,21,346
888,4.000000,1562.000000,678.000000,0.000000,390.500000,169.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,170,391,0,169,390,0,170,391,0,3.000000,     2.000000,     1.414214,     4.000000,     1.000000,     3.000000,    12.000000,4,352
889,8.000000,3129.000000,1785.000000,0.000000,391.125000,223.125000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,223,391,0,222,390,0,224,392,0,2.000000,     2.000000,     1.414214,     3.000000,     0.000000,     3.000000,    16.000000,6,0
890,2.000000,780.000000,1499.000000,0.000000,390.000000,749.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,750,390,0,749,390,0,750,390,0,7.500000,     0.500000,     0.707107,     8.000000,     7.000000,     7.000000,    15.000000,2,347
891,8.000000,3137.000000,271.000000,0.000000,392.125000,33.875000,0.000000,0.000000,4.875000,4.875000,1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,34,392,0,33,391,0,35,393,0,3.250000,     3.071429,     1.752549,     6.000000,     1.000000,     3.000000,    26.000000,8,0
892,10.000000,3920.000000,5968.000000,0.000000,392.000000,596.800000,0.000000,0.000000,9.600000,6.000000,0.000000,0.000000,0.000000,0.000000,0.445593,0.278495,0.000000,0.000000,0.000000,0.724088,0.124095,0.000000,0.724088,0.352272,-0.000000,1.000000,2.000000,0.000000,597,392,0,595,391,0,598,393,0,2.100000,     0.988889,     0.994429,     3.000000,     0.000000,     2.000000,    21.000000,9,0
893,13.000000,5103.000000,8465.000000,0.000000,392.538462,651.153846,0.000000,0.000000,21.692308,11.230769,3.923077,0.000000,0.000000,0.000000,0.709656,0.367411,0.128342,0.000000,0.000000,1.077067,0.244264,0.000000,1.077067,0.494230,-0.000000,2.000000,2.000000,0.000000,651,393,0,649,391,0,653,394,0,2.923077,     2.410256,     1.552500,     6.000000,     1.000000,     3.000000,    38.000000,13,340
894,4.000000,1566.000000,2654.000000,0.000000,391.500000,663.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,664,392,0,663,391,0,664,392,0,2.750000,     0.250000,     0.500000,     3.000000,     2.000000,     3.000000,    11.000000,4,340
895,8.000000,3140.000000,6881.000000,0.000000,392.500000,860.125000,0.000000,0.000000,4.875000,6.000000,1.500000,0.000000,0.000000,0.000000,0.304688,0.375000,0.093750,0.000000,0.000000,0.679688,0.105469,0.000000,0.679688,0.324760,-0.000000,2.000000,1.000000,0.000000,860,393,0,859,391,0,861,394,0,0.750000,     0.214286,     0.462910,     1.000000,     0.000000,     1.000000,     6.000000,6,0
896,7.000000,2752.000000,5588.000000,0.000000,393.142857,798.285714,0.000000,0.000000,3.428571,4.857143,-1.285714,0.000000,0.000000,0.000000,0.256045,0.362730,-0.096017,0.000000,0.000000,0.618775,0.083656,0.000000,0.618775,0.289233,-0.000000,1.000000,1.000000,0.000000,798,393,0,797,392,0,799,394,0,1.142857,     0.476190,     0.690066,     2.000000,     0.000000,     1.000000,     8.000000,6,359
897,7.000000,2751.000000,5628.000000,0.000000,393.000000,804.000000,0.000000,0.000000,4.000000,4.000000,2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,804,393,0,803,392,0,805,394,0,1.571429,     0.285714,     0.534522,     2.000000,     1.000000,     2.000000,    11.000000,7,359
898,16.000000,6312.000000,2384.000000,0.000000,394.500000,149.000000,0.000000,0.000000,24.000000,16.000000,0.000000,0.000000,0.000000,0.000000,0.595275,0.396850,0.000000,0.000000,0.000000,0.992126,0.236235,0.000000,0.992126,0.486040,-0.000000,2.000000,2.000000,0.000000,149,395,0,147,393,0,151,396,0,14.875000,    16.516667,     4.064070,    22.000000,     7.000000,    14.000000,   238.000000,16,355
899,4.000000,1574.000000,962.000000,0.000000,393.500000,240.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,241,394,0,240,393,0,241,394,0,3.250000,     4.250000,     2.061553,     5.000000,     1.000000,     2.000000,    13.000000,4,356
900,23.000000,9097.000000,18050.000000,0.000000,395.521739,784.782609,0.000000,0.000000,53.913043,57.739130,-35.391304,0.000000,0.000000,0.000000,0.824246,0.882741,-0.541077,0.000000,0.000000,1.706986,0.434830,0.000000,1.706986,0.659417,-0.000000,3.000000,3.000000,0.000000,785,396,0,782,393,0,787,398,0,2.782609,     2.268775,     1.506245,     5.000000,     0.000000,     3.000000,    64.000000,20,350
901,4.000000,1578.000000,746.000000,0.000000,394.500000,186.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,187,395,0,186,394,0,187,395,0,2.250000,     0.250000,     0.500000,     3.000000,     2.000000,     2.000000,     9.000000,4,346
902,8.000000,3169.000000,729.000000,0.000000,396.125000,91.125000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,91,396,0,90,395,0,92,397,0,23.875000,   124.696429,    11.166756,    39.000000,     6.000000,    24.000000,   191.000000,8,360
903,4.000000,1582.000000,822.000000,0.000000,395.500000,205.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,206,396,0,205,395,0,206,396,0,5.250000,     6.250000,     2.500000,     8.000000,     2.000000,     5.000000,    21.000000,4,334
904,12.000000,4755.000000,2555.000000,0.000000,396.250000,212.916667,0.000000,0.000000,20.916667,6.250000,1.250000,0.000000,0.000000,0.000000,0.761350,0.227495,0.045499,0.000000,0.000000,0.988845,0.171133,0.000000,0.988845,0.413682,-0.000000,1.000000,2.000000,0.000000,213,396,0,211,395,0,215,397,0,9.833333,    29.424242,     5.424412,    18.000000,     2.000000,     9.000000,   118.000000,12,366
905,5.000000,1978.000000,4006.000000,0.000000,395.600000,801.200000,0.000000,0.000000,2.800000,1.200000,-0.600000,0.000000,0.000000,0.000000,0.327490,0.140353,-0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,801,396,0,800,395,0,802,396,0,1.800000,     1.700000,     1.303840,     3.000000,     0.000000,     2.000000,     9.000000,4,359
906,4.000000,1586.000000,430.000000,0.000000,396.500000,107.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,108,397,0,107,396,0,108,397,0,8.000000,     1.333333,     1.154701,     9.000000,     7.000000,     7.000000,    32.000000,4,338
907,4.000000,1586.000000,2486.000000,0.000000,396.500000,621.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,622,397,0,621,396,0,622,397,0,2.500000,     0.333333,     0.577350,     3.000000,     2.000000,     2.000000,    10.000000,4,351
908,4.000000,1590.000000,3442.000000,0.000000,397.500000,860.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,861,398,0,860,397,0,861,398,0,3.500000,     0.333333,     0.577350,     4.000000,     3.000000,     3.000000,    14.000000,4,0
909,3.000000,1196.000000,109.000000,0.000000,398.666667,36.333333,0.000000,0.000000,0.666667,0.666667,0.333333,0.000000,0.000000,0.000000,0.154080,0.154080,0.077040,0.000000,0.000000,0.308161,0.017806,0.000000,0.308161,0.133437,-0.000000,1.000000,1.000000,0.000000,36,399,0,36,398,0,37,399,0,3.333333,     1.333333,     1.154701,     4.000000,     2.000000,     4.000000,    10.000000,3,354
910,12.000000,4809.000000,7755.000000,0.000000,400.750000,646.250000,0.000000,0.000000,10.250000,14.250000,0.750000,0.000000,0.000000,0.000000,0.373092,0.518688,0.027299,0.000000,0.000000,0.891780,0.192773,0.000000,0.891780,0.439059,-0.000000,2.000000,2.000000,0.000000,646,401,0,645,399,0,648,402,0,19.250000,    73.659091,     8.582487,    30.000000,     4.000000,    20.000000,   231.000000,12,364
911,23.000000,9221.000000,16081.000000,0.000000,400.913043,699.173913,0.000000,0.000000,99.304348,41.826087,10.347826,0.000000,0.000000,0.000000,1.518208,0.639455,0.158202,0.000000,0.000000,2.157663,0.945798,0.000000,2.157663,0.972521,-0.000000,2.000000,3.000000,0.000000,699,401,0,696,399,0,702,403,0,1.521739,     1.897233,     1.377401,     5.000000,     0.000000,     1.000000,    35.000000,20,0
912,2.000000,801.000000,830.000000,0.000000,400.500000,415.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,415,401,0,415,400,0,415,401,0,6.500000,     0.500000,     0.707107,     7.000000,     6.000000,     6.000000,    13.000000,2,0
913,4.000000,1602.000000,3174.000000,0.000000,400.500000,793.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,794,401,0,793,400,0,794,401,0,10.500000,    17.000000,     4.123106,    15.000000,     5.000000,    11.000000,    42.000000,4,359
914,4.000000,1602.000000,3258.000000,0.000000,400.500000,814.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,815,401,0,814,400,0,815,401,0,6.250000,     2.250000,     1.500000,     7.000000,     4.000000,     7.000000,    25.000000,4,359
915,1.000000,401.000000,129.000000,0.000000,401.000000,129.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,129,401,0,129,401,0,129,401,0,8.000000,     0.000000,     0.000000,     8.000000,     8.000000,     8.000000,     8.000000,1,355
916,4.000000,1610.000000,622.000000,0.000000,402.500000,155.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,156,403,0,155,402,0,156,403,0,1.250000,     0.250000,     0.500000,     2.000000,     1.000000,     1.000000,     5.000000,4,352
917,22.000000,8895.000000,17051.000000,0.000000,404.318182,775.045455,0.000000,0.000000,30.954545,48.772727,-5.318182,0.000000,0.000000,0.000000,0.502143,0.791189,-0.086271,0.000000,0.000000,1.293332,0.389847,0.000000,1.293332,0.624378,-0.000000,3.000000,2.000000,0.000000,775,404,0,773,402,0,777,407,0,5.636364,     6.909091,     2.628515,    11.000000,     1.000000,     6.000000,   124.000000,22,350
918,4.000000,1614.000000,798.000000,0.000000,403.500000,199.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,200,404,0,199,403,0,200,404,0,2.500000,     0.333333,     0.577350,     3.000000,     2.000000,     2.000000,    10.000000,4,0
919,13.000000,5265.000000,2741.000000,0.000000,405.000000,210.846154,0.000000,0.000000,7.692308,22.000000,0.000000,0.000000,0.000000,0.000000,0.251651,0.719722,0.000000,0.000000,0.000000,0.971373,0.181119,0.000000,0.971373,0.425581,-0.000000,2.000000,1.000000,0.000000,211,405,0,210,403,0,212,407,0,1.384615,     0.589744,     0.767948,     2.000000,     0.000000,     2.000000,    18.000000,11,366
920,2.000000,807.000000,1248.000000,0.000000,403.500000,624.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,624,404,0,624,403,0,624,404,0,2.500000,     4.500000,     2.121320,     4.000000,     1.000000,     1.000000,     5.000000,2,0
921,8.000000,3241.000000,5681.000000,0.000000,405.125000,710.125000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,710,405,0,709,404,0,711,406,0,5.500000,     2.000000,     1.414214,     8.000000,     3.000000,     5.000000,    44.000000,8,358
922,4.000000,1622.000000,114.000000,0.000000,405.500000,28.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,29,406,0,28,405,0,29,406,0,7.750000,     1.583333,     1.258306,     9.000000,     6.000000,     8.000000,    31.000000,4,365
923,9.000000,3655.000000,6133.000000,0.000000,406.111111,681.444444,0.000000,0.000000,10.222222,4.888889,3.555556,0.000000,0.000000,0.000000,0.546037,0.261148,0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,1.000000,2.000000,0.000000,681,406,0,680,405,0,683,407,0,2.555556,     2.277778,     1.509231,     4.000000,     0.000000,     3.000000,    23.000000,8,341
924,4.000000,1624.000000,2935.000000,0.000000,406.000000,733.750000,0.000000,0.000000,0.750000,2.000000,0.000000,0.000000,0.000000,0.000000,0.118118,0.314980,0.000000,0.000000,0.000000,0.433098,0.037205,0.000000,0.433098,0.192885,-0.000000,1.000000,1.000000,0.000000,734,406,0,733,405,0,734,407,0,4.250000,     4.916667,     2.217356,     6.000000,     1.000000,     5.000000,    17.000000,4,368
925,4.000000,1626.000000,66.000000,0.000000,406.500000,16.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,17,407,0,16,406,0,17,407,0,12.500000,    81.000000,     9.000000,    20.000000,     2.000000,     8.000000,    50.000000,4,365
926,1.000000,406.000000,678.000000,0.000000,406.000000,678.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,678,406,0,678,406,0,678,406,0,2.250000,     0.000000,     0.000000,     3.000000,     3.000000,     3.000000,     3.000000,1,341
927,13.000000,5317.000000,10229.000000,0.000000,409.000000,786.846154,0.000000,0.000000,7.692308,22.000000,0.000000,0.000000,0.000000,0.000000,0.251651,0.719722,0.000000,0.000000,0.000000,0.971373,0.181119,0.000000,0.971373,0.425581,-0.000000,2.000000,1.000000,0.000000,787,409,0,786,407,0,788,411,0,11.076923,    24.243590,     4.923778,    18.000000,     3.000000,    12.000000,   144.000000,13,350
928,12.000000,4923.000000,1011.000000,0.000000,410.250000,84.250000,0.000000,0.000000,6.250000,24.250000,-3.750000,0.000000,0.000000,0.000000,0.227495,0.882680,-0.136497,0.000000,0.000000,1.110175,0.182174,0.000000,1.110175,0.426818,-0.000000,2.000000,1.000000,0.000000,84,410,0,83,408,0,85,412,0,1.166667,     0.515152,     0.717741,     3.000000,     0.000000,     1.000000,    14.000000,11,0
929,10.000000,4090.000000,7815.000000,0.000000,409.000000,781.500000,0.000000,0.000000,10.500000,6.000000,3.000000,0.000000,0.000000,0.000000,0.487367,0.278495,0.139248,0.000000,0.000000,0.765862,0.116339,0.000000,0.765862,0.341086,-0.000000,1.000000,2.000000,0.000000,782,409,0,780,408,0,783,410,0,9.100000,    13.877778,     3.725289,    14.000000,     4.000000,    10.000000,    91.000000,10,350
930,4.000000,1638.000000,918.000000,0.000000,409.500000,229.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,230,410,0,229,409,0,230,410,0,2.750000,     0.916667,     0.957427,     4.000000,     2.000000,     2.000000,    11.000000,4,366
931,1.000000,410.000000,152.000000,0.000000,410.000000,152.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,152,410,0,152,410,0,152,410,0,2.000000,     0.000000,     0.000000,     3.000000,     3.000000,     3.000000,     3.000000,1,352
932,4.000000,1642.000000,3290.000000,0.000000,410.500000,822.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,823,411,0,822,410,0,823,411,0,6.000000,     2.666667,     1.632993,     8.000000,     4.000000,     6.000000,    24.000000,4,362
