Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,DSXmol_mean,DSXmol_var,DSXmol_stdev,DSXmol_max,DSXmol_min,DSXmol_median,DSXmol_muc,DSXmol_notempty,celnumber
933,4.000000,1646.000000,166.000000,0.000000,411.500000,41.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,42,412,0,41,411,0,42,412,0,3.000000,     0.666667,     0.816497,     4.000000,     2.000000,     3.000000,    12.000000,4,365
934,4.000000,1646.000000,3114.000000,0.000000,411.500000,778.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,779,412,0,778,411,0,779,412,0,6.500000,    11.000000,     3.316625,     9.000000,     2.000000,     6.000000,    26.000000,4,350
935,18.000000,7453.000000,2054.000000,0.000000,414.055556,114.111111,0.000000,0.000000,27.777778,24.944444,1.888889,0.000000,0.000000,0.000000,0.588845,0.528783,0.040041,0.000000,0.000000,1.117627,0.309768,0.000000,1.117627,0.556568,-0.000000,2.000000,2.000000,0.000000,114,414,0,112,412,0,116,416,0,2.555556,     2.026144,     1.423427,     5.000000,     0.000000,     3.000000,    46.000000,16,0
936,3.000000,1238.000000,2413.000000,0.000000,412.666667,804.333333,0.000000,0.000000,0.666667,0.666667,0.333333,0.000000,0.000000,0.000000,0.154080,0.154080,0.077040,0.000000,0.000000,0.308161,0.017806,0.000000,0.308161,0.133437,-0.000000,1.000000,1.000000,0.000000,804,413,0,804,412,0,805,413,0,2.666667,     0.333333,     0.577350,     3.000000,     2.000000,     3.000000,     8.000000,3,359
937,4.000000,1650.000000,3246.000000,0.000000,412.500000,811.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,812,413,0,811,412,0,812,413,0,13.500000,    14.333333,     3.785939,    16.000000,     8.000000,    14.000000,    54.000000,4,359
938,11.000000,4561.000000,1758.000000,0.000000,414.636364,159.818182,0.000000,0.000000,13.636364,8.545455,0.272727,0.000000,0.000000,0.000000,0.557410,0.349310,0.011148,0.000000,0.000000,0.906721,0.194585,0.000000,0.906721,0.441118,-0.000000,2.000000,2.000000,0.000000,160,415,0,158,413,0,161,416,0,1.727273,     0.818182,     0.904534,     3.000000,     0.000000,     2.000000,    19.000000,10,352
939,10.000000,4142.000000,8375.000000,0.000000,414.200000,837.500000,0.000000,0.000000,10.500000,5.600000,0.000000,0.000000,0.000000,0.000000,0.487367,0.259929,0.000000,0.000000,0.000000,0.747296,0.126681,0.000000,0.747296,0.355922,-0.000000,1.000000,2.000000,0.000000,838,414,0,836,413,0,839,415,0,1.200000,     0.177778,     0.421637,     2.000000,     1.000000,     1.000000,    12.000000,10,362
940,2.000000,826.000000,1729.000000,0.000000,413.000000,864.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,865,413,0,864,413,0,865,413,0,7.000000,     2.000000,     1.414214,     8.000000,     6.000000,     6.000000,    14.000000,2,375
941,4.000000,1658.000000,254.000000,0.000000,414.500000,63.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,64,415,0,63,414,0,64,415,0,1.000000,     0.000000,     0.000000,     1.000000,     1.000000,     1.000000,     4.000000,4,369
942,5.000000,2073.000000,3701.000000,0.000000,414.600000,740.200000,0.000000,0.000000,2.800000,1.200000,-0.600000,0.000000,0.000000,0.000000,0.327490,0.140353,-0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,740,415,0,739,414,0,741,415,0,3.400000,     7.800000,     2.792848,     6.000000,     0.000000,     4.000000,    17.000000,4,384
943,4.000000,1662.000000,670.000000,0.000000,415.500000,167.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,168,416,0,167,415,0,168,416,0,3.000000,     2.666667,     1.632993,     5.000000,     1.000000,     3.000000,    12.000000,4,352
944,4.000000,1662.000000,2782.000000,0.000000,415.500000,695.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,696,416,0,695,415,0,696,416,0,2.500000,     0.333333,     0.577350,     3.000000,     2.000000,     2.000000,    10.000000,4,358
945,4.000000,1662.000000,2822.000000,0.000000,415.500000,705.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,706,416,0,705,415,0,706,416,0,1.750000,     2.250000,     1.500000,     3.000000,     0.000000,     1.000000,     7.000000,3,358
946,21.000000,8761.000000,16765.000000,0.000000,417.190476,798.333333,0.000000,0.000000,40.666667,45.238095,-4.333333,0.000000,0.000000,0.000000,0.701907,0.780810,-0.074793,0.000000,0.000000,1.482717,0.542462,0.000000,1.482717,0.736520,-0.000000,3.000000,3.000000,0.000000,798,417,0,796,415,0,801,420,0,5.047619,     5.547619,     2.355338,    10.000000,     1.000000,     5.000000,   106.000000,21,0
947,4.000000,1666.000000,222.000000,0.000000,416.500000,55.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,56,417,0,55,416,0,56,417,0,1.500000,     1.666667,     1.290994,     3.000000,     0.000000,     1.000000,     6.000000,3,369
948,4.000000,1670.000000,102.000000,0.000000,417.500000,25.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,26,418,0,25,417,0,26,418,0,6.750000,    14.250000,     3.774917,    10.000000,     3.000000,     4.000000,    27.000000,4,0
949,4.000000,1670.000000,142.000000,0.000000,417.500000,35.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,36,418,0,35,417,0,36,418,0,1.750000,     1.583333,     1.258306,     3.000000,     0.000000,     2.000000,     7.000000,3,365
950,4.000000,1674.000000,274.000000,0.000000,418.500000,68.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,69,419,0,68,418,0,69,419,0,3.250000,     4.250000,     2.061553,     5.000000,     1.000000,     2.000000,    13.000000,4,369
951,4.000000,1678.000000,3314.000000,0.000000,419.500000,828.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,829,420,0,828,419,0,829,420,0,3.000000,     0.000000,     0.000000,     3.000000,     3.000000,     3.000000,    12.000000,4,362
952,4.000000,1682.000000,162.000000,0.000000,420.500000,40.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,41,421,0,40,420,0,41,421,0,12.500000,     9.000000,     3.000000,    15.000000,     9.000000,    11.000000,    50.000000,4,365
953,13.000000,5479.000000,2049.000000,0.000000,421.461538,157.615385,0.000000,0.000000,13.076923,15.230769,5.307692,0.000000,0.000000,0.000000,0.427807,0.498269,0.173639,0.000000,0.000000,0.926076,0.183012,0.000000,0.926076,0.427799,-0.000000,2.000000,2.000000,0.000000,158,421,0,156,420,0,159,423,0,10.615385,    24.423077,     4.941971,    17.000000,     1.000000,    12.000000,   138.000000,13,0
954,2.000000,841.000000,1462.000000,0.000000,420.500000,731.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,731,421,0,731,420,0,731,421,0,20.000000,     0.000000,     0.000000,    20.000000,    20.000000,    20.000000,    40.000000,2,384
955,4.000000,1686.000000,2786.000000,0.000000,421.500000,696.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,697,422,0,696,421,0,697,422,0,8.750000,     6.916667,     2.629956,    11.000000,     6.000000,     7.000000,    35.000000,4,358
956,2.000000,844.000000,35.000000,0.000000,422.000000,17.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,18,422,0,17,422,0,18,422,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     4.000000,2,392
957,10.000000,4235.000000,360.000000,0.000000,423.500000,36.000000,0.000000,0.000000,6.000000,10.500000,-3.000000,0.000000,0.000000,0.000000,0.278495,0.487367,-0.139248,0.000000,0.000000,0.765862,0.116339,0.000000,0.765862,0.341086,-0.000000,2.000000,1.000000,0.000000,36,424,0,35,422,0,37,425,0,15.400000,    72.488889,     8.514041,    24.000000,     1.000000,    17.000000,   154.000000,10,0
958,4.000000,1690.000000,2722.000000,0.000000,422.500000,680.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,681,423,0,680,422,0,681,423,0,5.500000,     1.666667,     1.290994,     7.000000,     4.000000,     5.000000,    22.000000,4,378
959,4.000000,1690.000000,2978.000000,0.000000,422.500000,744.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,745,423,0,744,422,0,745,423,0,1.000000,     0.666667,     0.816497,     2.000000,     0.000000,     1.000000,     4.000000,3,384
960,20.000000,8488.000000,15664.000000,0.000000,424.400000,783.200000,0.000000,0.000000,25.200000,42.800000,-6.600000,0.000000,0.000000,0.000000,0.464188,0.788383,-0.121573,0.000000,0.000000,1.252571,0.351178,0.000000,1.252571,0.592603,-0.000000,3.000000,2.000000,0.000000,783,424,0,781,422,0,785,427,0,10.400000,    60.568421,     7.782572,    29.000000,     0.000000,     7.000000,   208.000000,19,0
961,9.000000,3806.000000,7754.000000,0.000000,422.888889,861.555556,0.000000,0.000000,10.222222,4.888889,3.555556,0.000000,0.000000,0.000000,0.546037,0.261148,0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,1.000000,2.000000,0.000000,862,423,0,860,422,0,863,424,0,36.000000,   210.500000,    14.508618,    56.000000,    11.000000,    32.000000,   324.000000,9,375
962,3.000000,1271.000000,368.000000,0.000000,423.666667,122.666667,0.000000,0.000000,0.666667,0.666667,-0.333333,0.000000,0.000000,0.000000,0.154080,0.154080,-0.077040,0.000000,0.000000,0.308161,0.017806,0.000000,0.308161,0.133437,-0.000000,1.000000,1.000000,0.000000,123,424,0,122,423,0,123,424,0,15.000000,     9.000000,     3.000000,    18.000000,    12.000000,    15.000000,    45.000000,3,0
963,11.000000,4685.000000,7295.000000,0.000000,425.909091,663.181818,0.000000,0.000000,5.636364,20.909091,5.181818,0.000000,0.000000,0.000000,0.230396,0.854696,0.211816,0.000000,0.000000,1.085092,0.152053,0.000000,1.085092,0.389939,-0.000000,2.000000,1.000000,0.000000,663,426,0,662,424,0,664,428,0,3.272727,     2.018182,     1.420627,     5.000000,     0.000000,     3.000000,    36.000000,10,378
964,7.000000,2975.000000,5572.000000,0.000000,425.000000,796.000000,0.000000,0.000000,4.000000,4.000000,-2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,-0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,796,425,0,795,424,0,797,426,0,1.714286,     0.238095,     0.487950,     2.000000,     1.000000,     2.000000,    12.000000,7,391
965,4.000000,1702.000000,274.000000,0.000000,425.500000,68.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,69,426,0,68,425,0,69,426,0,105.000000,   155.333333,    12.463279,   118.000000,    92.000000,    97.000000,   420.000000,4,369
966,2.000000,854.000000,315.000000,0.000000,427.000000,157.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,158,427,0,157,427,0,158,427,0,1.000000,     0.000000,     0.000000,     1.000000,     1.000000,     1.000000,     2.000000,2,394
967,4.000000,1714.000000,790.000000,0.000000,428.500000,197.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,198,429,0,197,428,0,198,429,0,1.250000,     0.916667,     0.957427,     2.000000,     0.000000,     1.000000,     5.000000,3,373
968,42.000000,18122.000000,35960.000000,0.000000,431.476190,856.190476,0.000000,0.000000,224.476190,128.476190,25.190476,0.000000,0.000000,0.000000,1.537581,0.880015,0.172546,0.000000,0.000000,2.417596,1.323323,0.000000,2.417596,1.150358,-0.000000,4.000000,4.000000,0.000000,856,431,0,852,428,0,860,435,0,2.619048,     0.729384,     0.854040,     3.000000,     0.000000,     3.000000,   110.000000,39,0
969,4.000000,1722.000000,2742.000000,0.000000,430.500000,685.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,686,431,0,685,430,0,686,431,0,4.750000,     6.916667,     2.629956,     7.000000,     2.000000,     3.000000,    19.000000,4,398
970,4.000000,1722.000000,3178.000000,0.000000,430.500000,794.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,795,431,0,794,430,0,795,431,0,3.000000,     2.000000,     1.414214,     4.000000,     1.000000,     3.000000,    12.000000,4,391
971,4.000000,1722.000000,3382.000000,0.000000,430.500000,845.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,846,431,0,845,430,0,846,431,0,2.000000,     1.333333,     1.154701,     3.000000,     1.000000,     1.000000,     8.000000,4,396
972,2.000000,861.000000,1750.000000,0.000000,430.500000,875.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,875,431,0,875,430,0,875,431,0,1.000000,     0.000000,     0.000000,     1.000000,     1.000000,     1.000000,     2.000000,2,0
973,4.000000,1730.000000,3250.000000,0.000000,432.500000,812.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,813,433,0,812,432,0,813,433,0,12.500000,    19.000000,     4.358899,    16.000000,     7.000000,    11.000000,    50.000000,4,391
974,6.000000,2595.000000,5004.000000,0.000000,432.500000,834.000000,0.000000,0.000000,4.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.366881,0.137580,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,834,433,0,833,432,0,835,433,0,2.333333,     1.466667,     1.211060,     3.000000,     0.000000,     3.000000,    14.000000,5,396
975,4.000000,1734.000000,3198.000000,0.000000,433.500000,799.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,800,434,0,799,433,0,800,434,0,6.750000,     3.583333,     1.892969,     8.000000,     4.000000,     7.000000,    27.000000,4,391
976,8.000000,3473.000000,6802.000000,0.000000,434.125000,850.250000,0.000000,0.000000,7.500000,4.875000,3.750000,0.000000,0.000000,0.000000,0.468750,0.304688,0.234375,0.000000,0.000000,0.773438,0.087891,0.000000,0.773438,0.296464,-0.000000,1.000000,2.000000,0.000000,850,434,0,849,433,0,852,435,0,2.625000,     0.267857,     0.517549,     3.000000,     2.000000,     3.000000,    21.000000,8,396
977,10.000000,4357.000000,1172.000000,0.000000,435.700000,117.200000,0.000000,0.000000,5.600000,12.100000,-2.400000,0.000000,0.000000,0.000000,0.259929,0.561632,-0.111398,0.000000,0.000000,0.821561,0.133575,0.000000,0.821561,0.365479,-0.000000,2.000000,1.000000,0.000000,117,436,0,116,434,0,118,437,0,2.600000,     0.933333,     0.966092,     3.000000,     0.000000,     3.000000,    26.000000,9,380
978,12.000000,5232.000000,2183.000000,0.000000,436.000000,181.916667,0.000000,0.000000,6.916667,22.000000,0.000000,0.000000,0.000000,0.000000,0.251761,0.800782,0.000000,0.000000,0.000000,1.052543,0.201606,0.000000,1.052543,0.449005,-0.000000,2.000000,1.000000,0.000000,182,436,0,181,434,0,183,438,0,3.416667,     5.901515,     2.429303,     7.000000,     0.000000,     3.000000,    41.000000,11,402
979,5.000000,2176.000000,3423.000000,0.000000,435.200000,684.600000,0.000000,0.000000,1.200000,2.800000,-0.600000,0.000000,0.000000,0.000000,0.140353,0.327490,-0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,685,435,0,684,434,0,685,436,0,13.400000,    42.800000,     6.542171,    20.000000,     5.000000,    12.000000,    67.000000,5,398
980,2.000000,868.000000,1593.000000,0.000000,434.000000,796.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,797,434,0,796,434,0,797,434,0,4.000000,     0.000000,     0.000000,     4.000000,     4.000000,     4.000000,     8.000000,2,391
