Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nHH_mean,nHH_var,nHH_stdev,nHH_max,nHH_min,nHH_median,nHH_muc,nHH_notempty,cHH_mean,cHH_var,cHH_stdev,cHH_max,cHH_min,cHH_median,cHH_muc,cHH_notempty
263,1992.000000,633820.000000,1466696.000000,2988.000000,318.182730,736.293172,1.500000,2490.000000,87132.787148,105673.485943,-51974.714859,0.000000,0.000000,0.099345,3.476395,4.216126,-2.073670,0.000000,0.000000,7.791866,11.121028,1.028899,7.791866,3.334820,1.009541,15.000000,15.000000,2.000000,736,318,2,722,303,0,751,333,3,7.040662,  1746.674890,    41.793239,   255.000000,     0.000000,     0.000000, 14025.000000,55,7.466365,   414.987316,    20.371237,   175.000000,     0.000000,     0.000000, 14873.000000,861
264,1804.000000,580100.000000,335208.000000,2706.000000,321.563192,185.813747,1.500000,2255.000000,60425.419068,109227.796008,39141.232815,-0.000000,0.000000,0.102682,2.751509,4.973755,1.782320,-0.000000,0.000000,7.827947,11.301920,1.079059,7.827947,3.361832,1.025687,18.000000,13.000000,2.000000,186,322,2,174,304,0,199,336,3,10.742793,  2625.460153,    51.239244,   255.000000,     0.000000,     0.000000, 19380.000000,76,9.207317,   545.027433,    23.345822,   197.000000,     0.000000,     0.000000, 16610.000000,823
265,2368.000000,755616.000000,1158060.000000,3552.000000,319.094594,489.045608,1.500000,2960.000000,114535.074324,138650.810810,46693.783783,0.000000,0.000000,0.093781,3.628798,4.392854,1.479392,0.000000,0.000000,8.115434,14.504463,1.289697,8.115434,3.808472,1.088502,19.000000,17.000000,2.000000,489,319,2,472,304,0,503,338,3,7.645692,  1891.993973,    43.497057,   255.000000,     0.000000,     0.000000, 18105.000000,71,3.453547,   142.289349,    11.928509,   154.000000,     0.000000,     0.000000,  8178.000000,629
266,1912.000000,606184.000000,64468.000000,2868.000000,317.041841,33.717573,1.500000,2390.000000,95363.489539,73708.652719,-28049.405857,0.000000,-0.000000,0.100711,4.018509,3.105998,-1.181970,0.000000,-0.000000,7.225219,11.801953,1.116333,7.225219,3.435397,1.037364,14.000000,15.000000,2.000000,34,317,2,20,306,0,49,331,3,10.802824,  2639.399615,    51.375087,   255.000000,     0.000000,     0.000000, 20655.000000,81,3.822175,   143.603108,    11.983451,   157.000000,     0.000000,     0.000000,  7308.000000,871
267,3604.000000,1160416.000000,953372.000000,5406.000000,321.980022,264.531631,1.500000,4505.000000,312041.394006,336046.561598,-162253.722530,0.000000,0.000000,0.081529,5.647191,6.081626,-2.936398,0.000000,0.000000,11.810347,26.677918,2.097076,11.810347,5.165067,1.279984,20.000000,21.000000,2.000000,265,322,2,246,306,0,286,342,3,14.716981,  3537.222126,    59.474550,   255.000000,     0.000000,     0.000000, 53040.000000,208,5.701997,   211.214528,    14.533221,   186.000000,     0.000000,     0.000000, 20550.000000,1770
268,3816.000000,1242348.000000,1299884.000000,5724.000000,325.562893,340.640461,1.500000,4770.000000,390470.712788,328642.905660,-199403.710691,0.000000,0.000000,0.079990,6.548029,5.511203,-3.343916,0.000000,0.000000,12.139224,25.870375,1.992232,12.139224,5.086292,1.258287,20.000000,23.000000,2.000000,341,326,2,318,306,0,360,345,3,7.417452,  1836.913236,    42.859225,   255.000000,     0.000000,     0.000000, 28305.000000,111,5.680817,   294.629943,    17.164787,   219.000000,     0.000000,     0.000000, 21678.000000,1415
269,1612.000000,519900.000000,994428.000000,2418.000000,322.518610,616.890818,1.500000,2015.000000,38492.784119,74722.441687,-9852.724565,0.000000,0.000000,0.106607,2.036538,3.953341,-0.521278,0.000000,0.000000,6.096487,8.417967,0.829343,6.096487,2.901373,0.939531,16.000000,10.000000,2.000000,617,323,2,607,307,0,627,336,3,10.598635,  2591.928812,    50.910989,   255.000000,     0.000000,     0.000000, 17085.000000,67,4.477047,   129.357014,    11.373522,    85.000000,     0.000000,     0.000000,  7217.000000,706
270,1876.000000,616516.000000,308468.000000,2814.000000,328.633262,164.428571,1.500000,2345.000000,64531.428571,126603.684434,-42021.142857,-0.000000,0.000000,0.101352,2.789079,5.471871,-1.816173,-0.000000,0.000000,8.362302,12.800259,1.212473,8.362302,3.577745,1.066327,19.000000,15.000000,2.000000,164,329,2,149,310,0,174,342,3,13.049040,  3158.911727,    56.204196,   255.000000,     0.000000,     0.000000, 24480.000000,96,5.727078,   257.377207,    16.042980,   173.000000,     0.000000,     0.000000, 10744.000000,776
271,3384.000000,1101316.000000,1021672.000000,5076.000000,325.447990,301.912529,1.500000,4230.000000,311246.108747,176252.846335,-2639.394799,0.000000,0.000000,0.083259,6.126279,3.469197,-0.051951,0.000000,0.000000,9.678735,22.049486,1.769309,9.678735,4.695688,1.209487,15.000000,22.000000,2.000000,302,325,2,280,310,0,323,340,3,14.166666,  3412.814070,    58.419295,   255.000000,     0.000000,     0.000000, 47940.000000,188,5.892730,   299.852220,    17.316241,   185.000000,     0.000000,     0.000000, 19941.000000,1178
272,2260.000000,739040.000000,209612.000000,3390.000000,327.008849,92.748672,1.500000,2825.000000,225241.246017,89267.823008,-78946.973451,0.000000,0.000000,0.095251,7.594572,3.009888,-2.661894,0.000000,0.000000,10.699712,16.783225,1.502421,10.699712,4.096733,1.145329,16.000000,18.000000,2.000000,93,327,2,76,311,0,111,343,3,7.898230,  1952.530585,    44.187448,   255.000000,     0.000000,     0.000000, 17850.000000,70,3.525221,   128.693033,    11.344295,   132.000000,     0.000000,     0.000000,  7967.000000,760
273,1288.000000,416456.000000,1016024.000000,1932.000000,323.335403,788.838509,1.500000,1610.000000,28582.409937,43255.105590,-5706.236024,0.000000,0.000000,0.114887,2.039596,3.086618,-0.407188,0.000000,0.000000,5.241102,6.718590,0.704218,5.241102,2.592024,0.889684,11.000000,10.000000,2.000000,789,323,2,779,312,0,798,333,3,7.919254,  1958.215697,    44.251731,   255.000000,     0.000000,     0.000000, 10200.000000,40,2.916925,   132.920055,    11.529096,   174.000000,     0.000000,     0.000000,  3757.000000,376
274,4420.000000,1488760.000000,1919724.000000,6630.000000,336.823529,434.326696,1.500000,5525.000000,278836.249773,648786.352941,-130233.176470,-0.000000,0.000000,0.076167,3.844025,8.944141,-1.795389,-0.000000,0.000000,12.864334,32.132124,2.373230,12.864334,5.668520,1.333869,25.000000,18.000000,2.000000,434,337,2,418,313,0,452,362,3,5.826923,  1452.240913,    38.108278,   255.000000,     0.000000,     0.000000, 25755.000000,101,3.788461,   172.839378,    13.146839,   214.000000,     0.000000,     0.000000, 16745.000000,1263
275,3592.000000,1198324.000000,1675224.000000,5388.000000,333.609131,466.376391,1.500000,4490.000000,225411.118040,365207.220489,71064.454342,0.000000,0.000000,0.081620,4.097574,6.638820,1.291825,0.000000,0.000000,10.818015,26.410556,2.084111,10.818015,5.139120,1.277341,23.000000,21.000000,2.000000,466,334,2,451,313,0,487,357,3,4.543429,  1138.248739,    33.737942,   255.000000,     0.000000,     0.000000, 16320.000000,64,4.288140,   236.860143,    15.390261,   185.000000,     0.000000,     0.000000, 15403.000000,1043
276,2264.000000,745072.000000,1341712.000000,3396.000000,329.095406,592.628975,1.500000,2830.000000,88272.339222,131091.392226,4408.141342,0.000000,0.000000,0.095195,2.969313,4.409665,0.148281,0.000000,0.000000,7.474174,13.774139,1.244370,7.474174,3.711352,1.075597,19.000000,15.000000,2.000000,593,329,2,578,313,0,606,348,3,12.502208,  3033.097653,    55.073565,   255.000000,     0.000000,     0.000000, 28305.000000,111,6.186395,   282.374432,    16.804000,   167.000000,     0.000000,     0.000000, 14006.000000,1090
277,2408.000000,797268.000000,142568.000000,3612.000000,331.091362,59.205980,1.500000,3010.000000,132921.833887,141791.900332,69402.684385,0.000000,-0.000000,0.093259,4.118328,4.393150,2.150309,0.000000,-0.000000,8.604738,14.262381,1.256070,8.604738,3.776556,1.078958,17.000000,16.000000,2.000000,59,331,2,44,314,0,75,346,3,15.143272,  3633.724790,    60.280384,   255.000000,     0.000000,     0.000000, 36465.000000,143,6.097176,   298.347844,    17.272748,   179.000000,     0.000000,     0.000000, 14682.000000,962
278,3968.000000,1365352.000000,3207140.000000,5952.000000,344.090725,808.251008,1.500000,4960.000000,228193.995967,615271.338709,-31402.362903,0.000000,0.000000,0.078956,3.632525,9.794248,-0.499881,0.000000,0.000000,13.505730,36.388103,2.789362,13.505730,6.032255,1.407672,28.000000,17.000000,2.000000,808,344,2,792,316,0,825,367,3,7.004788,  1737.591860,    41.684431,   255.000000,     0.000000,     0.000000, 27795.000000,109,6.241683,   326.433381,    18.067467,   166.000000,     0.000000,     0.000000, 24767.000000,1580
279,1596.000000,532732.000000,890756.000000,2394.000000,333.791979,558.117794,1.500000,1995.000000,36781.854636,78566.937343,-9116.892230,0.000000,0.000000,0.106962,1.972073,4.212397,-0.488805,0.000000,0.000000,6.291433,8.729733,0.862999,6.291433,2.954612,0.952072,15.000000,12.000000,2.000000,558,334,2,549,319,0,570,348,3,16.137218,  3856.997460,    62.104729,   255.000000,     0.000000,     0.000000, 25755.000000,101,6.447368,   297.255535,    17.241100,   167.000000,     0.000000,     0.000000, 10290.000000,616
280,2588.000000,866712.000000,1378080.000000,3882.000000,334.896445,532.488408,1.500000,3235.000000,132926.652241,143192.247295,-15153.106646,0.000000,0.000000,0.091044,3.741045,4.029957,-0.426464,0.000000,0.000000,7.862048,15.601894,1.356056,7.862048,3.949923,1.106859,17.000000,15.000000,2.000000,532,335,2,517,320,0,547,352,3,11.232612,  2739.202925,    52.337395,   255.000000,     0.000000,     0.000000, 29070.000000,114,4.817619,   300.654780,    17.339399,   215.000000,     0.000000,     0.000000, 12468.000000,749
281,2204.000000,741700.000000,1509808.000000,3306.000000,336.524500,685.030852,1.500000,2755.000000,118009.901996,90981.676950,-21827.666061,0.000000,0.000000,0.096051,4.114366,3.172038,-0.761012,0.000000,0.000000,7.382457,13.171663,1.197939,7.382457,3.629278,1.062050,16.000000,15.000000,2.000000,685,337,2,670,321,0,699,348,3,13.883847,  3349.139475,    57.871750,   255.000000,     0.000000,     0.000000, 30600.000000,120,5.643829,   199.949798,    14.140360,   168.000000,     0.000000,     0.000000, 12439.000000,1001
282,1776.000000,596428.000000,724016.000000,2664.000000,335.826576,407.666666,1.500000,2220.000000,50906.666666,88230.585585,11517.333333,0.000000,0.000000,0.103219,2.366922,4.102310,0.535502,0.000000,0.000000,6.572452,10.090840,0.972647,6.572452,3.176608,0.990798,16.000000,13.000000,2.000000,408,336,2,395,322,0,418,352,3,2.584459,   652.725256,    25.548488,   255.000000,     0.000000,     0.000000,  4590.000000,18,1.838400,    41.007673,     6.403723,    67.000000,     0.000000,     0.000000,  3265.000000,470
283,2568.000000,883468.000000,987424.000000,3852.000000,344.029595,384.510903,1.500000,3210.000000,179809.694704,131145.750778,18961.171339,0.000000,0.000000,0.091280,5.113125,3.729301,0.539185,0.000000,0.000000,8.933707,19.584806,1.714035,8.933707,4.425472,1.196758,20.000000,18.000000,2.000000,385,344,2,367,324,0,401,359,3,3.376168,   849.855325,    29.152278,   255.000000,     0.000000,     0.000000,  8670.000000,34,3.043224,   153.332373,    12.382744,   208.000000,     0.000000,     0.000000,  7815.000000,726
284,4256.000000,1465992.000000,932228.000000,6384.000000,344.453007,219.038533,1.500000,5320.000000,520989.680451,369094.601503,50789.706766,0.000000,0.000000,0.077133,7.553709,5.351417,0.736388,0.000000,0.000000,12.982261,40.876207,3.076143,12.982261,6.393450,1.454349,23.000000,27.000000,2.000000,219,344,2,199,326,0,246,367,3,11.683505,  2843.457739,    53.324082,   255.000000,     0.000000,     0.000000, 49725.000000,195,5.524906,   180.953551,    13.451897,   146.000000,     0.000000,     0.000000, 23514.000000,1776
285,1676.000000,563736.000000,1268732.000000,2514.000000,336.357995,757.000000,1.500000,2095.000000,60608.000000,55257.202863,6387.999999,0.000000,0.000000,0.105233,3.044373,2.775599,0.320872,0.000000,0.000000,5.925206,8.959457,0.878380,5.925206,2.993235,0.957695,13.000000,14.000000,2.000000,757,336,2,746,326,0,771,349,3,15.975536,  3820.823878,    61.812813,   255.000000,     0.000000,     0.000000, 26775.000000,105,9.554892,   554.553999,    23.548970,   169.000000,     0.000000,     1.000000, 16014.000000,1040
286,468.000000,157804.000000,8292.000000,702.000000,337.188034,17.717948,1.500000,585.000000,3054.769230,8631.452991,40.820512,0.000000,0.000000,0.161000,0.840718,2.375505,0.011234,0.000000,0.000000,3.377225,2.514820,0.321519,3.377225,1.585818,0.685071,10.000000,5.000000,2.000000,18,337,2,13,327,0,23,344,3,1.089743,   277.289573,    16.652014,   255.000000,     0.000000,     0.000000,   510.000000,2,2.290598,    26.699097,     5.167116,    37.000000,     0.000000,     1.000000,  1072.000000,252
287,892.000000,301936.000000,31192.000000,1338.000000,338.493273,34.968609,1.500000,1115.000000,25435.121076,12534.959641,4333.811659,0.000000,-0.000000,0.129853,2.962197,1.459832,0.504719,0.000000,-0.000000,4.551884,4.643789,0.528449,4.551884,2.154945,0.808477,8.000000,13.000000,2.000000,35,338,2,25,330,0,48,346,3,13.150224,  3183.948226,    56.426485,   255.000000,     0.000000,     0.000000, 11730.000000,46,6.480941,   274.802105,    16.577156,   122.000000,     0.000000,     1.000000,  5781.000000,451
288,3620.000000,1278388.000000,1848976.000000,5430.000000,353.145856,510.766850,1.500000,4525.000000,308471.222099,365722.987845,185743.102762,0.000000,0.000000,0.081409,5.549704,6.579721,3.341703,0.000000,0.000000,12.210835,26.335976,2.063605,12.210835,5.131858,1.273138,23.000000,19.000000,2.000000,511,353,2,492,330,0,528,376,3,5.987569,  1491.391113,    38.618533,   255.000000,     0.000000,     0.000000, 21675.000000,85,4.977348,   217.058342,    14.732900,   157.000000,     0.000000,     0.000000, 18018.000000,1142
289,1272.000000,435712.000000,799956.000000,1908.000000,342.540880,628.896226,1.500000,1590.000000,23078.301886,50331.874213,-1344.603773,0.000000,0.000000,0.115366,1.674509,3.651967,-0.097561,0.000000,0.000000,5.441844,6.720236,0.704399,5.441844,2.592341,0.889760,15.000000,10.000000,2.000000,629,343,2,619,330,0,637,358,3,13.231132,  3201.392641,    56.580850,   255.000000,     0.000000,     0.000000, 16830.000000,66,7.976415,   463.329104,    21.525080,   216.000000,     0.000000,     1.000000, 10146.000000,702
290,3708.000000,1310280.000000,1033696.000000,5562.000000,353.365695,278.774541,1.500000,4635.000000,168839.516720,491708.116504,-1378.278317,-0.000000,0.000000,0.080760,2.941854,8.567505,-0.024015,-0.000000,0.000000,11.590120,26.133272,2.035459,11.590120,5.112071,1.267323,22.000000,16.000000,2.000000,279,353,2,264,331,0,295,375,3,11.553398,  2813.394234,    53.041438,   255.000000,     0.000000,     0.000000, 42840.000000,168,6.066612,   271.762219,    16.485212,   174.000000,     0.000000,     0.000000, 22495.000000,1332
291,3332.000000,1177500.000000,2367328.000000,4998.000000,353.391356,710.482593,1.500000,4165.000000,129711.990396,430897.671068,-68633.301320,0.000000,0.000000,0.083690,2.606394,8.658330,-1.379097,0.000000,0.000000,11.348415,21.607862,1.729469,11.348415,4.648425,1.200339,25.000000,14.000000,2.000000,710,353,2,698,331,0,724,378,3,10.484693,  2564.437772,    50.640278,   255.000000,     0.000000,     0.000000, 34935.000000,137,6.361644,   272.548549,    16.509044,   213.000000,     0.000000,     0.000000, 21197.000000,1395
292,1816.000000,629200.000000,1336188.000000,2724.000000,346.475770,735.786343,1.500000,2270.000000,53281.101321,88188.933920,-6511.400881,0.000000,0.000000,0.102456,2.404835,3.980396,-0.293891,0.000000,0.000000,6.487687,10.140032,0.971881,6.487687,3.184341,0.990537,15.000000,11.000000,2.000000,736,346,2,726,331,0,747,359,3,13.339757,  3225.465217,    56.793179,   255.000000,     0.000000,     0.000000, 24225.000000,95,6.392070,   268.199915,    16.376810,   150.000000,     0.000000,     0.000000, 11608.000000,710
293,1680.000000,582580.000000,594460.000000,2520.000000,346.773809,353.845238,1.500000,2100.000000,52459.761904,69382.047619,-11854.809523,0.000000,0.000000,0.105149,2.626720,3.474039,-0.593584,0.000000,0.000000,6.205909,9.414481,0.922474,6.205909,3.068302,0.973460,15.000000,14.000000,2.000000,354,347,2,340,332,0,364,361,3,7.589285,  1878.788926,    43.344998,   255.000000,     0.000000,     0.000000, 12750.000000,50,2.784523,   170.036925,    13.039820,   205.000000,     0.000000,     0.000000,  4678.000000,364
294,648.000000,221228.000000,374448.000000,972.000000,341.401234,577.851851,1.500000,810.000000,11521.777777,9523.679012,5774.518518,0.000000,0.000000,0.144450,2.054720,1.698392,1.029791,0.000000,0.000000,3.897563,2.971391,0.350906,3.897563,1.723772,0.705337,8.000000,9.000000,2.000000,578,341,2,569,333,0,585,349,3,20.069444,  4722.213098,    68.718360,   255.000000,     0.000000,     0.000000, 13005.000000,51,8.108024,   454.356164,    21.315631,   161.000000,     0.000000,     0.000000,  5254.000000,259
295,2732.000000,953760.000000,269844.000000,4098.000000,349.106881,98.771595,1.500000,3415.000000,190777.475841,132644.790629,3690.693997,0.000000,0.000000,0.089416,4.995199,3.473089,0.096634,0.000000,0.000000,8.557704,18.096637,1.550427,8.557704,4.254014,1.157400,16.000000,22.000000,2.000000,99,349,2,77,334,0,116,365,3,8.307101,  2050.053219,    45.277513,   255.000000,     0.000000,     0.000000, 22695.000000,89,5.389092,   194.693297,    13.953254,   140.000000,     0.000000,     0.000000, 14723.000000,1012
296,1152.000000,395496.000000,750404.000000,1728.000000,343.312500,651.392361,1.500000,1440.000000,49682.652777,20767.500000,17370.749999,0.000000,0.000000,0.119241,4.114036,1.719679,1.438407,0.000000,0.000000,5.952957,5.701427,0.596898,5.952957,2.387766,0.841976,8.000000,15.000000,2.000000,651,343,2,640,335,0,666,351,3,8.411458,  2075.971302,    45.562828,   255.000000,     0.000000,     0.000000,  9690.000000,38,5.059027,   247.301464,    15.725821,   164.000000,     0.000000,     0.000000,  5828.000000,401
297,2248.000000,784608.000000,424184.000000,3372.000000,349.024911,188.693950,1.500000,2810.000000,181069.437722,105870.604982,75645.138790,0.000000,0.000000,0.095421,6.148701,3.595122,2.568734,0.000000,0.000000,9.839244,16.436700,1.479689,9.839244,4.054220,1.139524,20.000000,18.000000,2.000000,189,349,2,171,336,0,206,369,3,17.468861,  4151.245135,    64.430157,   255.000000,     0.000000,     0.000000, 39270.000000,154,6.278469,   256.964698,    16.030118,   165.000000,     0.000000,     0.000000, 14114.000000,1010
298,1732.000000,601152.000000,1356384.000000,2598.000000,347.085450,783.131639,1.500000,2165.000000,56429.986143,84271.353348,-223.482678,0.000000,0.000000,0.104086,2.712976,4.051502,-0.010744,0.000000,0.000000,6.868565,11.695607,1.144067,6.868565,3.419884,1.045884,16.000000,13.000000,2.000000,783,347,2,770,336,0,796,363,3,10.011547,  2454.130426,    49.539180,   255.000000,     0.000000,     0.000000, 17340.000000,68,2.633949,    52.314225,     7.232857,    80.000000,     0.000000,     0.000000,  4562.000000,635
299,4148.000000,1495852.000000,643948.000000,6222.000000,360.620057,155.243008,1.500000,5185.000000,373819.047251,484249.211186,195450.981677,-0.000000,0.000000,0.077797,5.608883,7.265808,2.932600,-0.000000,0.000000,12.952488,33.154542,2.501406,12.952488,5.757998,1.357463,23.000000,20.000000,2.000000,155,361,2,135,339,0,174,384,3,10.081967,  2469.851008,    49.697595,   255.000000,     0.000000,     0.000000, 41820.000000,164,4.624638,   200.451063,    14.158074,   178.000000,     0.000000,     0.000000, 19183.000000,1498
300,3312.000000,1184768.000000,2005872.000000,4968.000000,357.719806,605.637681,1.500000,4140.000000,207629.217391,287195.980676,-38336.231884,-0.000000,0.000000,0.083858,4.205665,5.817341,-0.776525,-0.000000,0.000000,10.106865,24.703313,2.001096,10.106865,4.970242,1.260151,21.000000,18.000000,2.000000,606,358,2,588,339,0,623,379,3,12.010869,  2919.392210,    54.031400,   255.000000,     0.000000,     0.000000, 39780.000000,156,6.490640,   260.478317,    16.139340,   199.000000,     0.000000,     0.000000, 21497.000000,1499
301,2260.000000,815252.000000,1088376.000000,3390.000000,360.730973,481.582300,1.500000,2825.000000,89029.692035,133420.431858,-19241.961061,0.000000,0.000000,0.095251,3.001858,4.498603,-0.648790,0.000000,0.000000,7.595714,13.797678,1.246204,7.595714,3.714522,1.076125,20.000000,15.000000,2.000000,482,361,2,467,341,0,495,375,3,5.303097,  1324.753155,    36.397158,   255.000000,     0.000000,     0.000000, 11985.000000,47,1.817256,    51.172876,     7.153521,   107.000000,     0.000000,     0.000000,  4107.000000,549
302,1756.000000,623540.000000,533076.000000,2634.000000,355.091116,303.574031,1.500000,2195.000000,66061.375854,86865.421412,-42611.845102,0.000000,0.000000,0.103610,3.118278,4.100286,-2.011396,0.000000,0.000000,7.322175,9.488038,0.905564,7.322175,3.080265,0.967475,16.000000,13.000000,2.000000,304,355,2,292,342,0,317,371,3,10.019931,  2456.082223,    49.558876,   255.000000,     0.000000,     0.000000, 17595.000000,69,5.509111,   192.865443,    13.887600,   123.000000,     0.000000,     0.000000,  9674.000000,645
303,3468.000000,1258288.000000,1140740.000000,5202.000000,362.828143,328.933102,1.500000,4335.000000,329264.479815,213333.573241,2156.129181,0.000000,0.000000,0.082581,6.272482,4.064000,0.041074,0.000000,0.000000,10.419064,26.343287,2.104980,10.419064,5.132571,1.281590,21.000000,25.000000,2.000000,329,363,2,304,342,0,349,377,3,8.529411,  2102.855494,    45.856902,   255.000000,     0.000000,     0.000000, 29580.000000,116,3.957324,   157.091342,    12.533608,   211.000000,     0.000000,     0.000000, 13724.000000,1116
304,1500.000000,536268.000000,89536.000000,2250.000000,357.511999,59.690666,1.500000,1875.000000,49144.469333,55118.783999,-13098.431999,0.000000,0.000000,0.109197,2.862109,3.210046,-0.762835,0.000000,0.000000,6.181353,9.268651,0.939709,6.181353,3.044445,0.979485,15.000000,13.000000,2.000000,60,358,2,48,345,0,73,373,3,10.709999,  2618.091294,    51.167287,   255.000000,     0.000000,     0.000000, 16065.000000,63,5.283333,   242.958361,    15.587121,   184.000000,     0.000000,     0.000000,  7925.000000,606
305,812.000000,286776.000000,207528.000000,1218.000000,353.172413,255.576354,1.500000,1015.000000,15302.266009,12539.862068,1495.310344,0.000000,0.000000,0.133985,2.019982,1.655330,0.197389,0.000000,0.000000,3.809299,3.797215,0.442792,3.809299,1.948644,0.762196,8.000000,9.000000,2.000000,256,353,2,248,345,0,265,361,3,15.387931,  3691.680396,    60.759200,   255.000000,     0.000000,     0.000000, 12495.000000,49,5.450738,   241.271306,    15.532910,   164.000000,     0.000000,     0.000000,  4426.000000,292
306,5160.000000,1926120.000000,2810172.000000,7740.000000,373.279069,544.606976,1.500000,6450.000000,499614.948837,743358.139534,-35078.046511,-0.000000,0.000000,0.072336,5.603196,8.336783,-0.393401,-0.000000,0.000000,14.012316,47.566240,3.367853,14.012316,6.896828,1.498940,28.000000,22.000000,2.000000,545,373,2,523,345,0,564,395,3,9.735465,  2388.227158,    48.869491,   255.000000,     0.000000,     0.000000, 50235.000000,197,4.500581,   138.023259,    11.748330,   145.000000,     0.000000,     0.000000, 23223.000000,1854
307,1584.000000,565140.000000,902804.000000,2376.000000,356.780303,569.952020,1.500000,1980.000000,59336.353535,48199.545454,1687.303030,0.000000,0.000000,0.107232,3.213517,2.610373,0.091380,0.000000,0.000000,5.931123,9.004638,0.898619,5.931123,3.000773,0.964995,13.000000,15.000000,2.000000,570,357,2,558,345,0,585,370,3,9.981060,  2447.093766,    49.468108,   255.000000,     0.000000,     0.000000, 15810.000000,62,3.984848,   118.284040,    10.875846,    89.000000,     0.000000,     0.000000,  6312.000000,478
308,4092.000000,1503688.000000,109144.000000,6138.000000,367.470185,26.672531,1.500000,5115.000000,657101.192570,321907.362658,175094.048875,-0.000000,-0.000000,0.078150,10.039638,4.918319,2.675205,-0.000000,-0.000000,15.036108,43.390396,3.299623,15.036108,6.587138,1.488748,20.000000,29.000000,2.000000,27,367,2,5,347,0,56,384,3,7.353372,  1821.483017,    42.678835,   255.000000,     0.000000,     0.000000, 30090.000000,118,4.222140,   122.639714,    11.074281,   139.000000,     0.000000,     0.000000, 17277.000000,1822
309,756.000000,267084.000000,30772.000000,1134.000000,353.285714,40.703703,1.500000,945.000000,13229.629629,11874.285714,-1995.999999,0.000000,-0.000000,0.137215,1.920961,1.724163,-0.289822,0.000000,-0.000000,3.782340,3.728221,0.442938,3.782340,1.930860,0.762280,9.000000,9.000000,2.000000,41,353,2,32,347,0,49,362,3,7.757936,  1920.628744,    43.824978,   255.000000,     0.000000,     0.000000,  5865.000000,23,7.177248,   516.318210,    22.722636,   191.000000,     0.000000,     0.000000,  5426.000000,326
310,1324.000000,475176.000000,593624.000000,1986.000000,358.894259,448.356495,1.500000,1655.000000,41351.734138,38421.196374,-14882.090634,0.000000,0.000000,0.113836,2.844306,2.642734,-1.023638,0.000000,0.000000,5.600877,7.093536,0.736396,5.600877,2.663369,0.903033,12.000000,12.000000,2.000000,448,359,2,437,347,0,460,370,3,4.044561,  1015.772011,    31.871178,   255.000000,     0.000000,     0.000000,  5355.000000,21,5.740936,   340.693984,    18.457897,   180.000000,     0.000000,     0.000000,  7601.000000,374
311,404.000000,143444.000000,310960.000000,606.000000,355.059405,769.702970,1.500000,505.000000,4188.356435,5342.574257,3351.128712,0.000000,0.000000,0.169089,1.402388,1.788856,1.122059,0.000000,0.000000,3.360334,1.789259,0.211303,3.360334,1.337632,0.595619,7.000000,7.000000,2.000000,770,355,2,763,348,0,775,362,3,11.361386,  2774.941036,    52.677709,   255.000000,     0.000000,     0.000000,  4590.000000,18,7.121287,   283.402126,    16.834551,   124.000000,     0.000000,     1.000000,  2877.000000,224
312,2412.000000,882256.000000,1627588.000000,3618.000000,365.777777,674.787728,1.500000,3015.000000,123595.316749,149712.888888,-5761.777777,0.000000,0.000000,0.093207,3.820899,4.628313,-0.178123,0.000000,0.000000,8.542420,18.440123,1.645354,8.542420,4.294196,1.180555,17.000000,18.000000,2.000000,675,366,2,657,349,0,691,382,3,6.343283,  1577.954276,    39.723472,   255.000000,     0.000000,     0.000000, 15300.000000,60,5.011608,   172.643581,    13.139390,   144.000000,     0.000000,     0.000000, 12088.000000,984
313,3380.000000,1236684.000000,2158672.000000,5070.000000,365.882840,638.660355,1.500000,4225.000000,479558.087573,167845.604733,-141446.499408,-0.000000,0.000000,0.083292,9.454073,3.308930,-2.788495,-0.000000,0.000000,12.846296,24.570227,1.957964,12.846296,4.956836,1.251031,16.000000,26.000000,2.000000,639,366,2,613,350,0,665,379,3,11.995562,  2915.837506,    53.998495,   255.000000,     0.000000,     0.000000, 40545.000000,159,6.545857,   309.225182,    17.584799,   204.000000,     0.000000,     0.000000, 22125.000000,1365
314,692.000000,248544.000000,164912.000000,1038.000000,359.167630,238.312138,1.500000,865.000000,12156.578034,8088.554913,-768.208092,0.000000,0.000000,0.141321,1.986109,1.321486,-0.125507,0.000000,0.000000,3.448917,3.076299,0.368688,3.448917,1.753938,0.717056,7.000000,9.000000,2.000000,238,359,2,229,352,0,247,366,3,11.054913,  2700.694519,    51.968206,   255.000000,     0.000000,     0.000000,  7650.000000,30,4.803468,   329.376659,    18.148737,   176.000000,     0.000000,     0.000000,  3324.000000,228
