Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,MS2mol_mean,MS2mol_var,MS2mol_stdev,MS2mol_max,MS2mol_min,MS2mol_median,MS2mol_muc,MS2mol_notempty,celnumber
66,4.000000,198.000000,1546.000000,0.000000,49.500000,386.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,387,50,0,386,49,0,387,50,0,11.000000,    28.666667,     5.354126,    16.000000,     5.000000,     8.000000,    44.000000,4,0
67,14.000000,728.000000,4333.000000,0.000000,52.000000,309.500000,0.000000,0.000000,15.500000,22.000000,-11.000000,0.000000,0.000000,0.000000,0.459368,0.652007,-0.326003,0.000000,0.000000,1.111375,0.193233,0.000000,1.111375,0.439583,-0.000000,2.000000,2.000000,0.000000,310,52,0,308,50,0,311,54,0,8.142857,    13.054945,     3.613163,    15.000000,     1.000000,     8.000000,   114.000000,14,5
68,8.000000,407.000000,3305.000000,0.000000,50.875000,413.125000,0.000000,0.000000,4.875000,4.875000,1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,413,51,0,412,50,0,414,52,0,6.625000,     5.125000,     2.263846,    10.000000,     4.000000,     6.000000,    53.000000,8,0
69,4.000000,210.000000,1578.000000,0.000000,52.500000,394.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,395,53,0,394,52,0,395,53,0,2.500000,     1.666667,     1.290994,     4.000000,     1.000000,     2.000000,    10.000000,4,0
70,4.000000,214.000000,990.000000,0.000000,53.500000,247.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,248,54,0,247,53,0,248,54,0,6.750000,     2.250000,     1.500000,     9.000000,     6.000000,     6.000000,    27.000000,4,20
71,5.000000,271.000000,2303.000000,0.000000,54.200000,460.600000,0.000000,0.000000,1.200000,2.800000,-0.600000,0.000000,0.000000,0.000000,0.140353,0.327490,-0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,461,54,0,460,53,0,461,55,0,3.800000,     1.200000,     1.095445,     5.000000,     3.000000,     3.000000,    19.000000,5,18
72,2.000000,110.000000,461.000000,0.000000,55.000000,230.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,231,55,0,230,55,0,231,55,0,3.000000,     0.000000,     0.000000,     3.000000,     3.000000,     3.000000,     6.000000,2,0
73,13.000000,739.000000,3827.000000,0.000000,56.846154,294.384615,0.000000,0.000000,17.076923,11.692308,2.769231,0.000000,0.000000,0.000000,0.558665,0.382510,0.090594,0.000000,0.000000,0.941175,0.205488,0.000000,0.941175,0.453307,-0.000000,2.000000,2.000000,0.000000,294,57,0,293,55,0,296,58,0,1.000000,     0.333333,     0.577350,     2.000000,     0.000000,     1.000000,    13.000000,11,7
74,8.000000,449.000000,2841.000000,0.000000,56.125000,355.125000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,355,56,0,354,55,0,356,57,0,1.625000,     1.125000,     1.060660,     3.000000,     0.000000,     1.000000,    13.000000,7,8
75,17.000000,983.000000,6342.000000,0.000000,57.823529,373.058824,0.000000,0.000000,22.941176,72.470588,-31.823529,0.000000,0.000000,0.000000,0.524828,1.657919,-0.728031,0.000000,0.000000,2.182747,0.340093,0.000000,2.182747,0.583175,-0.000000,3.000000,2.000000,0.000000,373,58,0,371,55,0,375,61,0,3.176471,     2.404412,     1.550617,     5.000000,     1.000000,     3.000000,    54.000000,17,8
76,12.000000,690.000000,3140.000000,0.000000,57.500000,261.666667,0.000000,0.000000,12.666667,11.000000,-3.000000,0.000000,0.000000,0.000000,0.461056,0.400391,-0.109198,0.000000,0.000000,0.861447,0.172679,0.000000,0.861447,0.415546,-0.000000,2.000000,2.000000,0.000000,262,58,0,260,56,0,263,59,0,1.000000,     0.363636,     0.603023,     2.000000,     0.000000,     1.000000,    12.000000,10,20
77,11.000000,636.000000,6936.000000,0.000000,57.818182,630.545455,0.000000,0.000000,10.727273,9.636364,-3.909091,0.000000,0.000000,0.000000,0.438496,0.393903,-0.159791,0.000000,0.000000,0.832399,0.147192,0.000000,0.832399,0.383656,-0.000000,2.000000,2.000000,0.000000,631,58,0,629,56,0,632,59,0,1.636364,     0.654545,     0.809040,     3.000000,     0.000000,     2.000000,    18.000000,10,0
78,9.000000,528.000000,1961.000000,0.000000,58.666667,217.888889,0.000000,0.000000,4.888889,8.000000,-1.333333,0.000000,0.000000,0.000000,0.261148,0.427333,-0.071222,0.000000,0.000000,0.688481,0.106525,0.000000,0.688481,0.326381,-0.000000,2.000000,1.000000,0.000000,218,59,0,217,57,0,219,60,0,3.444444,     1.527778,     1.236033,     5.000000,     1.000000,     4.000000,    31.000000,9,0
79,4.000000,230.000000,1778.000000,0.000000,57.500000,444.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,445,58,0,444,57,0,445,58,0,2.000000,     2.000000,     1.414214,     4.000000,     1.000000,     1.000000,     8.000000,4,18
80,4.000000,234.000000,1006.000000,0.000000,58.500000,251.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,252,59,0,251,58,0,252,59,0,2.500000,     0.333333,     0.577350,     3.000000,     2.000000,     2.000000,    10.000000,4,20
81,4.000000,238.000000,1518.000000,0.000000,59.500000,379.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,380,60,0,379,59,0,380,60,0,6.500000,    17.000000,     4.123106,    10.000000,     2.000000,     4.000000,    26.000000,4,8
82,4.000000,238.000000,2458.000000,0.000000,59.500000,614.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,615,60,0,614,59,0,615,60,0,2.250000,     2.250000,     1.500000,     3.000000,     0.000000,     3.000000,     9.000000,3,0
83,4.000000,242.000000,1370.000000,0.000000,60.500000,342.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,343,61,0,342,60,0,343,61,0,4.250000,     0.916667,     0.957427,     5.000000,     3.000000,     4.000000,    17.000000,4,0
84,4.000000,242.000000,2194.000000,0.000000,60.500000,548.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,549,61,0,548,60,0,549,61,0,4.500000,     3.000000,     1.732051,     6.000000,     2.000000,     5.000000,    18.000000,4,0
85,2.000000,121.000000,1194.000000,0.000000,60.500000,597.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,597,61,0,597,60,0,597,61,0,1.000000,     0.000000,     0.000000,     1.000000,     1.000000,     1.000000,     2.000000,2,22
86,8.000000,503.000000,4729.000000,0.000000,62.875000,591.125000,0.000000,0.000000,4.875000,4.875000,1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,591,63,0,590,62,0,592,64,0,1.750000,     0.500000,     0.707107,     3.000000,     1.000000,     2.000000,    14.000000,8,22
87,4.000000,254.000000,1070.000000,0.000000,63.500000,267.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,268,64,0,267,63,0,268,64,0,2.000000,     0.666667,     0.816497,     3.000000,     1.000000,     2.000000,     8.000000,4,20
88,4.000000,254.000000,1574.000000,0.000000,63.500000,393.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,394,64,0,393,63,0,394,64,0,4.500000,     1.666667,     1.290994,     6.000000,     3.000000,     4.000000,    18.000000,4,30
89,4.000000,254.000000,1642.000000,0.000000,63.500000,410.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,411,64,0,410,63,0,411,64,0,9.000000,     4.666667,     2.160247,    11.000000,     6.000000,     9.000000,    36.000000,4,30
90,4.000000,254.000000,1798.000000,0.000000,63.500000,449.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,450,64,0,449,63,0,450,64,0,42.500000,    81.666667,     9.036961,    51.000000,    32.000000,    38.000000,   170.000000,4,0
91,4.000000,254.000000,2098.000000,0.000000,63.500000,524.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,525,64,0,524,63,0,525,64,0,1.500000,     0.333333,     0.577350,     2.000000,     1.000000,     1.000000,     6.000000,4,32
92,7.000000,448.000000,3738.000000,0.000000,64.000000,534.000000,0.000000,0.000000,4.000000,4.000000,-2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,-0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,534,64,0,533,63,0,535,65,0,3.714286,     0.904762,     0.951190,     5.000000,     2.000000,     4.000000,    26.000000,7,32
93,2.000000,126.000000,1223.000000,0.000000,63.000000,611.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,612,63,0,611,63,0,612,63,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     4.000000,2,16
94,2.000000,128.000000,437.000000,0.000000,64.000000,218.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,219,64,0,218,64,0,219,64,0,4.000000,     0.000000,     0.000000,     4.000000,     4.000000,     4.000000,     8.000000,2,41
95,4.000000,258.000000,1962.000000,0.000000,64.500000,490.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,491,65,0,490,64,0,491,65,0,2.250000,     0.916667,     0.957427,     3.000000,     1.000000,     2.000000,     9.000000,4,24
96,2.000000,128.000000,1205.000000,0.000000,64.000000,602.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,603,64,0,602,64,0,603,64,0,1.000000,     0.000000,     0.000000,     1.000000,     1.000000,     1.000000,     2.000000,2,0
97,4.000000,262.000000,2210.000000,0.000000,65.500000,552.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,553,66,0,552,65,0,553,66,0,7.250000,    18.916667,     4.349329,    11.000000,     3.000000,     4.000000,    29.000000,4,36
98,11.000000,727.000000,6772.000000,0.000000,66.090909,615.636364,0.000000,0.000000,12.545455,6.909091,-1.636364,0.000000,0.000000,0.000000,0.512817,0.282421,-0.066889,0.000000,0.000000,0.795239,0.140356,0.000000,0.795239,0.374642,-0.000000,1.000000,2.000000,0.000000,616,66,0,614,65,0,617,67,0,3.545455,     2.872727,     1.694912,     6.000000,     1.000000,     3.000000,    39.000000,11,16
99,4.000000,266.000000,854.000000,0.000000,66.500000,213.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,214,67,0,213,66,0,214,67,0,3.250000,     0.916667,     0.957427,     4.000000,     2.000000,     3.000000,    13.000000,4,0
100,4.000000,266.000000,1362.000000,0.000000,66.500000,340.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,341,67,0,340,66,0,341,67,0,13.750000,    20.916667,     4.573474,    19.000000,     8.000000,    13.000000,    55.000000,4,38
101,2.000000,133.000000,696.000000,0.000000,66.500000,348.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,348,67,0,348,66,0,348,67,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,0
102,4.000000,266.000000,2002.000000,0.000000,66.500000,500.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,501,67,0,500,66,0,501,67,0,3.500000,     1.000000,     1.000000,     4.000000,     2.000000,     4.000000,    14.000000,4,42
103,7.000000,469.000000,4375.000000,0.000000,67.000000,625.000000,0.000000,0.000000,4.000000,4.000000,2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,625,67,0,624,66,0,626,68,0,7.428571,     1.952381,     1.397276,     9.000000,     5.000000,     8.000000,    52.000000,7,0
104,4.000000,274.000000,1174.000000,0.000000,68.500000,293.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,294,69,0,293,68,0,294,69,0,1.250000,     0.916667,     0.957427,     2.000000,     0.000000,     1.000000,     5.000000,3,26
105,4.000000,274.000000,1346.000000,0.000000,68.500000,336.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,337,69,0,336,68,0,337,69,0,4.000000,     0.666667,     0.816497,     5.000000,     3.000000,     4.000000,    16.000000,4,33
106,4.000000,274.000000,1406.000000,0.000000,68.500000,351.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,352,69,0,351,68,0,352,69,0,1.750000,     0.250000,     0.500000,     2.000000,     1.000000,     2.000000,     7.000000,4,0
107,18.000000,1255.000000,6504.000000,0.000000,69.722222,361.333333,0.000000,0.000000,30.000000,23.611111,-0.333333,0.000000,0.000000,0.000000,0.635952,0.500518,-0.007066,0.000000,0.000000,1.136470,0.318256,0.000000,1.136470,0.564142,-0.000000,2.000000,2.000000,0.000000,361,70,0,359,68,0,363,72,0,9.611111,     7.781046,     2.789453,    15.000000,     4.000000,    10.000000,   173.000000,18,43
108,4.000000,274.000000,1590.000000,0.000000,68.500000,397.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,398,69,0,397,68,0,398,69,0,3.250000,     4.250000,     2.061553,     5.000000,     1.000000,     2.000000,    13.000000,4,30
109,11.000000,766.000000,4418.000000,0.000000,69.636364,401.636364,0.000000,0.000000,8.545455,12.545455,-2.454545,0.000000,0.000000,0.000000,0.349310,0.512817,-0.100334,0.000000,0.000000,0.862128,0.169066,0.000000,0.862128,0.411176,-0.000000,2.000000,2.000000,0.000000,402,70,0,400,68,0,403,71,0,1.545455,     0.872727,     0.934199,     3.000000,     0.000000,     2.000000,    17.000000,9,30
110,4.000000,278.000000,1122.000000,0.000000,69.500000,280.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,281,70,0,280,69,0,281,70,0,3.250000,     4.250000,     2.061553,     5.000000,     1.000000,     2.000000,    13.000000,4,0
111,4.000000,278.000000,1422.000000,0.000000,69.500000,355.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,356,70,0,355,69,0,356,70,0,8.000000,     0.666667,     0.816497,     9.000000,     7.000000,     8.000000,    32.000000,4,0
112,4.000000,278.000000,1482.000000,0.000000,69.500000,370.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,371,70,0,370,69,0,371,70,0,3.750000,     4.916667,     2.217356,     6.000000,     1.000000,     3.000000,    15.000000,4,0
113,4.000000,278.000000,2566.000000,0.000000,69.500000,641.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,642,70,0,641,69,0,642,70,0,7.750000,     2.250000,     1.500000,     9.000000,     6.000000,     7.000000,    31.000000,4,0
114,4.000000,282.000000,2010.000000,0.000000,70.500000,502.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,503,71,0,502,70,0,503,71,0,1.750000,     0.250000,     0.500000,     2.000000,     1.000000,     2.000000,     7.000000,4,42
