Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,MS2mol_mean,MS2mol_var,MS2mol_stdev,MS2mol_max,MS2mol_min,MS2mol_median,MS2mol_muc,MS2mol_notempty,celnumber
2642,4.000000,4342.000000,3314.000000,0.000000,1085.500000,828.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,829,1086,0,828,1085,0,829,1086,0,45.750000,   259.583333,    16.111590,    59.000000,    25.000000,    41.000000,   183.000000,4,1172
2643,4.000000,4346.000000,810.000000,0.000000,1086.500000,202.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,203,1087,0,202,1086,0,203,1087,0,3.500000,     1.000000,     1.000000,     5.000000,     3.000000,     3.000000,    14.000000,4,0
2644,4.000000,4346.000000,3914.000000,0.000000,1086.500000,978.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,979,1087,0,978,1086,0,979,1087,0,4.750000,    19.583333,     4.425306,     9.000000,     0.000000,     2.000000,    19.000000,3,1160
2645,10.000000,10875.000000,10210.000000,0.000000,1087.500000,1021.000000,0.000000,0.000000,6.000000,10.500000,-3.000000,0.000000,0.000000,0.000000,0.278495,0.487367,-0.139248,0.000000,0.000000,0.765862,0.116339,0.000000,0.765862,0.341086,-0.000000,2.000000,1.000000,0.000000,1021,1088,0,1020,1086,0,1022,1089,0,20.200000,    53.733333,     7.330302,    35.000000,     9.000000,    20.000000,   202.000000,10,1154
2646,12.000000,13062.000000,8484.000000,0.000000,1088.500000,707.000000,0.000000,0.000000,8.000000,15.000000,0.000000,0.000000,0.000000,0.000000,0.291193,0.545988,0.000000,0.000000,0.000000,0.837181,0.158988,0.000000,0.837181,0.398733,-0.000000,2.000000,1.000000,0.000000,707,1089,0,706,1087,0,708,1090,0,2.000000,     1.272727,     1.128152,     4.000000,     0.000000,     2.000000,    24.000000,11,1150
2647,2.000000,2176.000000,1451.000000,0.000000,1088.000000,725.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,726,1088,0,725,1088,0,726,1088,0,2.000000,     2.000000,     1.414214,     3.000000,     1.000000,     1.000000,     4.000000,2,1150
2648,4.000000,4354.000000,3286.000000,0.000000,1088.500000,821.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,822,1089,0,821,1088,0,822,1089,0,10.750000,     4.250000,     2.061553,    13.000000,     8.000000,    11.000000,    43.000000,4,0
2649,10.000000,10890.000000,10385.000000,0.000000,1089.000000,1038.500000,0.000000,0.000000,10.500000,6.000000,3.000000,0.000000,0.000000,0.000000,0.487367,0.278495,0.139248,0.000000,0.000000,0.765862,0.116339,0.000000,0.765862,0.341086,-0.000000,1.000000,2.000000,0.000000,1039,1089,0,1037,1088,0,1040,1090,0,21.100000,    94.322222,     9.711963,    32.000000,     3.000000,    21.000000,   211.000000,10,1158
2650,20.000000,21801.000000,21755.000000,0.000000,1090.050000,1087.750000,0.000000,0.000000,47.750000,22.950000,5.250000,0.000000,0.000000,0.000000,0.879563,0.422743,0.096706,0.000000,0.000000,1.302305,0.362477,0.000000,1.302305,0.602060,-0.000000,2.000000,3.000000,0.000000,1088,1090,0,1085,1088,0,1090,1092,0,26.800000,   110.589474,    10.516153,    41.000000,    11.000000,    25.000000,   536.000000,20,1153
2651,11.000000,11994.000000,8816.000000,0.000000,1090.363636,801.454545,0.000000,0.000000,10.727273,12.545455,-6.818182,0.000000,0.000000,0.000000,0.438496,0.512817,-0.278705,0.000000,0.000000,0.951314,0.147192,0.000000,0.951314,0.383656,-0.000000,2.000000,2.000000,0.000000,801,1090,0,800,1089,0,803,1092,0,22.363636,   178.854545,    13.373651,    42.000000,     3.000000,    21.000000,   246.000000,11,1147
2652,6.000000,6537.000000,5364.000000,0.000000,1089.500000,894.000000,0.000000,0.000000,4.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.366881,0.137580,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,894,1090,0,893,1089,0,895,1090,0,16.833333,    30.566667,     5.528713,    24.000000,     8.000000,    16.000000,   101.000000,6,1156
2653,5.000000,5447.000000,4556.000000,0.000000,1089.400000,911.200000,0.000000,0.000000,2.800000,1.200000,0.600000,0.000000,0.000000,0.000000,0.327490,0.140353,0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,911,1089,0,910,1089,0,912,1090,0,5.000000,     2.000000,     1.414214,     6.000000,     3.000000,     6.000000,    25.000000,5,1177
2654,8.000000,8721.000000,7895.000000,0.000000,1090.125000,986.875000,0.000000,0.000000,4.875000,4.875000,1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,987,1090,0,986,1089,0,988,1091,0,45.750000,   321.357143,    17.926437,    64.000000,    18.000000,    48.000000,   366.000000,8,1164
2655,4.000000,4358.000000,4254.000000,0.000000,1089.500000,1063.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,1064,1090,0,1063,1089,0,1064,1090,0,28.750000,   134.916667,    11.615363,    38.000000,    13.000000,    27.000000,   115.000000,4,0
2656,4.000000,4362.000000,1198.000000,0.000000,1090.500000,299.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,300,1091,0,299,1090,0,300,1091,0,1.500000,     1.000000,     1.000000,     2.000000,     0.000000,     2.000000,     6.000000,3,1163
2657,4.000000,4362.000000,2902.000000,0.000000,1090.500000,725.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,726,1091,0,725,1090,0,726,1091,0,3.250000,     0.250000,     0.500000,     4.000000,     3.000000,     3.000000,    13.000000,4,1150
2658,10.000000,10915.000000,9240.000000,0.000000,1091.500000,924.000000,0.000000,0.000000,6.000000,10.500000,-3.000000,0.000000,0.000000,0.000000,0.278495,0.487367,-0.139248,0.000000,0.000000,0.765862,0.116339,0.000000,0.765862,0.341086,-0.000000,2.000000,1.000000,0.000000,924,1092,0,923,1090,0,925,1093,0,20.400000,   138.711111,    11.777568,    35.000000,     1.000000,    21.000000,   204.000000,10,0
2659,1.000000,1091.000000,970.000000,0.000000,1091.000000,970.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,970,1091,0,970,1091,0,970,1091,0,1.090909,     0.000000,     0.000000,     1.000000,     1.000000,     1.000000,     1.000000,1,1160
2660,12.000000,13103.000000,13164.000000,0.000000,1091.916667,1097.000000,0.000000,0.000000,22.000000,6.916667,0.000000,0.000000,0.000000,0.000000,0.800782,0.251761,0.000000,0.000000,0.000000,1.052543,0.201606,0.000000,1.052543,0.449005,-0.000000,1.000000,2.000000,0.000000,1097,1092,0,1095,1091,0,1099,1093,0,14.083333,     8.992424,     2.998737,    17.000000,     8.000000,    15.000000,   169.000000,12,1153
2661,9.000000,9837.000000,7698.000000,0.000000,1093.000000,855.333333,0.000000,0.000000,8.000000,6.000000,-3.000000,0.000000,0.000000,0.000000,0.427333,0.320500,-0.160250,0.000000,0.000000,0.747833,0.111280,0.000000,0.747833,0.333587,-0.000000,1.000000,2.000000,0.000000,855,1093,0,854,1092,0,857,1094,0,6.333333,    10.000000,     3.162278,     9.000000,     1.000000,     8.000000,    57.000000,9,0
2662,4.000000,4374.000000,3622.000000,0.000000,1093.500000,905.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,906,1094,0,905,1093,0,906,1094,0,7.000000,     8.666667,     2.943920,    10.000000,     4.000000,     5.000000,    28.000000,4,1177
2663,2.000000,2187.000000,1884.000000,0.000000,1093.500000,942.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,942,1094,0,942,1093,0,942,1094,0,4.500000,     4.500000,     2.121320,     6.000000,     3.000000,     3.000000,     9.000000,2,1182
2664,8.000000,8751.000000,8639.000000,0.000000,1093.875000,1079.875000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,1080,1094,0,1079,1093,0,1081,1095,0,11.125000,    14.696429,     3.833592,    16.000000,     6.000000,    11.000000,    89.000000,8,0
2665,9.000000,9860.000000,6391.000000,0.000000,1095.555556,710.111111,0.000000,0.000000,4.888889,10.222222,-3.555556,0.000000,0.000000,0.000000,0.261148,0.546037,-0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,2.000000,1.000000,0.000000,710,1096,0,709,1094,0,711,1097,0,38.222222,   117.944444,    10.860223,    53.000000,    24.000000,    37.000000,   344.000000,9,1150
2666,2.000000,2189.000000,1746.000000,0.000000,1094.500000,873.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,873,1095,0,873,1094,0,873,1095,0,6.000000,     0.000000,     0.000000,     6.000000,     6.000000,     6.000000,    12.000000,2,0
2667,4.000000,4378.000000,4182.000000,0.000000,1094.500000,1045.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,1046,1095,0,1045,1094,0,1046,1095,0,5.250000,    10.250000,     3.201562,     8.000000,     2.000000,     3.000000,    21.000000,4,1158
2668,12.000000,13158.000000,12056.000000,0.000000,1096.500000,1004.666667,0.000000,0.000000,12.666667,11.000000,-3.000000,0.000000,0.000000,0.000000,0.461056,0.400391,-0.109198,0.000000,0.000000,0.861447,0.172679,0.000000,0.861447,0.415546,-0.000000,2.000000,2.000000,0.000000,1005,1097,0,1003,1095,0,1006,1098,0,34.000000,    79.454545,     8.913728,    49.000000,    17.000000,    33.000000,   408.000000,12,1164
2669,2.000000,2192.000000,2083.000000,0.000000,1096.000000,1041.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,1042,1096,0,1041,1096,0,1042,1096,0,13.000000,     0.000000,     0.000000,    13.000000,    13.000000,    13.000000,    26.000000,2,1158
2670,9.000000,9887.000000,6877.000000,0.000000,1098.555556,764.111111,0.000000,0.000000,4.888889,10.222222,-3.555556,0.000000,0.000000,0.000000,0.261148,0.546037,-0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,2.000000,1.000000,0.000000,764,1099,0,763,1097,0,765,1100,0,13.444444,    18.527778,     4.304391,    19.000000,     5.000000,    15.000000,   121.000000,9,0
2671,4.000000,4390.000000,3222.000000,0.000000,1097.500000,805.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,806,1098,0,805,1097,0,806,1098,0,1.250000,     0.250000,     0.500000,     2.000000,     1.000000,     1.000000,     5.000000,4,1180
2672,8.000000,8789.000000,6734.000000,0.000000,1098.625000,841.750000,0.000000,0.000000,3.500000,7.875000,-1.750000,0.000000,0.000000,0.000000,0.218750,0.492188,-0.109375,0.000000,0.000000,0.710938,0.095703,0.000000,0.710938,0.309359,-0.000000,2.000000,1.000000,0.000000,842,1099,0,841,1097,0,843,1100,0,13.000000,    16.857143,     4.105745,    18.000000,     8.000000,    11.000000,   104.000000,8,1172
2673,4.000000,4390.000000,3494.000000,0.000000,1097.500000,873.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,874,1098,0,873,1097,0,874,1098,0,4.500000,     1.666667,     1.290994,     6.000000,     3.000000,     4.000000,    18.000000,4,1187
2674,4.000000,4390.000000,3638.000000,0.000000,1097.500000,909.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,910,1098,0,909,1097,0,910,1098,0,4.250000,     0.916667,     0.957427,     5.000000,     3.000000,     4.000000,    17.000000,4,1177
2675,4.000000,4390.000000,3862.000000,0.000000,1097.500000,965.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,966,1098,0,965,1097,0,966,1098,0,10.000000,     6.666667,     2.581989,    13.000000,     7.000000,     9.000000,    40.000000,4,0
2676,4.000000,4390.000000,3950.000000,0.000000,1097.500000,987.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,988,1098,0,987,1097,0,988,1098,0,8.000000,     1.333333,     1.154701,     9.000000,     7.000000,     7.000000,    32.000000,4,1164
2677,3.000000,3292.000000,3086.000000,0.000000,1097.333333,1028.666667,0.000000,0.000000,0.666667,0.666667,0.333333,0.000000,0.000000,0.000000,0.154080,0.154080,0.077040,0.000000,0.000000,0.308161,0.017806,0.000000,0.308161,0.133437,-0.000000,1.000000,1.000000,0.000000,1029,1097,0,1028,1097,0,1029,1098,0,23.333333,   116.333333,    10.785793,    31.000000,    11.000000,    28.000000,    70.000000,3,1158
2678,4.000000,4394.000000,3290.000000,0.000000,1098.500000,822.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,823,1099,0,822,1098,0,823,1099,0,60.750000,   966.916667,    31.095284,    86.000000,    21.000000,    51.000000,   243.000000,4,1180
2679,4.000000,4394.000000,4054.000000,0.000000,1098.500000,1013.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,1014,1099,0,1013,1098,0,1014,1099,0,3.000000,     0.666667,     0.816497,     4.000000,     2.000000,     3.000000,    12.000000,4,0
2680,4.000000,4394.000000,4490.000000,0.000000,1098.500000,1122.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,1123,1099,0,1122,1098,0,1123,1099,0,103.500000,   135.000000,    11.618950,   114.000000,    92.000000,    95.000000,   414.000000,4,1153
2681,12.000000,13212.000000,11910.000000,0.000000,1101.000000,992.500000,0.000000,0.000000,11.000000,22.000000,-11.000000,0.000000,0.000000,0.000000,0.400391,0.800782,-0.400391,0.000000,0.000000,1.201173,0.160313,0.000000,1.201173,0.400391,-0.000000,2.000000,2.000000,0.000000,993,1101,0,991,1099,0,994,1103,0,13.416667,    43.174242,     6.570711,    25.000000,     3.000000,    14.000000,   161.000000,12,1164
2682,5.000000,5498.000000,5501.000000,0.000000,1099.600000,1100.200000,0.000000,0.000000,2.800000,1.200000,-0.600000,0.000000,0.000000,0.000000,0.327490,0.140353,-0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,1100,1100,0,1099,1099,0,1101,1100,0,10.200000,    25.700000,     5.069517,    15.000000,     4.000000,    11.000000,    51.000000,5,1153
2683,6.000000,6605.000000,1320.000000,0.000000,1100.833333,220.000000,0.000000,0.000000,4.000000,2.833333,2.000000,0.000000,0.000000,0.000000,0.366881,0.259874,0.183440,0.000000,0.000000,0.626755,0.061692,0.000000,0.626755,0.248379,-0.000000,1.000000,1.000000,0.000000,220,1101,0,219,1100,0,221,1102,0,3.666667,     0.266667,     0.516398,     4.000000,     3.000000,     4.000000,    22.000000,6,0
2684,2.000000,2200.000000,1691.000000,0.000000,1100.000000,845.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,846,1100,0,845,1100,0,846,1100,0,5.500000,     4.500000,     2.121320,     7.000000,     4.000000,     4.000000,    11.000000,2,1172
2685,12.000000,13216.000000,12534.000000,0.000000,1101.333333,1044.500000,0.000000,0.000000,11.000000,12.666667,3.000000,0.000000,0.000000,0.000000,0.400391,0.461056,0.109198,0.000000,0.000000,0.861447,0.172679,0.000000,0.861447,0.415546,-0.000000,2.000000,2.000000,0.000000,1045,1101,0,1043,1100,0,1046,1103,0,26.416667,    61.174242,     7.821396,    36.000000,    11.000000,    28.000000,   317.000000,12,1158
2686,4.000000,4406.000000,982.000000,0.000000,1101.500000,245.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,246,1102,0,245,1101,0,246,1102,0,2.250000,     0.250000,     0.500000,     3.000000,     2.000000,     2.000000,     9.000000,4,1159
2687,4.000000,4406.000000,3686.000000,0.000000,1101.500000,921.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,922,1102,0,921,1101,0,922,1102,0,25.250000,    82.250000,     9.069179,    36.000000,    14.000000,    24.000000,   101.000000,4,1177
2688,4.000000,4410.000000,1154.000000,0.000000,1102.500000,288.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,289,1103,0,288,1102,0,289,1103,0,7.750000,    10.916667,     3.304038,    11.000000,     4.000000,     6.000000,    31.000000,4,1192
2689,4.000000,4410.000000,3566.000000,0.000000,1102.500000,891.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,892,1103,0,891,1102,0,892,1103,0,4.250000,     0.916667,     0.957427,     5.000000,     3.000000,     4.000000,    17.000000,4,1156
2690,8.000000,8825.000000,7521.000000,0.000000,1103.125000,940.125000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,940,1103,0,939,1102,0,941,1104,0,52.625000,   300.267857,    17.328239,    69.000000,    19.000000,    60.000000,   421.000000,8,1182
2691,4.000000,4414.000000,3150.000000,0.000000,1103.500000,787.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,788,1104,0,787,1103,0,788,1104,0,41.750000,   531.583333,    23.056091,    61.000000,    15.000000,    30.000000,   167.000000,4,0
2692,7.000000,7728.000000,6188.000000,0.000000,1104.000000,884.000000,0.000000,0.000000,4.000000,4.000000,-2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,-0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,884,1104,0,883,1103,0,885,1105,0,3.714286,     4.904762,     2.214670,     5.000000,     0.000000,     5.000000,    26.000000,6,0
2693,7.000000,7728.000000,7560.000000,0.000000,1104.000000,1080.000000,0.000000,0.000000,4.000000,4.000000,-2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,-0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,1080,1104,0,1079,1103,0,1081,1105,0,16.285714,    11.904762,     3.450328,    21.000000,    10.000000,    17.000000,   114.000000,7,1181
2694,3.000000,3314.000000,592.000000,0.000000,1104.666667,197.333333,0.000000,0.000000,0.666667,0.666667,0.333333,0.000000,0.000000,0.000000,0.154080,0.154080,0.077040,0.000000,0.000000,0.308161,0.017806,0.000000,0.308161,0.133437,-0.000000,1.000000,1.000000,0.000000,197,1105,0,197,1104,0,198,1105,0,4.000000,     0.000000,     0.000000,     4.000000,     4.000000,     4.000000,    12.000000,3,0
2695,4.000000,4418.000000,4454.000000,0.000000,1104.500000,1113.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,1114,1105,0,1113,1104,0,1114,1105,0,71.500000,   331.000000,    18.193405,    86.000000,    46.000000,    71.000000,   286.000000,4,1153
2696,4.000000,4422.000000,2766.000000,0.000000,1105.500000,691.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,692,1106,0,691,1105,0,692,1106,0,0.750000,     0.250000,     0.500000,     1.000000,     0.000000,     1.000000,     3.000000,3,1190
2697,4.000000,4422.000000,3258.000000,0.000000,1105.500000,814.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,815,1106,0,814,1105,0,815,1106,0,9.000000,     0.666667,     0.816497,    10.000000,     8.000000,     9.000000,    36.000000,4,1180
2698,6.000000,6633.000000,4944.000000,0.000000,1105.500000,824.000000,0.000000,0.000000,4.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.366881,0.137580,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,824,1106,0,823,1105,0,825,1106,0,5.166667,     2.966667,     1.722401,     8.000000,     3.000000,     5.000000,    31.000000,6,1180
2699,4.000000,4422.000000,4374.000000,0.000000,1105.500000,1093.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,1094,1106,0,1093,1105,0,1094,1106,0,6.250000,     4.250000,     2.061553,     8.000000,     4.000000,     5.000000,    25.000000,4,0
2700,8.000000,8860.000000,1908.000000,0.000000,1107.500000,238.500000,0.000000,0.000000,2.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.125000,0.625000,0.000000,0.000000,0.000000,0.750000,0.078125,0.000000,0.750000,0.279508,-0.000000,2.000000,1.000000,0.000000,239,1108,0,238,1106,0,239,1109,0,1.000000,     0.285714,     0.534522,     2.000000,     0.000000,     1.000000,     8.000000,7,1188
2701,11.000000,12182.000000,3767.000000,0.000000,1107.454545,342.454545,0.000000,0.000000,10.727273,10.727273,3.727273,0.000000,0.000000,0.000000,0.438496,0.438496,0.152359,0.000000,0.000000,0.876992,0.169066,0.000000,0.876992,0.411176,-0.000000,2.000000,2.000000,0.000000,342,1107,0,341,1106,0,344,1109,0,3.363636,     1.854545,     1.361817,     5.000000,     1.000000,     4.000000,    37.000000,11,1163
2702,4.000000,4426.000000,3082.000000,0.000000,1106.500000,770.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,771,1107,0,770,1106,0,771,1107,0,5.000000,     0.000000,     0.000000,     5.000000,     5.000000,     5.000000,    20.000000,4,0
2703,4.000000,4426.000000,3858.000000,0.000000,1106.500000,964.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,965,1107,0,964,1106,0,965,1107,0,24.500000,    77.666667,     8.812869,    32.000000,    15.000000,    19.000000,    98.000000,4,1193
2704,8.000000,8865.000000,9201.000000,0.000000,1108.125000,1150.125000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,1150,1108,0,1149,1107,0,1151,1109,0,3.375000,     1.696429,     1.302470,     5.000000,     1.000000,     4.000000,    27.000000,8,0
